id,aro,municipio,zona,sistema,localidad,estado_operativo,estado_actual,poblacion_atendida,poblacion_afectada,prioridad,afectacion,accion_requerida,inversion_cop,fotos,fuentes
DEP-ACU-ANDALUC-A-201,Centro Tuluá,Andalucía,Urbano,ACUAVALLE S.A (ESP),,NORMAL,SIN AFECTACION,24480,,BAJA,"REPORTE_URBANO [ACU-0002]: Vulnerabilidad sísmica y geológica al edificio de operaciones, fisuras en el tanque de sedimentación No 2 y desarenador principal.","REPORTE_URBANO [ACU-0002]: Realizar estudio de vulnerabilidad sismoresistente en el edifio de operaciones y estudio de suelos para evaluación de la capacidad del terreno, implementar los refuerzos para la reparación de las fisuras presentadas en la estructura",14000000,0,REPORTE_URBANO | UESVALLE
DEP-ACU-ANSERMANUEVO-60,Norte Cartago,Ansermanuevo,Urbano,ACUAVALLE S.A. E.S.P. SUCURSAL ANSERMANUEVO.,CENTRO,NORMAL,POR VALIDAR,13904,10500,BAJA,"REPORTE_URBANO [ACU-0003]: Afectación estructural en el segundo piso de la caseta de operación.derrumbe de material en zona adyacente al muro del Tanque No. 1.
Caída y acumulación de escombros en la caja del macromedidor No. 1.
Daños en el equipo SAP utilizado para la toma y registro de lecturas.","REPORTE_URBANO [ACU-0003]: Realizar estudios de vulnerabilidad sismorresistente en los tanques de almacenamiento y edificios de operación.
Implementar los refuerzos estructurales requeridos de acuerdo con los resultados de los estudios.
Reponer las tuberías afectadas en AC.
Construir un muro de contención en la zona adyacente al Tanque No. 1. Reponer Equipos de SAP",800000000,0,REPORTE_URBANO | UESVALLE
DEP-ACU-ANSERMANUEVO-2161,Norte Cartago,Ansermanuevo,Rural,ACUEDUCTO COMUNITARIO SALAZAR,CORREGIMIENTO  SAN AGUSTIN,PARCIAL,MAL ESTADO,1280,1420,ALTA,"UESVALLE [ACU-ANSERMANUEVO-2161]: VERIFICACIÓN: sufrieron daños en las conexiones de los filtros que les instaló Vallecaucana y tienen suspendida la desinfección
VALLECAUCANA [VAL-0003]:  DESTRUCCIÓN DE TUBERÍAS, AGRIETAMIENTO DE TANQUE DE ALMACENAMIENTO. DESTRUCCIÓN DEL FILTRO","VALLECAUCANA [VAL-0003]: Construcion tanque de almacenamiento de 40.000 lt, con sus respectivas instalaciones hidraulicas",937500000,6,UESVALLE | VALLECAUCANA
DEP-ACU-ANSERMANUEVO-9345,Norte Cartago,Ansermanuevo,Rural,ASOCIACION DE USUARIOS DEL ACUEDUCTO EL VERGEL - ACUAVERGEL,CORREGIMIENTO EL VERGEL,PARCIAL,ARREGLO PARCIAL,840,610,MEDIA,VALLECAUCANA [VAL-0001]: AFECTACIONES EN LA BOCATOMA DE LA PALMASE LLEVO LA TUBERIA DE ADUCCION Y CONDUCION DE LA FUENTE D ELA SOLEDAD LLEGANDO A LA PLANTA DE TRATAMIENTO,VALLECAUCANA [VAL-0001]: REMPLAZAR 300 METROS DE TUBERIA / REPARACION DE BOCATOMA  COLAPSADA,325000000,3,UESVALLE | VALLECAUCANA
DEP-ACU-ARGELIA-64,Norte Cartago,Argelia,Urbano,ACUAVALLE S.A. E.S.P. SUCURSAL ARGELIA.,APARICIO,NORMAL,POR VALIDAR,3092,2200,BAJA,"REPORTE_URBANO [ACU-0004]: Afectación estructural en la caseta destinada al alojamiento de la planta eléctrica.Afectación estructural en la caseta de ooeracion.Daños en el sistema y equipos de cloración.Afectación de la planta eléctrica de emergencia, con posible compromiso de su operatividad.
Daños y afectaciones en las redes matrices y tuberías del sistema de acueducto, incluyendo posibles fisuras y roturas","REPORTE_URBANO [ACU-0004]: Realizar estudios de vulnerabilidad sismorresistente en los tanques de almacenamiento, casetas y edificios de operación.mplementar los refuerzos estructurales requeridos de acuerdo con los resultados de los estudios.
Reponer las tuberías afectadas en AC. Reparar y asegurar estructuralmente las casetas afectadas.
Garantizar la operatividad del sistema de cloración.
Verificar el funcionamiento de la planta eléctrica de emergencia.Inspeccionar y reparar daños en redes matrices y tuberías de acueducto.
Realizar pruebas de estanqueidad y presurización de las redes intervenidas.
Verificar la calidad del agua antes de restablecer el suministro.",650000000,5,REPORTE_URBANO | UESVALLE
DEP-ACU-ARGELIA-1027,Norte Cartago,Argelia,Rural,ADMINISTRACION COOPERATIVA SAN ROQUE SISTEMA #1- LA SOLEDAD LA PAZ - LA PRIMAVERA - TARRITOS,VEREDA LA SOLEDA,NORMAL,POR VALIDAR,800,,BAJA,"UESVALLE [ACU-ARGELIA-1027]: VERIFICACIÓN: tuberia reventada. algunas abrazaderas se soltaron, hubieron daños en algunos baños.",,0,0,UESVALLE
DEP-ACU-ARGELIA-1029,Norte Cartago,Argelia,Rural,ASOCIACION DE USUARIOS DEL ACUEDUCTO LA CRISTALINA,VEREDA LA CRISTALINA,NORMAL,MAL ESTADO,72,80,MEDIA,"UESVALLE [ACU-ARGELIA-1029]: VERIFICACIÓN: terreno inestable, fracturas en el desarenador.
VALLECAUCANA [VAL-0004]: SE EVIDENCIÓ, DURANTE EL RECORRIDO REALIZADO, QUE, COMO CONSECUENCIA DEL PASADO TERREMOTO, SE PRESENTARON GRIETAS EN EL TERRENO DONDE SE ENCUENTRA UBICADO EL SISTEMA DE ACUEDUCTO. EN ESTA ZONA SE LOCALIZAN EL TANQUE PRINCIPAL, CON UNA CAPACIDAD DE ALMACENAMIENTO DE 30.000 LITROS, Y EL DESARENADOR, SITUACIÓN QUE GENERA INESTABILIDAD EN EL TERRENO Y PODRÍA AFECTAR LA ESTABILIDAD DE LAS ESTRUCTURAS.   ESTA SITUACIÓN GENERA MAYOR PREOCUPACIÓN DEBIDO A QUE, APROXIMADAMENTE A 100 METROS LINEALES EN LA PARTE INFERIOR DE LOS TANQUES, SE ENCUENTRAN UBICADAS DOS VIVIENDAS, EN LAS CUALES RESIDEN SUS RESPECTIVAS FAMILIAS.","VALLECAUCANA [VAL-0004]:  REUBICAR, CONSTRUIR DE NUEVO EL SISTEMA",1620000000,1,UESVALLE | VALLECAUCANA
DEP-ACU-ARGELIA-3508,Norte Cartago,Argelia,Rural,ASOCIACION DE USUARIOS DEL ACUEDUCTO LA PALMA,VEREDA LA PALMA,PARCIAL,POR VALIDAR,368,,MEDIA,,,0,0,UESVALLE
DEP-ACU-ARGELIA-1016,Norte Cartago,Argelia,Rural,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO DE MARACAIBO,CORREGIMIENTO DE MARACAIBO,NORMAL,MAL ESTADO,340,340,MEDIA,"UESVALLE [ACU-ARGELIA-1016]: VERIFICACIÓN: tanque filtracion en la parte
VALLECAUCANA [VAL-0005]: EL TANQUE PRINCIPAL DE LA BOCATOMA DESPUÉS DEL TERREMOTO DEL 10 DE AGOSTO, SE FISURO EN LA PARTE DE ABAJO EN UNA DE LAS ESQUINAS EVIDENCIANDO UNA FUGA CONSIDERABLE DEL AGUA.","VALLECAUCANA [VAL-0005]: Construcion tanque de almacenamiento de 20.000 lt, con sus respectivas instalaciones hidraulicas",875000000,2,UESVALLE | VALLECAUCANA
DEP-ACU-ARGELIA-3511,Norte Cartago,Argelia,Rural,COOPERATIVA SAN ROQUE LAS BRISAS RAIZAL LA AURORA -SISTEMA # 2,VEREDA LA AURORA,NORMAL,MAL ESTADO,800,,MEDIA,"Validación telefónica 04/09/2026: presentó afectaciones en el tanque de almacenamiento y en el viaducto de la fuente alterna. El servicio opera normalmente, con bajo caudal.",,0,0,UESVALLE
DEP-ACU-BOL-VAR-166,Centro Tuluá,Bolívar,Urbano,ACUAVALLE S.A (ESP),GUABINERO,NORMAL,POR VALIDAR,8000,2059,BAJA,"REPORTE_URBANO [ACU-0005]: Vulnerabilidad por Fisuras en salida Tanque elevado y en Caseta de Cloración y Sustancias quimicas. Aplastamiento parcial de la tubería Ø20”de desagüe de la PTAP produjo reducción de capacidad hidraulica al conducto lo que está generando desbordamiento de aguas de lavado de las estructuras hacia predios contiguos al predio de la PTAP.Fisuras en muros del tanque de almacenamiento | daño en variadores de velocidad a causa de la desconexión espontáneas de redes eléctricas
REPORTE_URBANO [ACU-ALC-001]: Tuberia del emisor aplastada","REPORTE_URBANO [ACU-0005]: I.Reparación por fisuras en  Tanque elevado y reforzamiento confinado a Caseta de Cloración y Sustancias quimicas.Ejecutar reposición de 120 m de tuberia en Ø20"" con una cámara intermedia. Ejecutar reparación con productos epoxicos con tanque vacio | cambio de los dos variadores recuperando el 100% de la floculación
REPORTE_URBANO [ACU-ALC-001]: Reponer 400 m tuberia aplastada a PVC Ø24"". Calleón en tierra",1030000000,4,REPORTE_URBANO | UESVALLE
DEP-ACU-BOL-VAR-260,Centro Tuluá,Bolívar,Rural,ACUEDUCTO CORPOSANISIDRO,SAN ISIDRO,PARCIAL,POR VALIDAR,240,,MEDIA,"UESVALLE [ACU-BOL-VAR-260]: VERIFICACIÓN: Averias en tanque de almacenamiento
REPORTE_UES_1: TANQUE DE ALMACENAMIENTO AFECTADO COMO CONSECUENCIA DEL SISMO.","UESVALLE [ACU-BOL-VAR-260]: REALIZAR EVALUACIÓN ESTRUCTURAL Y DE ESTANQUEIDAD DEL TANQUE; EJECUTAR REPARACIÓN DE FISURAS, IMPERMEABILIZACIÓN Y/O REPOSICIÓN DE LOS ELEMENTOS COMPROMETIDOS SEGÚN EL DIAGNÓSTICO.",216000000,6,UESVALLE
DEP-ACU-BOL-VAR-1125,Centro Tuluá,Bolívar,Rural,ACUEDUCTO LA REFORMA VEREDA LA AGUADA,LA AGUADA,NORMAL,SIN AFECTACION,652,684,BAJA,"VALLECAUCANA [VAL-0067]: Daño de tuberia de aduccion de cortina al tanque desarenador por volcamiento y desproteccion de dicha tuberia, daño en desarenador ocasionando filtracion, volcamiento del tanque de geomenbrana que prestaba el servicio de floculacion, volcamiento filtro de arena gruesa y perdida de material, rompimiento de muro y tuberia de filtro y perdida de arena gruesa, rompimiento de tuberia que conduce a filtros de arena fina, fracturacion fachada y techo que protege el tanque de almacenamiento de distribucion de agua","VALLECAUCANA [VAL-0067]: Realizar inspección y evaluación técnica de los componentes afectados para determinar las obras requeridas. Posteriormente, ejecutar las reparaciones y reconstrucciones necesarias, reponer los materiales y elementos deteriorados y realizar pruebas de funcionamiento que permitan garantizar la operación segura y continua del sistema de abastecimiento de agua.",540000000,0,UESVALLE | VALLECAUCANA
DEP-ACU-BOL-VAR-183,Centro Tuluá,Bolívar,Rural,ASOCIACION DE USUARIO DEL AGUA POTABLE Y ALCANTARILLADO DE RICAURTE ASERCOM -ASERCOM,RICAURTE,NORMAL,POR VALIDAR,2280,,BAJA,"UESVALLE [ACU-BOL-VAR-183]: VERIFICACIÓN: DAÑOS MENORES, EN COLUMNA DEL TANQUE ELEVADO",,0,0,UESVALLE
DEP-ACU-BOL-VAR-200,Centro Tuluá,Bolívar,Rural,ASOCIACION DE USUARIOS DE ABASTO CORREGIMIENTO CERRO AZUL Y LAS VEREDAS SIRIA Y LA SOLEDAD,CERRO AZUL,NORMAL,POR VALIDAR,1000,1000,BAJA,"UESVALLE [ACU-BOL-VAR-200]: VERIFICACIÓN: AFECTACION EN TANQUE DE ALMACENAMIENTO
REPORTE_UES_1: AFECTACIÓN EN TANQUES RESERVORIOS ASOCIADA AL EVENTO SÍSMICO.","UESVALLE [ACU-BOL-VAR-200]: EVALUAR ESTRUCTURALMENTE LOS TANQUES RESERVORIOS, VERIFICAR FISURAS Y PÉRDIDAS DE ESTANQUEIDAD Y EJECUTAR REPARACIÓN, IMPERMEABILIZACIÓN O REPOSICIÓN SEGÚN EL NIVEL DE DAÑO.",104000000,3,UESVALLE
DEP-VAL-0007,Por validar,Guadalajara de Buga,RURAL,CHAMBIMBAL SAN ANTONIO,CHAMBIMBAL SAN ANTONIO,PARCIAL,MAL ESTADO,,1350,ALTA,"VALLECAUCANA [VAL-0007]: FISURA RADIAL EN TANQUE CIRCULAR DE ALMACENAMIENTO AUN TERCIO PARTE SUPERIOR, DAÑOS EN ACCESORIOS Y EMPALMES D ELA PLANTA DE TRATAMIENTO",VALLECAUCANA [VAL-0007]: REPACION DE JUNTA Y SUMINISTROS E INSTALACION DE ACCESORIOS EN PVC E HIERRO DUCTIL Y ANCLAJES,260000000,3,VALLECAUCANA
DEP-VAL-0008,Por validar,Guadalajara de Buga,RURAL,SONSITO MANANTIAL LA UNIDAD E INCIVA,SONSITO MANANTIAL LA UNIDAD E INCIVA,PARCIAL,MAL ESTADO,,1500,ALTA,"VALLECAUCANA [VAL-0008]: DAÑOS EN LAS VALVULAS, ACCESORIOS EN TUBERIAS DE CONDUCION DE 4 PULGADAS DE DIAMETRO Y FALTA DE ANCLAJE EN LOS SISTEMAS DE CLORACION","VALLECAUCANA [VAL-0008]: SUMINISTRO E INSTALACION DE TUBERIA DE DIAMETRO DE 4 PULGADAS , 100 METROS LINEALES , ANCLAJE ACCESORIOS Y ANCLAJE  DE LOS EQUIPOS DE CLORACION",126000000,1,VALLECAUCANA
DEP-ACU-BUGALAGRANDE-2156,Centro Tuluá,Bugalagrande,Rural,ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE DEL ACUEDUCTO Y ALCANTARILLADO DE MESTIZAL,MESTIZAL,PARCIAL,MAL ESTADO,520,520,MEDIA,"VALLECAUCANA [VAL-0009]: FRACTURA DEL TANQUE EN CONCRETO QUE ALMACENA EL AGUA Y TIENE UNA  CAPACIDAD UTIL DE 54 M3 , EL TANQUE SE SOPORTA EN 4  COLUMNAS EN CONCRETO, CON UNA ALTURA APROXIMADA DE 18 METROS","VALLECAUCANA [VAL-0009]:  CONSTRUIR DE NUEVO EL TANQUE QUE CUMPLA CON LA CAPACIDAD Y  LOS REQUERIMIENTOS TECNICOS NECESARIOS, Y SUS RESPECTIVAS INSTALACIONES HIDRAULICAS",1014000000,4,UESVALLE | VALLECAUCANA
DEP-ACU-BUGALAGRANDE-234,Centro Tuluá,Bugalagrande,Rural,ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE EL GUAYABO,EL GUAYABO,PARCIAL,MAL ESTADO,464,410,MEDIA,VALLECAUCANA [VAL-0011]:  DEBIDO A LA IRREGULARIDAD DEL SERVICIO DE ENERGIA DESPUES DEL SISMO SE QUEMO LA BOBINA 50/60 HZ INDISPENSABLE PARA EL FUNCIONAMIENTO DE LA BOMBA DEL SISTEMA QUE SURTE EL RECURSO A LOS USUARIOS.,VALLECAUCANA [VAL-0011]: EVALUACION Y OPTIMIZACION DEL SISTEMA ELECTRICO  DEL EQUIPO DE BOMBEO,41600000,1,UESVALLE | VALLECAUCANA
DEP-ACU-BUGALAGRANDE-2152,Centro Tuluá,Bugalagrande,Rural,ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE SAN ANTONIO,SAN ANTONIO,PARCIAL,MAL ESTADO,432,508,MEDIA,"VALLECAUCANA [VAL-0010]:  FRACTURA DEL TANQUE EN CONCRETO QUE ALMACENA EL AGUA, EL CUAL TIENE COMO DIMENSIONES 4X4X2 METROS,  CON UNA CAPACIDAD UTIL DE 32 M3. EL TANQUE ESTA SOPORTADO POR COLUMNAS EN CONCRETO.","VALLECAUCANA [VAL-0010]:  CONSTRUIR DE NUEVO EL TANQUE QUE CUMPLA CON LA CAPACIDAD Y  LOS REQUERIMIENTOS TECNICOS NECESARIOS, Y SUS RESPECTIVAS INSTALACIONES HIDRAULICAS",806000000,2,UESVALLE | VALLECAUCANA
DEP-ACU-CAICEDONIA-158,Centro Tuluá,Caicedonia,Urbano,ACUAVALLE S.A (ESP),OBRERO,NORMAL,POR VALIDAR,26968,7781,BAJA,"REPORTE_URBANO [ACU-0007]: Daños y afectaciones en las redes matrices y tuberías del sistema de acueducto, incluyendo posibles fisuras y roturas. | Daños y afectaciones en canal de aducción y tuberías de aducción, incluyendo posibles fisuras y roturas.","REPORTE_URBANO [ACU-0007]: Ejecutar Reposición conducción principal L= 700 metros lineales. Salida PTAP Hasta la Cra 16 con Calle 10 tuberia diametro 14"" | Ejecutar Reposición aducción principal L= 1000 metros lineales. Vereda limones tuberia diametro 14""",1800000000,0,REPORTE_URBANO | UESVALLE
DEP-ACU-CALIMA-930,Centro Tuluá,Calima (El Darién),Rural,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA EL DIAMANTE ACUADIAMANTE,EL DIAMANTE,POR VALIDAR,POR VALIDAR,428,,POR VALIDAR,"UESVALLE [ACU-CALIMA-930]: FORMULARIO: El tanque se averigio y está 
Abastecimiento  de contaminación",,0,0,UESVALLE
DEP-ACU-CALIMA-188,Centro Tuluá,Calima (El Darién),Urbano,EMCALIMA ESP,URBANO,NORMAL,POR VALIDAR,15592,6,BAJA,REPORTE_URBANO [EXT-004]: Fugas en acometidad de agua potable,,0,0,REPORTE_URBANO | UESVALLE
DEP-VAL-0014,Por validar,Candelaria,RURAL,GUALI,GUALI,PARCIAL,MAL ESTADO,,245,MEDIA,"VALLECAUCANA [VAL-0014]: FALLAS EN LA ESTRUCTURA  DE LAS COLUMNAS Y VIGAS  DEL TANQUE ELEVADO DE ABASTECIMIENTO DE AGUA, PRESENTA FISURAS Y FILTRACION DE AGUA, EVALUACION DEL POZO PROFUNDO PRESENTA DETERIORO EN SU TUBERIA DE REBESTIMINETO,   CASETA DE CLORACION  DESTRUIDA Y DAÑO DE BOMBA DE CLORACION","VALLECAUCANA [VAL-0014]: DEMOLICION TANQUE EXISTENTE Y CONSTRUCION DE TANQUE DE ALMACENAMIENTO CON SUS RESPECTIVAS INSTALACIONES HIDRAULICAS, EVALUACION DE POZO PROFUNDO Y CONSTRUCION DE CASETA DE CLORACION",1610000000,2,VALLECAUCANA
DEP-VAL-0012,Por validar,Candelaria,RURAL,LAURO,LAURO,PARCIAL,MAL ESTADO,,7460,ALTA,"VALLECAUCANA [VAL-0012]: TANQUE ELEVADO DE ALMACENAMIENTO PRESENTA  DESPRENDIMIENTO DE CONCRETO OBSERVABDOSE OXIDACION DE LOS ACEROS DE REFUERZO, EL POZO PROFUNDO DE MAS 100 METROS DE PROFUNDIDA PRESENTANDO TURBIEDAD EN EL AGUA QUE SE BOMBEA., LA CASETA DE CLORACION  DESTRUIDA","VALLECAUCANA [VAL-0012]: DEMOLICION TANQUE EXISTENTE Y CONSTRUCION DE TANQUE DE ALMACENAMIENTO CON SUS RESPECTIVAS INSTALACIONES HIDRAULICAS, EVALUACION DE POZO PROFUNDO Y CONSTRUCION DE CASETA DE CLORACION",1495000000,2,VALLECAUCANA
DEP-VAL-0013,Por validar,Candelaria,RURAL,SAN JOAQUIN,SAN JOAQUIN,PARCIAL,MAL ESTADO,,2950,ALTA,"VALLECAUCANA [VAL-0013]: DAÑO EN LA BOMBA DE CLORACION , FALLA EN EL REVESTIMIENTO DEL POZO PROFUNDO","VALLECAUCANA [VAL-0013]: EVALUACION  Y OPTIMIZACION DEL SISTEMA ELECTRICO, SUMINISTRO E INSTALACION DE BOMBA DOSIFICADORA DE CLORO, EVALUACION POZO PROFUNDO",70000000,2,VALLECAUCANA
DEP-ACU-DAGUA-49,Sur Cali,Dagua,Urbano,ACUAVALLE S.A. E.S.P. - SECCIONAL DAGUA,LA GRAN COLOMBIA,NORMAL,POR VALIDAR,15300,,BAJA,"REPORTE_URBANO [ACU-0010]: Caida del cerramiento del tanque de Remedios , Se vieron afectadas dos tuberías de distribución, presentandose dos daños de la tubería principal del municipio de 8"" y uno en tubería de 3"". Se ejecutaron las reparaciones con apoyo de personal de otras seccionales del AGUA 2,",REPORTE_URBANO [ACU-0010]: Reconstrucción de muro lateral y colocación de malla eslabonada,60000000,5,REPORTE_URBANO | UESVALLE
DEP-ACU-DAGUA-47,Sur Cali,Dagua,Rural,ACUAVALLE S.A. E.S.P. - SECCIONAL EL CARMEN DAGUA,EL CARMEN,NORMAL,POR VALIDAR,3462,,BAJA,REPORTE_URBANO [ACU-0009]: Desprendimiento tubería Tanque almacenamiento,"REPORTE_URBANO [ACU-0009]: Reemplazo de accesorios y tuberia HD a PVC de 4"", con pasamuro y resane de pared",18000000,4,REPORTE_URBANO | UESVALLE
DEP-ACU-DAGUA-1401,Sur Cali,Dagua,Rural,ASOCIACION ABASTO DE AGUA MARIA -PIÑAL- MUNICIPIO DE LA CUMBRE Y DAGUA VALLE DEL CAUCA - ASOABASE,EL PIÑAL,NORMAL,SIN AFECTACION,,205,BAJA,"UESVALLE [ACU-DAGUA-1401]: VERIFICACIÓN: PRESENTÓ AFECTACIONES EN ALGUNOS PUNTOS DE LA RED DE DISTRIBUCION LOS CUALES SE HAN SOLUCIONADO EN SU TOTALIDAD.
VALLECAUCANA [VAL-0017]:  SE IDENTIFICARON AFECTACIONES EN REDES DOMICILIARIAS Y DE DISTRIBUCIÓN. LOS DAÑOS PRELIMINARMENTE IDENTIFICADOS CORRESPONDEN APROXIMADAMENTE A: • SETENTA Y DOS (72) METROS DE TUBERÍA DE 1/2 PULGADA CORRESPONDIENTE A ACOMETIDAS DOMICILIARIAS. • TREINTA Y SEIS (36) METROS DE TUBERÍA DE DISTRIBUCIÓN DE DOS (2) PULGADAS, RDE 21. LAS AFECTACIONES REQUIEREN LA REPOSICIÓN DE LOS TRAMOS COMPROMETIDOS Y DE LOS ACCESORIOS QUE RESULTEN NECESARIOS PARA RECUPERAR LAS CONDICIONES NORMALES DE OPERACIÓN","VALLECAUCANA [VAL-0017]:  OPTIMIZACION  DE LA RED DE DISTRIBUCION,  DOMICILIARIAS   Y DOTACION DE SISTEMA DE CLORACION",49000000,1,UESVALLE | VALLECAUCANA
DEP-ACU-DAGUA-2897,Sur Cali,Dagua,Rural,"ASOCIACION COMUNITARIA DE ACUEDUCTO DE CHIPRE, ASOCHIPRE",CHIPRE,PARCIAL,MAL ESTADO,140,200,MEDIA,VALLECAUCANA [VAL-0018]:  FISURAS EN LOS TANQUES DE ALMACENAMIENTO. SON DOS TANQUES DE 8MIL LITROS. LAS FISURAS SON INTERNAS Y EXTERNAS,VALLECAUCANA [VAL-0018]: CONSTRUIR DOS TANQUES DE OCHO MIL LITROS CADA UNO EN CONCRETO,104000000,1,UESVALLE | VALLECAUCANA
DEP-ACU-DAGUA-3417,Sur Cali,Dagua,Rural,ASOCIACION DE USUARIOS ACUEDUCTO VEREDA LA CLORINDA,LA CLORINDA,PARCIAL,MAL ESTADO,,410,MEDIA,VALLECAUCANA [VAL-0020]: Avería de tuberías de la red principal que obliga a la prestacion de servicio parcial,VALLECAUCANA [VAL-0020]: EVALUACION DE RED PRINCIPAL DE MAS DE  180 METROS DE 3 PULGADAS,104000000,2,UESVALLE | VALLECAUCANA
DEP-ACU-DAGUA-2868,Sur Cali,Dagua,Rural,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO COMUNITARIO NACIMIENTO LA ROSITA - AGUA BUENA,YERBABUENA,PARCIAL,MAL ESTADO,,600,MEDIA,"VALLECAUCANA [VAL-0016]: EL TANQUE DE ALMACENAMIENTO EN CONCRETO DE APROXIMADAMENTE  30M³ PRESENTO FISURAS, FILTRACIONES ENTRE LOS MUROS Y LA LOSA SUPERIOR, DOS TANQUES  DE ALMACENAMIENTOS PLASTICOS AVERIADOS (2 METROS CUBICOS CADA UNO), BOMBA LAPICERO NO FUNCIONA (QUEMADA)","VALLECAUCANA [VAL-0016]: CONSTRUCION DE TANQUE DE ALMACENAMIENTO EN CONCRETO DE 40 METROS CUBICOS, REMPLAZO DE LOS DOS TANQUES PLASATICOS DE DOS METROS CUBICOS Y  SUMINISTRO E INSTALACION DE BOMBA LAPICERO DE POZO",875000000,3,UESVALLE | VALLECAUCANA
DEP-ACU-DAGUA-4057,Sur Cali,Dagua,Rural,ASOCIACION DE USUARIOS DEL ACUEDUCTO LOBOGUERRERO,LOBOGUERRERO,PARCIAL,MAL ESTADO,2760,3420,ALTA,"VALLECAUCANA [VAL-0022]: Avería de tuberías de la red principal asociado a deslizamiento de tierra, afectacion en la continuidad del servicio a la comunidad tambien se afecta la calidad del agua",VALLECAUCANA [VAL-0022]: EVALUACION DE RED PRINCIPAL DE MAS DE  280 METROS DE 6 PULGADAS,123500000,0,UESVALLE | VALLECAUCANA
DEP-ACU-DAGUA-48,Sur Cali,Dagua,Rural,ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE EL QUEREMAL ASUAQ,EL QUEREMAL,PARCIAL,POR VALIDAR,8445,,MEDIA,UESVALLE [ACU-DAGUA-48]: VERIFICACIÓN: PRESENTO AFECTACIONES EN LA RED LAS CUALES FUERON SOLUCIONADAS,,0,0,UESVALLE
DEP-ACU-DAGUA-2863,Sur Cali,Dagua,Rural,EMPRESA COMUNITARIA ACUEDUCTO RURAL COLECTIVO LAS BRISAS - ECOABRISAS,LAS BRISAS,POR VALIDAR,POR VALIDAR,,473,POR VALIDAR,UESVALLE [ACU-DAGUA-2863]: FORMULARIO: Un tramo de tubería de la línea de conducción se vio afectado pero afortunada...,,0,5,UESVALLE
DEP-ACU-EL-AGUILA-66,Norte Cartago,El Águila,Urbano,ACUAVALLE S.A. E.S.P. SUCURSAL EL AGUILA.,CENTRO,NORMAL,POR VALIDAR,3192,2400,BAJA,"REPORTE_URBANO [ACU-0011]: Daños y afectaciones en las redes matrices y tuberías del sistema de acueducto, incluyendo posibles fisuras y roturas","REPORTE_URBANO [ACU-0011]: Reparar daños de red matriz, reponer tuberia en PVC Gris",200000000,3,REPORTE_URBANO | UESVALLE
