No.;CODIGO_ANTERIOR;CODIGO_SISTEMA;Latitud_X;Longitud_Y;MUNICIPIO;TIPO;CODIGO IVC2;CODIGO MUESTREO;CODIGO_AT;ID_SSPD;TIPO_SISTEMA_TRATAMIENTO;ALGUN_TIPO_TRATAMIENTO;LOCALIDADES ABASTECIDAS;NUMERO_LOCALIDADES;ARO;Persona Prestadora;Forma_organizativa;Registrados_SSPD;SIVICAP_Registrados_SSPD;SUSCRIPTORES;POBLACION;IRCA_2020;Nivel de Riesgo_2020;Fecha ultimo IRCA_2020;IRCA_2021;Nivel de Riesgo_2021;Fecha ultimo IRCA_2021;IRCA_2022;Nivel de Riesgo_2022;Fecha ultimo IRCA_2022;IRCA_2023;Nivel de Riesgo_2023;FECHA_IRCA_2023;IRCA_2024;Nivel_de_Riesgo_2024;Fecha_IRCA_2024;IRCA_2025;Nivel_Riesgo_2025;Fecha_Ultimo_IRCA_2025;Punto_Toma_2025;IRCA_Promedio;Img_bocatoma
145;59612;4067;3.98793889;-76.43919167;CALIMA;DISPERSA;59612;113175;117145;S/D;Soluciones_Individuales;Si;EL MIRADOR;1;Centro Tulua;ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA DE EL MIRADOR;Autogestion;No;No;96;384;0;SIN RIESGO;28/07/2020;0;SIN RIESGO;2/02/2021;17.96;MEDIO;15/11/2022;21.58;MEDIO;14/02/2023;0;SIN RIESGO;17/09/2024;25.8;MEDIO;28/10/2025;Grifo;9.33;
146;62254;3402;3.94758889;-76.48788056;CALIMA;DISPERSA;62254;112834;110266;S/D;Solo desinfeccion;No;SAN JOSE;1;Centro Tulua;ASOCIACION JUNTA ADMINISTRADORA ACUEDUCTO VEREDA SAN JOSE;Autogestion;No;No;88;352;0;SIN RIESGO;2/12/2020;85.27;INVIABLE SANITARIAMENTE;26/07/2021;80.29;INVIABLE SANITARIAMENTE;15/11/2022;86.52;INVIABLE SANITARIAMENTE;13/03/2023;0;SIN RIESGO;21/08/2024;31.6;MEDIO;28/10/2025;Grifo;40.52;
147;109334;156;3.93195833;-76.46584722;CALIMA;DISPERSA;109334;112836;109360;S/D;FIME;Si;EL REMOLINO BAJO;1;Centro Tulua;CONDOMINIO CAMPESTRE VEGAS DEL CALIMA;Autogestion;No;No;60;0;0;SIN RIESGO;2/12/2020;4.29;SIN RIESGO;26/04/2021;21.9;MEDIO;26/10/2022;0;SIN RIESGO;21/02/2023;29.79;MEDIO;22/10/2024;0;SIN RIESGO;23/09/2025;Grifo;8;
148;58654;188;3.94166667;-76.47713333;CALIMA;URBANO;58654;106133;;1743;Convencional;Si;URBANO;1;Centro Tulua;EMCALIMA ESP;Empresa de Servicios Publicos;Si;No;4129;16516;0;SIN RIESGO;21/12/2020;0;SIN RIESGO;21/01/2021;0;SIN RIESGO;14/12/2022;0;SIN RIESGO;19/01/2023;0;SIN RIESGO;10/12/2024;0;SIN RIESGO;13/11/2025;Grifo;0;
149;122153;186;3.94166667;-76.47713333;CALIMA;URBANO;122153;145439;145222;1743;Filtracion Compacta;Si;URBANO;1;Centro Tulua;EMCALIMA ESP - CIUDADELA;Empresa de Servicios Publicos;Si;No;526;2104;87.77;INVIABLE SANITARIAMENTE;21/12/2020;86.61;INVIABLE SANITARIAMENTE;8/03/2021;18.18;MEDIO;14/12/2022;82.84;INVIABLE SANITARIAMENTE;19/01/2023;0;SIN RIESGO;10/12/2024;0;SIN RIESGO;7/10/2025;Grifo;39.34;
150;143200;3931;3.86984722;-76.48801111;CALIMA;DISPERSA;143200;143204;143201;S/D;Ninguno;No;PARCELACION PINOS 1;3;Centro Tulua;PARCELACION PINOS 1;Autogestion;No;No;50;200;;;;;;;;;;;;;0;SIN RIESGO;22/10/2024;22.6;MEDIO;28/10/2025;Grifo;7.52;
151;121969;342;3.66146389;-76.71281111;DAGUA;DISPERSA;121969;117423;114227;S/D;Ninguno;No;EL COGOLLO;1;Sur Cali;ACUEDUCTO COMUNITARIO EL COGOLLO-ACUECOGOLLO;Autogestion;No;No;36;80;57.14;ALTO;31/08/2020;;;;78.01;ALTO;27/04/2022;56.74;ALTO;29/08/2023;58.39;ALTO;10/10/2024;64;ALTO;20/08/2025;Grifo;52.38;
152;152015;343;3.66878889;-76.71489167;DAGUA;DISPERSA;152015;117431;;S/D;Ninguno;No;PROVIDENCIA;1;Sur Cali;ACUEDUCTO COMUNITARIO PROVIDENCIA SECTOR LA ESTRELLA - ACUAESTRELLA;Autogestion;No;No;40;160;;;;;;;;;;;;;;;;;;;;0;
153;34207;2850;3.48925;-76.65116667;DAGUA;CENTRO POBLADO;34207;32485;109774;S/D;Solo desinfeccion;No;SAN BERNARDO;1;Sur Cali;ACUEDUCTO COMUNITARIO SAN BERNARDO;Autogestion;No;No;160;640;0;SIN RIESGO;7/12/2020;0;SIN RIESGO;25/02/2021;0;SIN RIESGO;19/09/2022;79.14;ALTO;8/02/2023;0;SIN RIESGO;26/08/2024;0;SIN RIESGO;17/09/2025;Grifo;11.31;
154;124274;19177;3.78305556;-76.76;DAGUA;CENTRO POBLADO;124274;;124275;S/D;Ninguno;No;CISNEROS LIMITES;2;Sur Cali;ACUEDUCTO DE CISNEROS;Autogestion;No;No;150;600;;;;;;;;;;;;;;;;;;;;0;
155;123224;12974;3.57722222;-76.60916667;DAGUA;DISPERSA;123224;122797;122133;S/D;Filtracion Compacta;Si;PARCELACION ASOFLORESTA , EL VERGEL;3;Sur Cali;ACUEDUCTO PARCELACION CAMPESTRE ASOFLORESTA;Autogestion;No;No;120;480;0;SIN RIESGO;23/11/2020;;;;31.58;MEDIO;3/11/2022;7.02;BAJO;25/05/2023;17.54;MEDIO;8/08/2024;0;SIN RIESGO;17/09/2025;Grifo;9.36;
156;123562;3425;3.55919444;-76.66927778;DAGUA;DISPERSA;123562;122821;122267;S/D;FD+Desinfeccion;Si;CONDOMINIO EL BOSQUE;2;Sur Cali;ACUEDUCTO PARCELACION EL BOSQUE;Autogestion;No;No;180;720;0;SIN RIESGO;12/05/2020;;;;0;SIN RIESGO;20/10/2022;0;SIN RIESGO;28/03/2023;0;SIN RIESGO;3/09/2024;23.3;MEDIO;25/06/2025;Grifo;3.88;
157;104288;1399;3.80994722;-76.62086667;DAGUA;CENTRO POBLADO;104288;107588;145592;S/D;Solo desinfeccion;No;ZABALETAS;1;Sur Cali;ACUEDUCTO ZABALETAS;Autogestion;No;No;252;1008;63.58;ALTO;27/07/2020;85.27;INVIABLE SANITARIAMENTE;21/04/2021;89.05;INVIABLE SANITARIAMENTE;24/10/2022;79.14;ALTO;22/02/2023;56.74;ALTO;13/08/2024;0;SIN RIESGO;24/11/2025;Filtro;53.4;
158;38184;3956;3.53369444;-76.69569444;DAGUA;DISPERSA;38184;32473;109815;S/D;Solo desinfeccion;No;SENDO,TIGRE;2;Sur Cali;ASOCIACION ACUEDUCTO RURAL COMUNITARIO SENDO - TIGRE - AACTISE;Autogestion;No;No;260;1040;0;SIN RIESGO;16/12/2020;24;MEDIO;30/11/2021;25.15;MEDIO;25/10/2022;0;SIN RIESGO;13/04/2023;0;SIN RIESGO;26/08/2024;0;SIN RIESGO;14/10/2025;Grifo;7.02;
159;121827;1403;3.74038889;-76.67936111;DAGUA;CENTRO POBLADO;121827;115505;132256;S/D;Soluciones_Individuales;Si;ATUNCELA;1;Sur Cali;ASOCIACION AGUA VIGIA CORREGIMIENTO DE ATUNCELA MUNICIPIO DE DAGUA VALLE DEL CAUCA EN LIQUIDACION;Autogestion;No;No;18;72;88.89;INVIABLE SANITARIAMENTE;29/09/2020;80.81;INVIABLE SANITARIAMENTE;26/07/2021;89.05;INVIABLE SANITARIAMENTE;24/10/2022;80.29;INVIABLE SANITARIAMENTE;26/09/2023;81.48;INVIABLE SANITARIAMENTE;21/02/2024;0;SIN RIESGO;24/11/2025;Filtro;60.07;
160;33542;346;3.63069444;-76.72069444;DAGUA;CENTRO POBLADO;33542;32478;122388;S/D;Ninguno;No;SANTA MARIA PARTE ALTA;1;Sur Cali;ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE LA LOCALIDAD DE SANTA MARIA - ACOACEDRO;Autogestion;No;No;139;556;57.14;ALTO;31/08/2020;85.27;INVIABLE SANITARIAMENTE;28/06/2021;57.55;ALTO;27/07/2022;54.42;ALTO;22/03/2023;58.39;ALTO;10/10/2024;64;ALTO;20/08/2025;Grifo;53.82;
161;34214;2832;3.52297222;-76.62980556;DAGUA;DISPERSA;34214;32483;124658;S/D;Solo desinfeccion;No;SAN MIGUEL;1;Sur Cali;ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE SAN MIGUEL - ACUAMIGUEL;Autogestion;No;No;72;288;0;SIN RIESGO;7/12/2020;0;SIN RIESGO;25/02/2021;0;SIN RIESGO;8/11/2022;0;SIN RIESGO;8/02/2023;0;SIN RIESGO;26/08/2024;0;SIN RIESGO;13/11/2025;Grifo;0;
162;46017;2897;3.56044167;-76.62249444;DAGUA;DISPERSA;46017;51038;110071;S/D;Solo desinfeccion;No;BORRERO AYERBE (CHIPRE);3;Sur Cali;ASOCIACION COMUNITARIA DE ACUEDUCTO DE CHIPRE, ASOCHIPRE;Autogestion;No;No;35;140;87.77;INVIABLE SANITARIAMENTE;7/12/2020;86.61;INVIABLE SANITARIAMENTE;22/02/2021;0;SIN RIESGO;13/09/2022;86.52;INVIABLE SANITARIAMENTE;7/03/2023;17.75;MEDIO;20/08/2024;31.1;MEDIO;14/10/2025;Grifo;44.25;
163;45575;3415;3.56194444;-76.63777778;DAGUA;DISPERSA;45575;106533;110069;S/D;Solo desinfeccion;No;BORRERO AYERBE (KM26,KM27,KM28,KM29);4;Sur Cali;ASOCIACION COMUNITARIA DEL ACUEDUCTO ACUACLOR - ACUACLOR;Autogestion;No;No;235;940;24.85;MEDIO;27/10/2020;80.81;INVIABLE SANITARIAMENTE;13/07/2021;24.56;MEDIO;13/09/2022;86.52;INVIABLE SANITARIAMENTE;7/03/2023;17.75;MEDIO;20/08/2024;23.3;MEDIO;7/10/2025;Grifo;36.82;
164;124277;3423;3.53777778;-76.61333333;DAGUA;DISPERSA;124277;123345;122134;S/D;FD+Desinfeccion;Si;PARCELACION MONTERRICO;2;Sur Cali;ASOCIACION DE PROPIETARIOS PARCELACION MONTERRICO;Autogestion;No;No;170;680;63.58;ALTO;8/06/2020;;;;89.05;INVIABLE SANITARIAMENTE;24/10/2022;78.01;ALTO;28/03/2023;89.05;INVIABLE SANITARIAMENTE;17/04/2024;94.6;INVIABLE SANITARIAMENTE;7/04/2025;Grifo;69.04;
165;115853;2853;3.56996944;-76.71413611;DAGUA;DISPERSA;115853;115435;115422;S/D;Ninguno;No;EL AGUACATE;1;Sur Cali;ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO COMUNAL VEREDA EL AGUACATE - ASUAGUACATE;Autogestion;No;Si;62;248;63.58;ALTO;8/06/2020;;;;67.15;ALTO;25/10/2022;78.01;ALTO;20/09/2023;57.55;ALTO;27/08/2024;86.6;INVIABLE SANITARIAMENTE;14/07/2025;Grifo;58.82;
166;124278;12978;3.56403056;-76.71699722;DAGUA;DISPERSA;124278;123349;122274;S/D;Solo desinfeccion;No;PARCELACION LA SUIZA, SAN JOSE DEL SALADO.;1;Sur Cali;ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO LA SUIZA - SUAS. PARCELACION LA SUIZA;Autogestion;No;Si;20;80;0;SIN RIESGO;27/10/2020;;;;86.52;INVIABLE SANITARIAMENTE;13/09/2022;78.01;ALTO;13/04/2023;78.01;ALTO;8/08/2024;62;ALTO;7/04/2025;Grifo;50.76;
167;102666;4055;3.65816667;-76.67957222;DAGUA;DISPERSA;102666;99595;114507;S/D;Soluciones_Individuales;Si;SAN JOAQUIN;1;Sur Cali;ASOCIACION DE SUSCRIPTORES DEL SERVICIO DE ACUEDUCTO SAN JOAQUIN-ASOSANJOAQUIN;Autogestion;No;No;22;88;;;;;;;0;SIN RIESGO;19/10/2022;24.85;MEDIO;22/02/2023;0;SIN RIESGO;10/09/2024;0;SIN RIESGO;22/07/2025;Filtro;4.97;
168;50555;4054;3.65580278;-76.67748333;DAGUA;CENTRO POBLADO;50555;50560;109725;S/D;Soluciones_Individuales;Si;SAN VICENTE;1;Sur Cali;ASOCIACION DE SUSCRIPTORES DEL SERVICIO DE ACUEDUCTO SAN VICENTE-AGUASANVICENTE;Autogestion;No;No;58;232;;;;;;;87.77;INVIABLE SANITARIAMENTE;3/08/2022;87.77;INVIABLE SANITARIAMENTE;31/01/2023;0;SIN RIESGO;10/09/2024;0;SIN RIESGO;22/07/2025;Filtro;35.11;
169;29761;2899;3.57782222;-76.62861111;DAGUA;CENTRO POBLADO;29761;50562;110072;2493;Solo desinfeccion;No;EL VERGEL;1;Sur Cali;ASOCIACION DE SUSCRIPTORES DEL SERVICIO DE AGUA EL VERGEL - AUVA E.S.P.;Empresa de Servicios Publicos;Si;Si;197;1125;8.89;BAJO;21/12/2020;;;;7.36;BAJO;30/11/2022;0;SIN RIESGO;25/05/2023;0;SIN RIESGO;11/12/2024;0;SIN RIESGO;7/10/2025;Grifo;2.71;
170;44630;4057;3.76138889;-76.66591667;DAGUA;CENTRO POBLADO;44630;33142;109723;S/D;Soluciones_Individuales;Si;LOBOGUERRERO;1;Sur Cali;ASOCIACION DE USUARIOS ACUEDUCTO LOBOGUERRERO;Autogestion;No;No;690;2415;24.56;MEDIO;29/09/2020;0;SIN RIESGO;18/02/2021;83.97;INVIABLE SANITARIAMENTE;6/06/2022;87.77;INVIABLE SANITARIAMENTE;31/01/2023;0;SIN RIESGO;26/11/2024;0;SIN RIESGO;24/11/2025;Filtro;28.04;
171;125244;3416;3.55361111;-76.64361111;DAGUA;DISPERSA;125244;124541;122297;S/D;Solo desinfeccion;No;LOS COLORADOS, VILLA DEL CARMEN;4;Sur Cali;ASOCIACION DE USUARIOS ACUEDUCTO LOS COLORADOS CORREGIMIENTO BORRERO AYERBE MUNICIPIO DE DAGUA, VALLE DEL CAUCA ASOCOLORADOS;Autogestion;No;No;25;100;65.71;ALTO;4/08/2020;80.81;INVIABLE SANITARIAMENTE;13/07/2021;85.31;INVIABLE SANITARIAMENTE;9/06/2022;86.52;INVIABLE SANITARIAMENTE;23/05/2023;86.52;INVIABLE SANITARIAMENTE;26/06/2024;87.8;INVIABLE SANITARIAMENTE;19/03/2025;Grifo;70.38;
172;117137;1400;3.71986111;-76.67075;DAGUA;DISPERSA;117137;115507;115406;S/D;Ninguno;No;PUERTA DAGUA;2;Sur Cali;ASOCIACION DE USUARIOS ACUEDUCTO PUERTA DAGUA RIO DAGUA E.S.P - RIO DAGUA E.S.P;Autogestion;No;No;82;328;88.89;INVIABLE SANITARIAMENTE;29/09/2020;85.27;INVIABLE SANITARIAMENTE;28/06/2021;87.77;INVIABLE SANITARIAMENTE;31/08/2022;57.55;ALTO;31/01/2023;57.55;ALTO;10/09/2024;79.1;ALTO;1/09/2025;Grifo;65.17;
173;43208;3417;3.54916667;-76.63027778;DAGUA;DISPERSA;43208;122289;122285;S/D;Solo desinfeccion;No;LA CLORINDA TANQUE 1;3;Sur Cali;ASOCIACION DE USUARIOS ACUEDUCTO VEREDA LA CLORINDA;Autogestion;No;No;100;400;57.14;ALTO;4/08/2020;80.81;INVIABLE SANITARIAMENTE;13/07/2021;17.96;MEDIO;20/10/2022;24.56;MEDIO;23/05/2023;17.75;MEDIO;20/08/2024;71.3;ALTO;25/06/2025;Grifo;38.51;
174;34208;2849;3.50744444;-76.648;DAGUA;CENTRO POBLADO;34208;32484;109803;S/D;FD+Desinfeccion;Si;TOCOTA;1;Sur Cali;ASOCIACION DE USUARIOS DE ACUEDUCTO DE LA VEREDA TOCOTA - ASOTOCOTA;Autogestion;No;No;228;912;0;SIN RIESGO;7/12/2020;0;SIN RIESGO;25/02/2021;0;SIN RIESGO;8/11/2022;0;SIN RIESGO;8/02/2023;0;SIN RIESGO;26/08/2024;22.2;MEDIO;13/11/2025;Grifo;3.17;
175;128093;2867;3.60341667;-76.63022222;DAGUA;CENTRO POBLADO;128093;127843;128287;S/D;Solo desinfeccion;No;LA VIRGEN;1;Sur Cali;ASOCIACION DE USUARIOS DE ACUEDUCTO EL PALMARCITO DE LA VEREDA LA VIRGEN EN LIQUIDACION;Autogestion;No;No;17;68;65.09;ALTO;23/11/2020;82.47;INVIABLE SANITARIAMENTE;27/10/2021;7.36;BAJO;30/11/2022;0;SIN RIESGO;2/05/2023;0;SIN RIESGO;21/10/2024;0;SIN RIESGO;8/09/2025;Grifo;22.13;
176;120464;2871;3.62823333;-76.66364167;DAGUA;DISPERSA;120464;119540;120465;S/D;Ninguno;No;LAS DELICIAS;1;Sur Cali;ASOCIACION DE USUARIOS DE ACUEDUCTO VEREDA LAS DELICIAS - ASAD ESP. ALTA;Autogestion;No;No;56;224;;;;;;;;;;;;;;;;;;;;0;
177;34631;2870;3.62847222;-76.66347222;DAGUA;DISPERSA;34631;34228;110785;S/D;Solo desinfeccion;No;LAS DELICIAS PARTE BAJA Y ALTA;2;Sur Cali;ASOCIACION DE USUARIOS DE ACUEDUCTO VEREDA LAS DELICIAS - ASAD ESP. BAJA;Autogestion;No;No;40;160;0;SIN RIESGO;27/04/2020;47.24;ALTO;17/03/2021;89.05;INVIABLE SANITARIAMENTE;24/10/2022;87.77;INVIABLE SANITARIAMENTE;22/02/2023;24.85;MEDIO;10/09/2024;21.6;MEDIO;9/09/2025;Grifo;38.64;
178;41031;14560;3.58211111;-76.62811111;DAGUA;CENTRO POBLADO;41031;32474;109776;S/D;Solo desinfeccion;No;PUEBLO NUEVO;2;Sur Cali;ASOCIACION DE USUARIOS DE ACUEDUCTO Y SERVICIOS BASICOS PUEBLO NUEVO-A.U.AS.B;Autogestion;No;No;240;968;0;SIN RIESGO;21/12/2020;0;SIN RIESGO;9/02/2021;25.77;MEDIO;30/11/2022;0;SIN RIESGO;23/01/2023;0;SIN RIESGO;10/09/2024;0;SIN RIESGO;9/09/2025;Grifo;3.68;
179;145415;6897;3.53465278;-76.64666944;DAGUA;DISPERSA;145415;143981;127004;S/D;Ninguno;No;LA CLEMENTINA;1;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO QUEBRADA LA CLEMENTINA;Autogestion;No;No;32;128;;;;;;;89.05;INVIABLE SANITARIAMENTE;31/10/2022;86.52;INVIABLE SANITARIAMENTE;23/05/2023;78.01;ALTO;26/06/2024;87.8;INVIABLE SANITARIAMENTE;19/03/2025;Grifo;68.27;
180;111599;2865;3.61788889;-76.64569444;DAGUA;DISPERSA;111599;108947;114226;S/D;FD+Desinfeccion;Si;CENTELLA PARTE BAJA;1;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA CENTELLA (BAJA) CRGT VILLAHERMOSA - DAGUA.;Autogestion;No;No;26;104;24.85;MEDIO;10/11/2020;86.61;INVIABLE SANITARIAMENTE;17/03/2021;83.97;INVIABLE SANITARIAMENTE;6/06/2022;78.01;ALTO;2/05/2023;87.77;INVIABLE SANITARIAMENTE;21/10/2024;79.1;ALTO;8/09/2025;Grifo;62.91;
181;33511;345;3.63008333;-76.70552778;DAGUA;CENTRO POBLADO;33511;33755;128406;S/D;FD+Desinfeccion;Si;SANTA MARIA PARTE BAJA;1;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE SANTA MARIA PARTE BAJA - ASUASBA;Autogestion;No;No;95;333;57.14;ALTO;31/08/2020;85.27;INVIABLE SANITARIAMENTE;28/06/2021;57.55;ALTO;27/07/2022;56.74;ALTO;22/03/2023;58.39;ALTO;10/10/2024;64;ALTO;20/08/2025;Grifo;54.16;
182;28230;2896;3.55922222;-76.61888889;DAGUA;CENTRO POBLADO;28230;32482;109726;S/D;Solo desinfeccion;No;BORRERO AYERBE (KM 26);4;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO PEÑA ALEGRIA KM 26 BORRERO AYERBE - ASUAPAL;Autogestion;No;No;186;720;0;SIN RIESGO;23/11/2020;;;;17.96;MEDIO;31/10/2022;0;SIN RIESGO;7/03/2023;0;SIN RIESGO;18/09/2024;0;SIN RIESGO;7/10/2025;Grifo;2.99;
183;101957;4056;3.73716667;-76.67894444;DAGUA;CENTRO POBLADO;101957;99594;109820;S/D;Soluciones_Individuales;Si;ATUNCELA;1;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO QUEBRADA LOS CHORROS, CORREGIMIENTO ATUNCELA, MUNICIPIO DE DAGUA;Autogestion;No;No;64;252;81.87;INVIABLE SANITARIAMENTE;29/09/2020;80.81;INVIABLE SANITARIAMENTE;26/07/2021;89.05;INVIABLE SANITARIAMENTE;24/10/2022;;;;0;SIN RIESGO;10/09/2024;0;SIN RIESGO;8/09/2025;Filtro;41.96;
184;103022;10804;3.53497222;-76.69569444;DAGUA;DISPERSA;103022;99611;109716;S/D;Solo desinfeccion;No;MACHADO;1;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COLECTIVO DE LA VEREDA DE MACHADO;Autogestion;No;No;188;752;0;SIN RIESGO;18/03/2020;84.21;INVIABLE SANITARIAMENTE;30/11/2021;25.15;MEDIO;25/10/2022;0;SIN RIESGO;13/04/2023;0;SIN RIESGO;26/08/2024;0;SIN RIESGO;14/07/2025;Grifo;15.62;
185;34630;341;3.73694444;-76.67530556;DAGUA;DISPERSA;34630;32487;109736;S/D;FD+Desinfeccion;Si;VILLAHERMOSA;1;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL VILLAHERMOSA-ACUEHERMOSA;Autogestion;No;No;150;600;17.75;MEDIO;23/11/2020;0;SIN RIESGO;17/03/2021;0;SIN RIESGO;24/01/2022;24.85;MEDIO;25/01/2023;0;SIN RIESGO;10/09/2024;0;SIN RIESGO;1/09/2025;Grifo;6.09;
186;45411;3422;3.54141667;-76.68041667;DAGUA;DISPERSA;45411;99610;109775;50589;Solo desinfeccion;No;LA ROSITA;1;Sur Cali;"ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDAL ""LA ROSITA E.S.P."" - ASO ACUEDUCTO";Empresa de Servicios Publicos;Si;Si;97;388;0;SIN RIESGO;7/12/2020;0;SIN RIESGO;25/02/2021;0;SIN RIESGO;19/09/2022;0;SIN RIESGO;22/03/2023;79.14;ALTO;21/10/2024;0;SIN RIESGO;22/04/2025;Grifo;11.31;
187;115850;2847;3.51641667;-76.63107222;DAGUA;DISPERSA;115850;115428;115419;S/D;Solo desinfeccion;No;LOMA ALTA LA BALASTRERA;2;Sur Cali;ASOCIACION DE USUARIOS DEL SERVICIO DE ACUEDUCTO LA BALASTRERA - ACUEDUCTO LA BALASTRERA;Autogestion;No;No;54;216;0;SIN RIESGO;12/05/2020;;;;58.39;ALTO;8/11/2022;0;SIN RIESGO;8/02/2023;87.77;INVIABLE SANITARIAMENTE;26/08/2024;0;SIN RIESGO;13/11/2025;Grifo;24.36;
188;35016;3427;3.59493889;-76.66241667;DAGUA;DISPERSA;35016;32767;117825;39252;Solo desinfeccion;No;JIGUALES;1;Sur Cali;ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA DE ACUEDUCTO DE JIGUALES, ACUAJI;Empresa de Servicios Publicos;Si;Si;368;1472;0;SIN RIESGO;18/03/2020;0;SIN RIESGO;23/08/2021;25.15;MEDIO;25/10/2022;24.56;MEDIO;28/03/2023;0;SIN RIESGO;27/08/2024;21.6;MEDIO;17/09/2025;Grifo;10.18;
189;119865;;3.60870278;-76.71041111;DAGUA;CENTRO POBLADO;119865;32477;120364;S/D;Solo desinfeccion;No;LIMONAR;1;Sur Cali;ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE DEL LIMONAR MUNICIPIO DE DAGUA;Autogestion;No;No;137;548;;;;;;;66.19;ALTO;3/08/2022;;;;;;;;;;;33.1;
190;111037;358;3.58391667;-76.70905556;DAGUA;CENTRO POBLADO;111037;108614;109773;S/D;Solo desinfeccion;No;EL CHILCAL;1;Sur Cali;ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LA VEREDA EL CHILCAL;Autogestion;No;No;246;984;45.32;ALTO;16/12/2020;0;SIN RIESGO;5/10/2021;17.75;MEDIO;27/07/2022;0;SIN RIESGO;22/03/2023;0;SIN RIESGO;10/10/2024;0;SIN RIESGO;9/06/2025;Grifo;9.01;
191;38277;3955;3.54656389;-76.71466667;DAGUA;CENTRO POBLADO;38277;32476;109795;23376;Solo desinfeccion;No;LAS CAMELIAS;1;Sur Cali;ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LAS CAMELIAS - AUSAPACECS. - ALTA;Empresa de Servicios Publicos;Si;Si;2080;520;66.19;ALTO;16/12/2020;87.5;INVIABLE SANITARIAMENTE;2/03/2021;8.76;BAJO;25/10/2022;0;SIN RIESGO;23/05/2023;0;SIN RIESGO;3/09/2024;0;SIN RIESGO;14/10/2025;Grifo;23.21;
192;38277;3955;3.54656389;-76.71466667;DAGUA;CENTRO POBLADO;38277;32476;109795;23376;Solo desinfeccion;No;LAS CAMELIAS;1;Sur Cali;ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LAS CAMELIAS - AUSAPACECS. - BAJA;Empresa de Servicios Publicos;Si;Si;2080;520;66.19;ALTO;16/12/2020;87.5;INVIABLE SANITARIAMENTE;2/03/2021;8.76;BAJO;25/10/2022;0;SIN RIESGO;23/05/2023;0;SIN RIESGO;3/09/2024;0;SIN RIESGO;14/10/2025;Grifo;23.21;
193;32190;48;3.53011111;-76.70983333;DAGUA;CENTRO POBLADO;32190;103436;114225;21584;FIME;Si;EL QUEREMAL, POTRERITO, ALTO SAN JUAN Y EL TIGRE.;4;Sur Cali;ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO QUEREMAL ASUAQ;Empresa de Servicios Publicos;Si;Si;1693;6772;0;SIN RIESGO;16/12/2020;0;SIN RIESGO;9/02/2021;0;SIN RIESGO;3/08/2022;0;SIN RIESGO;25/01/2023;0;SIN RIESGO;3/09/2024;0;SIN RIESGO;14/10/2025;Grifo;0;
194;35015;2900;3.64366667;-76.66980556;DAGUA;DISPERSA;35015;107856;115409;S/D;Solo desinfeccion;No;LAS CAMELIAS KM 95 ALTO;3;Sur Cali;ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA Y ALCANTARILLADO SAN VICENTE KM 95 ALTO CAMELIAS CENTELL;Autogestion;No;No;220;880;0;SIN RIESGO;20/04/2020;86.61;INVIABLE SANITARIAMENTE;17/03/2021;84.21;INVIABLE SANITARIAMENTE;24/01/2022;87.77;INVIABLE SANITARIAMENTE;31/01/2023;57.55;ALTO;25/09/2024;87.8;INVIABLE SANITARIAMENTE;8/09/2025;Grifo;57.7;
195;128094;2868;3.59450278;-76.64699167;DAGUA;CENTRO POBLADO;128094;127304;;S/D;Solo desinfeccion;No;YERBABUENA;1;Sur Cali;ASOCIACION DE USUARIOS NACIMIENTO LA ROSITA, VEREDA YERBABUENA EL PALMAR;Autogestion;No;No;62;248;72.19;ALTO;10/11/2020;82.47;INVIABLE SANITARIAMENTE;27/10/2021;60.15;ALTO;30/11/2022;56.74;ALTO;25/05/2023;57.55;ALTO;21/08/2024;79.1;ALTO;8/09/2025;Grifo;58.32;
