No.;CODIGO_ANTERIOR;CODIGO_SISTEMA;Latitud_X;Longitud_Y;MUNICIPIO;TIPO;CODIGO IVC2;CODIGO MUESTREO;CODIGO_AT;ID_SSPD;TIPO_SISTEMA_TRATAMIENTO;ALGUN_TIPO_TRATAMIENTO;LOCALIDADES ABASTECIDAS;NUMERO_LOCALIDADES;ARO;Persona Prestadora;Forma_organizativa;Registrados_SSPD;SIVICAP_Registrados_SSPD;SUSCRIPTORES;POBLACION;IRCA_2020;Nivel de Riesgo_2020;Fecha ultimo IRCA_2020;IRCA_2021;Nivel de Riesgo_2021;Fecha ultimo IRCA_2021;IRCA_2022;Nivel de Riesgo_2022;Fecha ultimo IRCA_2022;IRCA_2023;Nivel de Riesgo_2023;FECHA_IRCA_2023;IRCA_2024;Nivel_de_Riesgo_2024;Fecha_IRCA_2024;IRCA_2025;Nivel_Riesgo_2025;Fecha_Ultimo_IRCA_2025;Punto_Toma_2025;IRCA_Promedio;Img_bocatoma
515;113721;20029;4.23999167;-75.92056111;SEVILLA;DISPERSA;113721;113720;126908;S/D;Ninguno;No;MEDIO SAN MARCOS;2;Centro Tulua;ACUEDUCTO MEDIO SAN MARCOS;Autogestion;No;No;0;0;87.86;INVIABLE SANITARIAMENTE;3/06/2020;;;;;;;;;;;;;;;;;43.93;
516;126907;196;4.28703056;-75.90244167;SEVILLA;DISPERSA;126907;127638;126909;S/D;Ninguno;No;EL CRUCERO;1;Centro Tulua;ACUEDUCTO RURAL EL CRUCERO - ACUACRUCERO;Autogestion;No;No;16;64;89.94;INVIABLE SANITARIAMENTE;18/11/2020;85.27;INVIABLE SANITARIAMENTE;21/04/2021;76.39;ALTO;6/12/2022;56.74;ALTO;19/04/2023;57.55;ALTO;10/09/2024;60.2;ALTO;8/09/2025;Grifo;60.86;
517;147988;2166;4.19856667;-75.95674444;SEVILLA;DISPERSA;147988;147990;147991;S/D;Ninguno;No;LA FLORIDA;1;Centro Tulua;ACUEDUCTO RURAL LA FLORIDA;Autogestion;No;No;22;88;;;;;;;90.78;INVIABLE SANITARIAMENTE;6/12/2022;86.52;INVIABLE SANITARIAMENTE;13/03/2023;57.55;ALTO;28/08/2024;94.6;INVIABLE SANITARIAMENTE;17/02/2025;Grifo;65.88;
518;58941;539;4.36472222;-75.91890556;SEVILLA;CENTRO POBLADO;58941;115174;116262;3377;FD+Desinfeccion+Soluciones_Individuales;Si;LA CUCHILLA;1;Centro Tulua;ADMINISTRACION COOPERATIVA SEVILLA E.S.P. LA CUCHILLA EL JARDIN;Empresa de Servicios Publicos;Si;Si;196;784;24.56;MEDIO;7/09/2020;;;;52.55;ALTO;24/10/2022;30.22;MEDIO;24/01/2023;67.15;ALTO;19/11/2024;24;MEDIO;13/08/2025;Grifo;33.08;
519;61994;540;4.34806944;-75.91880556;SEVILLA;DISPERSA;61994;113447;122139;3377;Soluciones_Individuales;Si;MANZANILLO;1;Centro Tulua;ADMINISTRACION COOPERATIVA SEVILLA ESP-MANZANILLO;Empresa de Servicios Publicos;Si;Si;56;224;0;SIN RIESGO;7/09/2020;2.33;SIN RIESGO;21/04/2021;52.55;ALTO;24/10/2022;35.5;ALTO;24/01/2023;21.9;MEDIO;19/11/2024;0;SIN RIESGO;13/08/2025;Grifo;16.04;
520;61998;541;4.31473889;-75.90694444;SEVILLA;DISPERSA;61998;113055;122332;3377;Solo desinfeccion;No;MORRO AZUL;2;Centro Tulua;ADMINISTRACION COOPERATIVA SEVILLA ESP-MORROAZUL;Empresa de Servicios Publicos;Si;Si;193;772;0;SIN RIESGO;7/09/2020;2.33;SIN RIESGO;21/04/2021;52.55;ALTO;24/10/2022;30.22;MEDIO;24/01/2023;21.9;MEDIO;19/11/2024;24;MEDIO;13/08/2025;Grifo;18.71;
521;58793;543;4.10052778;-75.94613056;SEVILLA;DISPERSA;58793;113648;114007;S/D;Solo desinfeccion;No;LA MARIA LA ESTRELLA;2;Centro Tulua;ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO RURAL LA MARIA LA ESTRELLA;Autogestion;No;No;54;216;31.43;MEDIO;19/08/2020;0;SIN RIESGO;30/08/2021;50.35;ALTO;21/06/2022;0;SIN RIESGO;8/02/2023;89.05;INVIABLE SANITARIAMENTE;19/11/2024;47.6;ALTO;21/10/2025;Grifo;31.21;
522;104617;3281;4.24161667;-75.93806111;SEVILLA;DISPERSA;104617;113800;126657;S/D;Solo desinfeccion;No;MILONGA;1;Centro Tulua;ASOCIACION DE USUARIOS ACUEDUCTO DE LA VDA MILONGA;Autogestion;No;No;65;260;51.8;ALTO;14/12/2020;85.27;INVIABLE SANITARIAMENTE;21/04/2021;42.11;ALTO;26/04/2022;78.01;ALTO;19/04/2023;43.17;ALTO;14/08/2024;;;;;50.06;
523;58769;2082;4.222825;-75.956038;SEVILLA;DISPERSA;58769;115173;125348;S/D;Ninguno;No;COLORADAS;1;Centro Tulua;ASOCIACION DE USUARIOS DEL ACUEDUCTO AGUA COLORADAS;Autogestion;No;No;140;560;72.19;ALTO;20/10/2020;92.44;INVIABLE SANITARIAMENTE;3/02/2021;89.05;INVIABLE SANITARIAMENTE;9/11/2022;56.74;ALTO;27/02/2023;57.55;ALTO;17/10/2024;94.6;INVIABLE SANITARIAMENTE;17/02/2025;Grifo;66.08;
524;115587;3282;4.206792;-75.91706389;SEVILLA;DISPERSA;115587;115203;115558;S/D;Solo desinfeccion;No;ALTO RECREO;1;Centro Tulua;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA ALTO DEL RECREO;Autogestion;No;No;70;280;57.14;ALTO;19/08/2020;86.61;INVIABLE SANITARIAMENTE;2/03/2021;63.58;ALTO;21/06/2022;57.55;ALTO;8/02/2023;58.39;ALTO;19/11/2024;60.2;ALTO;8/09/2025;Grifo;54.77;
525;58645;14773;4.40960556;-75.89791667;SEVILLA;CENTRO POBLADO;58645;115172;143582;S/D;Soluciones_Individuales;Si;BUENOS AIRES;2;Centro Tulua;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA BUENOS AIRES - AGUAVIVA;Autogestion;No;No;119;476;1.75;SIN RIESGO;26/02/2020;2.52;SIN RIESGO;3/02/2021;1.75;SIN RIESGO;26/04/2022;2.13;SIN RIESGO;27/02/2023;45.87;ALTO;10/09/2024;0;SIN RIESGO;8/09/2025;Grifo;7.72;
526;58792;542;4.24493056;-75.90279722;SEVILLA;DISPERSA;58792;113092;120849;S/D;Solo desinfeccion;No;EL VENADO;1;Centro Tulua;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA EL VENADO;Autogestion;No;No;98;392;24.56;MEDIO;7/09/2020;;;;52.55;ALTO;24/10/2022;30.22;MEDIO;24/01/2023;8.63;BAJO;23/09/2024;24;MEDIO;13/08/2025;Grifo;23.33;
527;103481;2163;4.20777778;-75.94305556;SEVILLA;DISPERSA;103481;113236;144979;S/D;Soluciones_Individuales;Si;LA FLORESTA;1;Centro Tulua;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA LA FLORESTA - ASUAFLORESTA;Autogestion;No;No;12;36;65.09;ALTO;20/10/2020;85.27;INVIABLE SANITARIAMENTE;24/06/2021;80.29;INVIABLE SANITARIAMENTE;9/11/2022;78.01;ALTO;13/03/2023;57.55;ALTO;17/10/2024;94.6;INVIABLE SANITARIAMENTE;17/02/2025;Grifo;65.83;
528;65145;3284;4.248975;-75.95026111;SEVILLA;DISPERSA;65145;112149;122257;24813;Soluciones_Individuales;Si;EL PURNIO;1;Centro Tulua;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LAS VEREDAS LA CRISTALINA Y PURNIO - AGUA PORVENIR PURNIO;Empresa de Servicios Publicos;Si;Si;37;148;72.19;ALTO;18/11/2020;86.61;INVIABLE SANITARIAMENTE;2/03/2021;65.09;ALTO;26/07/2022;56.74;ALTO;13/03/2023;58.39;ALTO;19/11/2024;48.5;ALTO;8/09/2025;Filtro;55.37;
529;113676;3277;4.24376111;-75.90797778;SEVILLA;DISPERSA;113676;113675;122229;S/D;Solo desinfeccion;No;LAS BRISAS;1;Centro Tulua;"ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LAS VEREDAS LAS BRISAS BAJO SAN MARCOS Y LA MILONGA ""ASUABRISAS""";Autogestion;No;No;45;180;7.1;BAJO;18/11/2020;0;SIN RIESGO;2/03/2021;82.84;INVIABLE SANITARIAMENTE;26/07/2022;78.01;ALTO;19/04/2023;56.74;ALTO;9/04/2024;22.6;MEDIO;21/10/2025;Grifo;35.32;
530;65146;3278;4.24945556;-75.88725556;SEVILLA;DISPERSA;65146;113673;115559;S/D;Solo desinfeccion;No;MIRAMAR Y LA MELVA;3;Centro Tulua;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LAS VEREDAS MIRAMAR Y LA MELVA (AGUAMIRAMELVA);Autogestion;No;No;58;232;89.94;INVIABLE SANITARIAMENTE;18/11/2020;2.36;SIN RIESGO;2/03/2021;17.75;MEDIO;26/07/2022;56.74;ALTO;19/04/2023;29.79;MEDIO;9/04/2024;;;;;32.76;
531;59785;264;4.39538611;-75.91666389;SEVILLA;CENTRO POBLADO;59785;115176;122231;24819;Solo desinfeccion;No;COROZAL;1;Centro Tulua;"ASOCIACION DE USUARIOS DEL CORREGIMIENTO DE COROZAL - ""AGUA-VITAL COROZAL""";Empresa de Servicios Publicos;Si;Si;169;676;1.75;SIN RIESGO;26/02/2020;2.52;SIN RIESGO;3/02/2021;1.75;SIN RIESGO;20/09/2022;2.13;SIN RIESGO;27/02/2023;0;SIN RIESGO;10/09/2024;0;SIN RIESGO;8/09/2025;Grifo;1.16;
532;59786;2167;4.22278333;-75.94516667;SEVILLA;CENTRO POBLADO;59786;113245;122258;S/D;Solo desinfeccion;No;SAN ANTONIO DE PADUA;3;Centro Tulua;ASOCIACION DE USUARIOS JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA SAN ANTONIO - ASA;Autogestion;No;No;200;800;24.85;MEDIO;20/10/2020;;;;91.24;INVIABLE SANITARIAMENTE;9/11/2022;87.94;INVIABLE SANITARIAMENTE;13/03/2023;21.58;MEDIO;17/10/2024;34.1;MEDIO;17/02/2025;Grifo;43.29;
533;65144;3259;4.195325;-75.83333333;SEVILLA;CENTRO POBLADO;65144;113674;111813;S/D;Solo desinfeccion;No;CUMBARCO;1;Centro Tulua;ASOCIACION USUARIOS ACUEDUCTO CUMBARCO;Autogestion;No;No;116;464;0;SIN RIESGO;14/12/2020;0;SIN RIESGO;2/03/2021;89.94;INVIABLE SANITARIAMENTE;26/07/2022;78.01;ALTO;19/04/2023;78.01;ALTO;9/04/2024;;;;;40.99;
534;134707;SD;4.32246667;-75.93901667;SEVILLA;DISPERSA;134707;134709;134708;S/D;Ninguno;No;EL BAYANO;1;Centro Tulua;JUNTA ACUEDUCTO VEREDA EL BAYANO;Autogestion;No;No;10;40;;;;;;;;;;;;;;;;;;;;0;
535;113659;13535;4.30846111;-75.94380278;SEVILLA;DISPERSA;113659;113658;114212;S/D;Solo desinfeccion;No;TOTORO;1;Centro Tulua;JUNTA ADMINISTRADOR ACUEDUCTO DE TOTORO - ACUATOTORO;Autogestion;No;No;45;180;73.99;ALTO;19/08/2020;86.61;INVIABLE SANITARIAMENTE;30/08/2021;90.64;INVIABLE SANITARIAMENTE;20/09/2022;88.65;INVIABLE SANITARIAMENTE;25/05/2023;79.14;ALTO;14/08/2024;54.1;ALTO;21/10/2025;Grifo;67.6;
536;58938;198;4.41075278;-75.88248889;SEVILLA;CENTRO POBLADO;58938;113288;116096;S/D;Solo desinfeccion;No;ESTACION CAICEDONIA;2;Centro Tulua;JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA ESTACION CAICEDONIA;Autogestion;No;No;113;452;18.87;MEDIO;17/03/2020;92.44;INVIABLE SANITARIAMENTE;3/02/2021;90.64;INVIABLE SANITARIAMENTE;20/09/2022;2.13;SIN RIESGO;27/02/2023;0;SIN RIESGO;10/09/2024;0;SIN RIESGO;8/09/2025;Filtro;29.15;
537;58661;224;4.27752222;-75.91973333;SEVILLA;URBANO;58661;109727;;443;Convencional;Si;URBANO;1;Centro Tulua;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-SEVILLA;Empresa de Servicios Publicos;Si;Si;9800;39200;0;SIN RIESGO;9/12/2020;0;SIN RIESGO;18/01/2021;0;SIN RIESGO;12/12/2022;0;SIN RIESGO;18/01/2023;0;SIN RIESGO;9/12/2024;0;SIN RIESGO;8/10/2025;Grifo;0;
538;88219;2191;4.62586389;-76.107775;TORO;CENTRO POBLADO;88219;107949;117040;S/D;Solo desinfeccion;No;LA QUIEBRA;1;Norte Cartago;ACUEDUCTO RURAL VDA LA QUIEBRA;Autogestion;No;No;73;292;92.42;INVIABLE SANITARIAMENTE;25/11/2020;80.81;INVIABLE SANITARIAMENTE;21/04/2021;85.31;INVIABLE SANITARIAMENTE;24/05/2022;78.01;ALTO;12/07/2023;86.52;INVIABLE SANITARIAMENTE;24/06/2024;81.5;INVIABLE SANITARIAMENTE;27/11/2025;Grifo;72.08;
539;110432;1896;4.71507222;-76.05848056;TORO;DISPERSA;110432;124810;110433;S/D;Ninguno;No;BOLIVAR;1;Norte Cartago;ACUEDUCTO RURAL VEREDA BOLIVAR;Autogestion;No;No;16;64;57.14;ALTO;31/08/2020;80.81;INVIABLE SANITARIAMENTE;21/04/2021;80.29;INVIABLE SANITARIAMENTE;2/11/2022;79.14;ALTO;22/02/2023;57.55;ALTO;24/09/2024;80.3;INVIABLE SANITARIAMENTE;26/08/2025;Grifo;62.17;
540;93954;2198;4.65924722;-76.09759722;TORO;DISPERSA;93954;107946;110750;S/D;Solo desinfeccion;No;VENTA QUEMADA;2;Norte Cartago;ACUEDUCTO RURAL VENTA QUEMADA-BUENA VISTA;Autogestion;No;No;9;36;89.71;INVIABLE SANITARIAMENTE;25/11/2020;83.33;INVIABLE SANITARIAMENTE;21/04/2021;24.28;MEDIO;29/06/2022;58.39;ALTO;18/10/2023;67.15;ALTO;19/11/2024;61.1;ALTO;27/11/2025;Grifo;54.85;
541;88260;44;4.68479444;-76.036725;TORO;CENTRO POBLADO;88260;107944;116386;3090;FIME;Si;SAN FRANCISCO;1;Norte Cartago;ASOCIACION CIVICA JUNTA ADMINISTRADORA DEL ACUEDUCTO SAN FRANCISCO;Empresa de Servicios Publicos;Si;Si;504;2016;65.71;ALTO;31/08/2020;89.29;INVIABLE SANITARIAMENTE;9/02/2021;89.05;INVIABLE SANITARIAMENTE;2/11/2022;87.77;INVIABLE SANITARIAMENTE;22/02/2023;87.77;INVIABLE SANITARIAMENTE;24/09/2024;81.5;INVIABLE SANITARIAMENTE;27/11/2025;Grifo;71.58;
542;92057;2194;4.59071944;-76.14643889;TORO;DISPERSA;92057;107951;116539;S/D;Solo desinfeccion;No;PATIO BONITO;2;Norte Cartago;ASOCIACIONJUNTA ADMINISTRADORA DEL ACUEDUCTO RURAL COMUNITARIO PATIO BONITO -LA ROBLEDA-SABANAZO;Autogestion;No;No;160;640;58.82;ALTO;25/11/2020;89.29;INVIABLE SANITARIAMENTE;9/02/2021;80.29;INVIABLE SANITARIAMENTE;2/11/2022;78.01;ALTO;21/11/2023;42.55;ALTO;13/03/2024;87.8;INVIABLE SANITARIAMENTE;17/03/2025;Grifo;62.39;
543;96307;1898;4.70560556;-76.07256667;TORO;DISPERSA;96307;116867;110354;S/D;Solo desinfeccion;No;PAN DE AZUCAR LA ESTRELLA;4;Norte Cartago;JUNTA DE ACCION COMUNAL DE LA VEREDA PAN DE AZUCAR (LA ESTRELLA);Autogestion;No;No;22;88;63.58;ALTO;24/06/2020;80.81;INVIABLE SANITARIAMENTE;21/04/2021;80.29;INVIABLE SANITARIAMENTE;2/11/2022;79.14;ALTO;22/02/2023;79.14;ALTO;24/09/2024;58.4;ALTO;26/08/2025;Grifo;63.05;
544;96126;1887;4.54190556;-76.04859444;TORO;DISPERSA;96126;124940;124941;S/D;Bloque-Acuavalle;Si;SAN ANTONIO, LA CAYETANA, CORCEGA, TEJADAS;4;Norte Cartago;JUNTA DE ACCION COMUNAL LA CAYETANA;Autogestion;No;No;106;424;0;SIN RIESGO;25/11/2020;0;SIN RIESGO;9/02/2021;0;SIN RIESGO;31/10/2022;0;SIN RIESGO;12/07/2023;0;SIN RIESGO;24/09/2024;0;SIN RIESGO;26/08/2025;Grifo;0;
545;110737;;4.56846667;-76.05891667;TORO;DISPERSA;110737;116864;110744;S/D;Solo desinfeccion;No;EL CEDRO;1;Norte Cartago;JUNTA DE ACCION COMUNAL VEREDA EL CEDRO;Autogestion;No;No;15;60;89.71;INVIABLE SANITARIAMENTE;25/11/2020;89.29;INVIABLE SANITARIAMENTE;9/02/2021;52.55;ALTO;14/03/2022;;;;;;;;;;;57.89;
546;SD;15988;;;TORO;DISPERSA;SD;;;S/D;Ninguno;No;LA CONSOLIDA;1;Norte Cartago;JUNTA DE ACCION COMUNAL VEREDA LA CONSOLIDA;Autogestion;No;No;15;60;;;;;;;;;;;;;;;;;;;;0;
547;86241;59;4.596;-76.06;TORO;URBANO;86241;89244;;443;Convencional;Si;URBANO, EL BOHIO, SAN ANTONIO, ESPINAL;1;Norte Cartago;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-TORO;Empresa de Servicios Publicos;Si;Si;3585;14340;0;SIN RIESGO;14/12/2020;0;SIN RIESGO;19/01/2021;0;SIN RIESGO;20/12/2022;0;SIN RIESGO;31/01/2023;0;SIN RIESGO;9/12/2024;0;SIN RIESGO;19/11/2025;Grifo;0;
548;113599;401;4.22553889;-76.33508611;TRUJILLO;DISPERSA;113599;113598;122405;S/D;Solo desinfeccion;No;LA CRISTALINA;1;Centro Tulua;ACUEDUCTO COLECTIVO RURAL CAMPASEINO ALTO Y BAJA CRISTALINA;Autogestion;No;No;109;436;24.56;MEDIO;23/09/2020;0;SIN RIESGO;21/06/2021;24.28;MEDIO;23/05/2022;21.58;MEDIO;26/01/2023;0;SIN RIESGO;19/11/2024;0;SIN RIESGO;21/10/2025;Grifo;10.06;
549;123647;;4.27926944;-76.38605278;TRUJILLO;DISPERSA;123647;;;S/D;Ninguno;No;MORAVITO;1;Centro Tulua;ACUEDUCTO MORAVITO;Autogestion;No;No;13;52;70.52;ALTO;27/07/2020;85.27;INVIABLE SANITARIAMENTE;24/06/2021;82.84;INVIABLE SANITARIAMENTE;27/07/2022;56.74;ALTO;15/05/2023;;;;;;;;59.07;
550;127579;2788;4.22861111;-76.37777778;TRUJILLO;DISPERSA;127579;127938;145613;S/D;Ninguno;No;LA BETULIA;1;Centro Tulua;ACUEDUCTO RURAL LA BETULIA - ACUABETULIA;Autogestion;No;No;20;80;65.09;ALTO;25/11/2020;86.61;INVIABLE SANITARIAMENTE;1/09/2021;89.94;INVIABLE SANITARIAMENTE;25/07/2022;89.93;INVIABLE SANITARIAMENTE;21/02/2023;56.74;ALTO;19/03/2024;;;;;64.72;
551;127939;;4.20594722;-76.42351667;TRUJILLO;DISPERSA;127939;;;S/D;Ninguno;No;LA DEBORA;1;Centro Tulua;ACUEDUCTO RURAL LA DEVORA;Autogestion;No;No;0;;65.09;ALTO;25/11/2020;;;;;;;;;;;;;;;;;32.55;
552;148309;;4.25861111;-76.30388889;TRUJILLO;DISPERSA;148309;;;S/D;Ninguno;No;LA MARINA ALTA;1;Centro Tulua;ACUEDUCTO RURAL LA MARINA ALTA;Autogestion;No;No;16;64;;;;;;;78.01;ALTO;5/12/2022;;;;;;;;;;;39.01;
553;148315;;;;TRUJILLO;DISPERSA;148315;148312;;S/D;Ninguno;No;LA SIRIA;1;Centro Tulua;ACUEDUCTO RURAL LA SIRIA 1;Autogestion;No;No;10;40;;;;;;;90.78;INVIABLE SANITARIAMENTE;5/12/2022;;;;;;;;;;;45.39;
554;148312;;;;TRUJILLO;DISPERSA;148312;148315;;S/D;Ninguno;No;LA SIRIA;1;Centro Tulua;ACUEDUCTO RURAL LA SIRIA 2;Autogestion;No;No;7;28;;;;;;;92.91;INVIABLE SANITARIAMENTE;5/12/2022;;;;;;;;;;;46.46;
555;116106;SD;4.178425;-76.37627778;TRUJILLO;DISPERSA;116106;;;S/D;Soluciones_Individuales;Si;ALTAMIRA;1;Centro Tulua;AGUAS ALTAMIRA;Autogestion;No;No;0;;;;;;;;;;;;;;;;;;;;;0;
556;60384;397;4.19363056;-76.39015556;TRUJILLO;CENTRO POBLADO;60384;113507;122135;S/D;FIME;Si;VENECIA;1;Centro Tulua;AGUASALUD VENECIA;Autogestion;No;No;350;0;0;SIN RIESGO;17/12/2020;0;SIN RIESGO;21/06/2021;17.96;MEDIO;19/10/2022;0;SIN RIESGO;28/03/2023;0;SIN RIESGO;19/11/2024;0;SIN RIESGO;26/08/2025;Grifo;2.57;
557;132775;;4.21956389;-76.22876944;TRUJILLO;DISPERSA;132775;;132856;S/D;Ninguno;No;VERGEL;1;Centro Tulua;ASOCIACION AGUAS DEL VERGEL;Autogestion;No;No;32;128;;;;85.27;INVIABLE SANITARIAMENTE;11/08/2021;82.84;INVIABLE SANITARIAMENTE;25/07/2022;86.52;INVIABLE SANITARIAMENTE;20/06/2023;;;;;;;;63.66;
558;65481;9761;4.20973611;-76.381875;TRUJILLO;DISPERSA;65481;115179;115072;S/D;Solo desinfeccion;No;PUENTE BLANCO;2;Centro Tulua;ASOCIACION COMUNITARIA AGUA PUDEMA-PUENTE BLANCO;Autogestion;No;No;46;230;1.73;SIN RIESGO;10/06/2020;85.27;INVIABLE SANITARIAMENTE;11/08/2021;27.75;MEDIO;29/06/2022;0;SIN RIESGO;28/03/2023;;;;;;;;22.95;
559;123803;10170;4.24366111;-76.33806944;TRUJILLO;DISPERSA;123803;121833;115554;50746;FIME;Si;CULEBRAS;1;Centro Tulua;ASOCIACION COMUNITARIA DE USUARIOS DEL ACUEDUCTO DE LA VEREDA CULEBRAS ACUCULEBRAS;Empresa de Servicios Publicos;Si;Si;72;288;65.09;ALTO;25/11/2020;85.27;INVIABLE SANITARIAMENTE;24/08/2021;79.14;ALTO;9/08/2022;21.58;MEDIO;26/01/2023;;;;;;;;50.22;
560;65147;11623;4.17712222;-76.39080833;TRUJILLO;CENTRO POBLADO;65147;113596;145611;S/D;Ninguno;No;CRISTALES;1;Centro Tulua;ASOCIACION DE USUARIOS ACUEDUCTO ALTO CRISTALES;Autogestion;No;No;30;120;79.14;ALTO;17/12/2020;85.27;INVIABLE SANITARIAMENTE;21/06/2021;78.01;ALTO;21/04/2022;56.74;ALTO;28/03/2023;86.52;INVIABLE SANITARIAMENTE;13/08/2024;57.6;ALTO;27/05/2025;Grifo;63.32;
561;59618;184;4.26527778;-76.21835833;TRUJILLO;CENTRO POBLADO;59618;113489;122777;S/D;FIME;Si;ROBLEDO;1;Centro Tulua;"ASOCIACION DE USUARIOS ACUEDUCTO DE ROBLEDO ""ASUACOR""";Autogestion;No;No;430;1720;71.35;ALTO;23/09/2020;88.19;INVIABLE SANITARIAMENTE;3/03/2021;1.17;SIN RIESGO;19/09/2022;1.42;SIN RIESGO;18/04/2023;56.93;ALTO;19/11/2024;31.6;MEDIO;21/10/2025;Grifo;35.81;
562;119015;3549;4.21770833;-76.315425;TRUJILLO;DISPERSA;119015;121601;122406;S/D;Solo desinfeccion;No;RIM,RAM;2;Centro Tulua;ASOCIACION DE USUARIOS DE ABASTO DE AGUA RIN RAN;Autogestion;No;No;30;120;30;MEDIO;18/08/2020;87.6;INVIABLE SANITARIAMENTE;24/08/2021;24.85;MEDIO;9/08/2022;79.14;ALTO;26/01/2023;0;SIN RIESGO;5/12/2024;62;ALTO;16/06/2025;Grifo;40.52;
563;113601;230;4.26769722;-76.27985556;TRUJILLO;DISPERSA;113601;113600;122662;S/D;Solo desinfeccion;No;EL CHOCHO;1;Centro Tulua;ASOCIACION DE USUARIOS DEL ACUEDUCTO COLECTIVO RURAL DE LA VEREDA CHOCHO LA BOHEMIA;Autogestion;No;No;115;180;26.32;MEDIO;23/09/2020;68.22;ALTO;19/04/2021;42.11;ALTO;19/09/2022;29.79;MEDIO;3/05/2023;21.9;MEDIO;17/09/2024;71.3;ALTO;16/06/2025;Grifo;37.09;
564;123645;2730;4.23253889;-76.39269722;TRUJILLO;CENTRO POBLADO;123645;128101;145614;S/D;Ninguno;No;BRISAS DE HOREO;3;Centro Tulua;ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO DE LA VEREDA SONORA ALTA;Autogestion;No;No;46;184;81.29;INVIABLE SANITARIAMENTE;16/12/2020;87.6;INVIABLE SANITARIAMENTE;11/08/2021;80.92;INVIABLE SANITARIAMENTE;29/06/2022;59.71;ALTO;21/02/2023;78.01;ALTO;19/03/2024;;;;;64.59;
565;64460;5627;4.20681667;-76.24043611;TRUJILLO;DISPERSA;64460;113790;115521;456;Solo desinfeccion;No;HATO VIEJO;2;Centro Tulua;ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO HATO VIEJO;Empresa de Servicios Publicos;Si;Si;30;120;19.08;MEDIO;26/08/2020;87.6;INVIABLE SANITARIAMENTE;24/08/2021;90.64;INVIABLE SANITARIAMENTE;19/09/2022;86.52;INVIABLE SANITARIAMENTE;18/04/2023;65.25;ALTO;22/10/2024;23.6;MEDIO;21/07/2025;Grifo;53.24;
566;61999;3286;4.16567778;-76.38601667;TRUJILLO;CENTRO POBLADO;61999;113496;122090;S/D;FIME;Si;ANDINAPOLIS;1;Centro Tulua;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE ANDINAPOLIS - ARCA;Autogestion;No;No;280;2804;0;SIN RIESGO;18/08/2020;23.26;MEDIO;21/06/2021;0;SIN RIESGO;19/10/2022;24.49;MEDIO;28/03/2023;0;SIN RIESGO;19/11/2024;21.9;MEDIO;25/08/2025;Grifo;9.95;
567;128809;4768;4.18523611;-76.25697222;TRUJILLO;DISPERSA;128809;141744;128819;S/D;Solo desinfeccion;No;COLORADAS;1;Centro Tulua;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA CASCAJAL - ACUACOLORADAS;Autogestion;No;No;16;80;57.14;ALTO;24/08/2020;87.6;INVIABLE SANITARIAMENTE;14/04/2021;72.9;ALTO;23/02/2022;86.52;INVIABLE SANITARIAMENTE;18/04/2023;8.51;BAJO;23/07/2024;23.6;MEDIO;21/07/2025;Grifo;48.04;
568;65695;17694;4.24599444;-76.31131667;TRUJILLO;DISPERSA;65695;115385;125696;S/D;Solo desinfeccion;No;LA MARINA, ELCHOCHO, EL REMOLINO;3;Centro Tulua;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LAS VEREDAS LA MARINA, ELCHOCHO, EL REMOLINO;Autogestion;No;No;47;188;64.33;ALTO;18/03/2020;87.3;INVIABLE SANITARIAMENTE;19/04/2021;22.56;MEDIO;29/11/2022;29.79;MEDIO;15/03/2023;79.14;ALTO;16/10/2024;21.6;MEDIO;15/09/2025;Grifo;43.53;
569;104102;2729;4.23076944;-76.38938333;TRUJILLO;CENTRO POBLADO;104102;113324;123035;S/D;Soluciones_Individuales;Si;LA SONORA;1;Centro Tulua;ASOCIACION DE USUARIOS DEL ACUEDUCTO DEL CORREGIMIENTO DE LA SONORA - ACUASONORA;Autogestion;No;No;35;140;81.29;INVIABLE SANITARIAMENTE;16/12/2020;87.6;INVIABLE SANITARIAMENTE;11/08/2021;87.86;INVIABLE SANITARIAMENTE;29/06/2022;81.29;INVIABLE SANITARIAMENTE;21/02/2023;86.52;INVIABLE SANITARIAMENTE;19/03/2024;;;;;70.76;
