No.;CODIGO_ANTERIOR;CODIGO_SISTEMA;Latitud_X;Longitud_Y;MUNICIPIO;TIPO;CODIGO IVC2;CODIGO MUESTREO;CODIGO_AT;ID_SSPD;TIPO_SISTEMA_TRATAMIENTO;TIPO_SISTEMA_TRATAMIENTO_AGRUPADO;ALGUN_TIPO_TRATAMIENTO;LOCALIDADES ABASTECIDAS;NUMERO_LOCALIDADES;ARO;Persona Prestadora;Forma_organizativa;Registrados_SSPD;SIVICAP_Registrados_SSPD;SUSCRIPTORES;POBLACION;Ultimo_IRCA_reportado;Nivel_Riesgo_ultimo_IRCA;Fecha_Ultimo_IRCA_reportado;Punto_Toma_Ultimo_IRCA;IRCA_2020;Nivel_de_Riesgo_2020;Fecha_Ultimo_IRCA_2020;Punto_Muestreo_2020;IRCA_2021;Nivel_de_Riesgo_2021;Fecha_Ultimo_IRCA_2021;Punto_Muestreo_2021;IRCA_2022;Nivel_de_Riesgo_2022;Fecha_Ultimo_IRCA_2022;Punto_Muestreo_2022;IRCA_2023;Nivel_de_Riesgo_2023;Fecha_Ultimo_IRCA_2023;Punto_Muestreo_2023;IRCA_2024;Nivel_de_Riesgo_2024;Fecha_Ultimo_IRCA_2024;Punto_Muestreo_2024;IRCA_2025;Nivel_de_Riesgo_2025;Fecha_Ultimo_IRCA_2025;Punto_Muestreo_2025;IRCA_2026;Nivel_de_Riesgo_2026;Fecha_Ultimo_IRCA_2026;Punto_Toma_2026;IRCA_Promedio;Img_bocatoma;Nivel de Riesgo_2020;Fecha ultimo IRCA_2020;Nivel de Riesgo_2021;Fecha ultimo IRCA_2021;Nivel de Riesgo_2022;Fecha ultimo IRCA_2022;Nivel de Riesgo_2023;FECHA_IRCA_2023;Fecha_IRCA_2024;Nivel_Riesgo_2025;Punto_Toma_2025
521;58793;543;4.100528;-75.946131;SEVILLA;DISPERSA;58793;113648;114007;;SOLO DESINFECCION;Solo desinfección;No;LA MARIA LA ESTRELLA;2;CENTRO TULUA;ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO RURAL LA MARIA LA ESTRELLA;AUTOGESTION;;;54;216;23.26;;27/04/2026;Grifo;31.43;MEDIO;19/08/2020;Sin Dato;0.00;SIN RIESGO;30/08/2021;Sin Dato;50.35;ALTO;21/06/2022;Sin Dato;0.00;SIN RIESGO;08/02/2023;Sin Dato;89.05;INVIABLE SANITARIAMENTE;19/11/2024;Grifo;47.62;ALTO;21/10/2025;Grifo;23.26;MEDIO;27/04/2026;Grifo;34.53;;MEDIO;19/08/2020;SIN RIESGO;30/08/2021;ALTO;21/06/2022;SIN RIESGO;08/02/2023;19/11/2024;ALTO;Grifo
529;113676;3277;4.243761;-75.907978;SEVILLA;DISPERSA;113676;113675;122229;;SOLO DESINFECCION;Solo desinfección;No;LAS BRISAS;1;CENTRO TULUA;"ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LAS VEREDAS LAS BRISAS BAJO SAN MARCOS Y LA MILONGA ""ASUABRISAS""";AUTOGESTION;;;45;180;22.56;;21/10/2025;Grifo;7.10;BAJO;18/11/2020;Sin Dato;0.00;SIN RIESGO;02/03/2021;Sin Dato;82.84;INVIABLE SANITARIAMENTE;26/07/2022;Sin Dato;78.01;ALTO;19/04/2023;Sin Dato;56.74;ALTO;09/04/2024;Grifo;22.56;MEDIO;21/10/2025;Grifo;;;;Sin Toma;41.21;;BAJO;18/11/2020;SIN RIESGO;02/03/2021;INVIABLE SANITARIAMENTE;26/07/2022;ALTO;19/04/2023;09/04/2024;MEDIO;Grifo
519;61994;540;4.348069;-75.918806;SEVILLA;DISPERSA;61994;113447;122139;3377;SOLUCIONES_INDIVIDUALES;Soluciones_Individuales;No;MANZANILLO;1;CENTRO TULUA;ADMINISTRACION COOPERATIVA SEVILLA ESP-MANZANILLO;EMPRESA DE SERVICIOS PUPLICOS;;;56;224;45.87;;24/03/2026;Filtro;0.00;SIN RIESGO;07/09/2020;Sin Dato;2.33;SIN RIESGO;21/04/2021;Sin Dato;52.55;ALTO;24/10/2022;Sin Dato;35.50;ALTO;24/01/2023;Sin Dato;21.90;MEDIO;19/11/2024;Grifo;0.00;SIN RIESGO;13/08/2025;Grifo;45.87;ALTO;24/03/2026;Filtro;22.59;;SIN RIESGO;07/09/2020;SIN RIESGO;21/04/2021;ALTO;24/10/2022;ALTO;24/01/2023;19/11/2024;SIN RIESGO;Grifo
515;113721;20029;4.239992;-75.920561;SEVILLA;DISPERSA;113721;113720;126908;;NINGUNO;Ninguno;No;MEDIO SAN MARCOS;2;CENTRO TULUA;ACUEDUCTO MEDIO SAN MARCOS;AUTOGESTION;;;0;0;87.86;;03/06/2020;Grifo;87.86;INVIABLE SANITARIAMENTE;03/06/2020;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;87.86;;INVIABLE SANITARIAMENTE;03/06/2020;;;;;;;;;Sin Dato
522;104617;3281;4.241617;-75.938061;SEVILLA;DISPERSA;104617;113800;126657;;SOLO DESINFECCION;Solo desinfección;No;MILONGA;1;CENTRO TULUA;ASOCIACION DE USUARIOS ACUEDUCTO DE LA VDA MILONGA;AUTOGESTION;;;65;260;21.58;;24/03/2026;Grifo;51.80;ALTO;14/12/2020;Sin Dato;85.27;INVIABLE SANITARIAMENTE;21/04/2021;Sin Dato;42.11;ALTO;26/04/2022;Sin Dato;78.01;ALTO;19/04/2023;Sin Dato;43.17;ALTO;14/08/2024;Grifo;;;;Sin Dato;21.58;MEDIO;24/03/2026;Grifo;53.66;;ALTO;14/12/2020;INVIABLE SANITARIAMENTE;21/04/2021;ALTO;26/04/2022;ALTO;19/04/2023;14/08/2024;;Sin Dato
530;65146;3278;4.249456;-75.887256;SEVILLA;DISPERSA;65146;113673;115559;;SOLO DESINFECCION;Solo desinfección;No;MIRAMAR Y LA MELVA;3;CENTRO TULUA;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LAS VEREDAS MIRAMAR Y LA MELVA (AGUAMIRAMELVA);AUTOGESTION;;;58;232;29.79;;09/04/2024;Grifo;89.94;INVIABLE SANITARIAMENTE;18/11/2020;Sin Dato;2.36;SIN RIESGO;02/03/2021;Sin Dato;17.75;MEDIO;26/07/2022;Sin Dato;56.74;ALTO;19/04/2023;Sin Dato;29.79;MEDIO;09/04/2024;Grifo;;;;Sin Dato;;;;Sin Toma;39.32;;INVIABLE SANITARIAMENTE;18/11/2020;SIN RIESGO;02/03/2021;MEDIO;26/07/2022;ALTO;19/04/2023;09/04/2024;;Sin Dato
520;61998;541;4.314739;-75.906944;SEVILLA;DISPERSA;61998;113055;122332;3377;SOLO DESINFECCION;Solo desinfección;No;MORRO AZUL;2;CENTRO TULUA;ADMINISTRACION COOPERATIVA SEVILLA ESP-MORROAZUL;EMPRESA DE SERVICIOS PUPLICOS;;;193;772;24.00;MEDIO;13/08/2025;Grifo;0.00;SIN RIESGO;07/09/2020;Sin Dato;2.33;SIN RIESGO;21/04/2021;Sin Dato;52.55;ALTO;24/10/2022;Sin Dato;30.22;MEDIO;24/01/2023;Sin Dato;21.90;MEDIO;19/11/2024;Grifo;24.00;MEDIO;13/08/2025;Grifo;;;;Sin Toma;21.83;;SIN RIESGO;07/09/2020;SIN RIESGO;21/04/2021;ALTO;24/10/2022;MEDIO;24/01/2023;19/11/2024;MEDIO;Grifo
513;113716;6887;4.264711;-75.938878;SEVILLA;DISPERSA;113716;113715;122782;;SOLO DESINFECCION;Solo desinfección;No;SALDANA;2;CENTRO TULUA;ACUEDUCTO DE SALDANA ACUASALDANA;AUTOGESTION;;;28;112;36.81;;21/10/2025;Grifo;57.55;ALTO;14/12/2020;Sin Dato;85.27;INVIABLE SANITARIAMENTE;21/04/2021;Sin Dato;20.98;MEDIO;21/06/2022;Sin Dato;57.55;ALTO;08/02/2023;Sin Dato;89.05;INVIABLE SANITARIAMENTE;19/11/2024;Grifo;36.81;ALTO;21/10/2025;Grifo;;;;Sin Toma;57.87;;ALTO;14/12/2020;INVIABLE SANITARIAMENTE;21/04/2021;MEDIO;21/06/2022;ALTO;08/02/2023;19/11/2024;ALTO;Grifo
532;59786;2167;4.222783;-75.945167;SEVILLA;CENTRO POBLADO;59786;113245;122258;;SOLO DESINFECCION;Solo desinfección;No;SAN ANTONIO DE PADUA;3;CENTRO TULUA;ASOCIACION DE USUARIOS JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA SAN ANTONIO - ASA;AUTOGESTION;;;200;800;34.11;;17/02/2025;Grifo;24.85;MEDIO;20/10/2020;Sin Dato;;;;Sin Dato;91.24;INVIABLE SANITARIAMENTE;09/11/2022;Sin Dato;87.94;INVIABLE SANITARIAMENTE;13/03/2023;Sin Dato;21.58;MEDIO;17/10/2024;Grifo;34.11;MEDIO;17/02/2025;Grifo;;;;Sin Toma;51.94;;MEDIO;20/10/2020;;;INVIABLE SANITARIAMENTE;09/11/2022;INVIABLE SANITARIAMENTE;13/03/2023;17/10/2024;MEDIO;Grifo
535;113659;13535;4.308461;-75.943803;SEVILLA;DISPERSA;113659;113658;114212;;SOLO DESINFECCION;Solo desinfección;No;TOTORO;1;CENTRO TULUA;JUNTA ADMINISTRADOR ACUEDUCTO DE TOTORO - ACUATOTORO;AUTOGESTION;;;45;180;0.00;SIN RIESGO;27/04/2026;Grifo;73.99;ALTO;19/08/2020;Sin Dato;86.61;INVIABLE SANITARIAMENTE;30/08/2021;Sin Dato;90.64;INVIABLE SANITARIAMENTE;20/09/2022;Sin Dato;88.65;INVIABLE SANITARIAMENTE;25/05/2023;Sin Dato;79.14;ALTO;14/08/2024;Grifo;54.14;ALTO;21/10/2025;Grifo;0.00;SIN RIESGO;27/04/2026;Grifo;67.60;;ALTO;19/08/2020;INVIABLE SANITARIAMENTE;30/08/2021;INVIABLE SANITARIAMENTE;20/09/2022;INVIABLE SANITARIAMENTE;25/05/2023;14/08/2024;ALTO;Grifo
539;110432;1896;4.715072;-76.058481;TORO;DISPERSA;110432;124810;110433;;NINGUNO;Ninguno;No;BOLIVAR;1;NORTE CARTAGO;ACUEDUCTO RURAL VEREDA BOLIVAR;AUTOGESTION;;;16;64;80.29;;26/08/2025;Grifo;57.14;ALTO;31/08/2020;Sin Dato;80.81;INVIABLE SANITARIAMENTE;21/04/2021;Sin Dato;80.29;INVIABLE SANITARIAMENTE;02/11/2022;Sin Dato;79.14;ALTO;22/02/2023;Sin Dato;57.55;ALTO;24/09/2024;Grifo;80.29;INVIABLE SANITARIAMENTE;26/08/2025;Grifo;;;;Sin Toma;72.54;;ALTO;31/08/2020;INVIABLE SANITARIAMENTE;21/04/2021;INVIABLE SANITARIAMENTE;02/11/2022;ALTO;22/02/2023;24/09/2024;INVIABLE SANITARIAMENTE;Grifo
545;110737;;4.568467;-76.058917;TORO;DISPERSA;110737;116864;110744;;SOLO DESINFECCION;Solo desinfección;No;EL CEDRO;1;NORTE CARTAGO;JUNTA DE ACCION COMUNAL VEREDA EL CEDRO;AUTOGESTION;;;15;60;52.55;;14/03/2022;Grifo;89.71;INVIABLE SANITARIAMENTE;25/11/2020;Sin Dato;89.29;INVIABLE SANITARIAMENTE;09/02/2021;Sin Dato;52.55;ALTO;14/03/2022;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;77.18;;INVIABLE SANITARIAMENTE;25/11/2020;INVIABLE SANITARIAMENTE;09/02/2021;ALTO;14/03/2022;;;;;Sin Dato
546;;15988;;;TORO;DISPERSA;;;;;NINGUNO;Ninguno;No;LA CONSOLIDA;1;NORTE CARTAGO;JUNTA DE ACCION COMUNAL VEREDA LA CONSOLIDA;AUTOGESTION;;;15;60;;;;Sin Toma;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;;;;;;;;;;;;;Sin Dato
538;88219;2191;4.625864;-76.107775;TORO;CENTRO POBLADO;88219;107949;117040;;SOLO DESINFECCION;Solo desinfección;No;LA QUIEBRA;1;NORTE CARTAGO;ACUEDUCTO RURAL VDA LA QUIEBRA;AUTOGESTION;;;73;292;87.77;;17/03/2026;Grifo;92.42;INVIABLE SANITARIAMENTE;25/11/2020;Sin Dato;80.81;INVIABLE SANITARIAMENTE;21/04/2021;Sin Dato;85.31;INVIABLE SANITARIAMENTE;24/05/2022;Sin Dato;78.01;ALTO;12/07/2023;Sin Dato;86.52;INVIABLE SANITARIAMENTE;24/06/2024;Grifo;81.48;INVIABLE SANITARIAMENTE;27/11/2025;Grifo;87.77;INVIABLE SANITARIAMENTE;17/03/2026;Grifo;84.62;;INVIABLE SANITARIAMENTE;25/11/2020;INVIABLE SANITARIAMENTE;21/04/2021;INVIABLE SANITARIAMENTE;24/05/2022;ALTO;12/07/2023;24/06/2024;INVIABLE SANITARIAMENTE;Grifo
543;96307;1898;4.705606;-76.072567;TORO;DISPERSA;96307;116867;110354;;SOLO DESINFECCION;Solo desinfección;No;PAN DE AZUCAR LA ESTRELLA;4;NORTE CARTAGO;JUNTA DE ACCION COMUNAL DE LA VEREDA PAN DE AZUCAR (LA ESTRELLA);AUTOGESTION;;;22;88;58.39;;26/08/2025;Grifo;63.58;ALTO;24/06/2020;Sin Dato;80.81;INVIABLE SANITARIAMENTE;21/04/2021;Sin Dato;80.29;INVIABLE SANITARIAMENTE;02/11/2022;Sin Dato;79.14;ALTO;22/02/2023;Sin Dato;79.14;ALTO;24/09/2024;Grifo;58.39;ALTO;26/08/2025;Grifo;;;;Sin Toma;73.56;;ALTO;24/06/2020;INVIABLE SANITARIAMENTE;21/04/2021;INVIABLE SANITARIAMENTE;02/11/2022;ALTO;22/02/2023;24/09/2024;ALTO;Grifo
542;92057;2194;4.590719;-76.146439;TORO;DISPERSA;92057;107951;116539;;SOLO DESINFECCION;Solo desinfección;No;PATIO BONITO;2;NORTE CARTAGO;ASOCIACIONJUNTA ADMINISTRADORA DEL ACUEDUCTO RURAL COMUNITARIO PATIO BONITO -LA ROBLEDA-SABANAZO;AUTOGESTION;;;160;640;80.29;;17/03/2026;Grifo;58.82;ALTO;25/11/2020;Sin Dato;89.29;INVIABLE SANITARIAMENTE;09/02/2021;Sin Dato;80.29;INVIABLE SANITARIAMENTE;02/11/2022;Sin Dato;78.01;ALTO;21/11/2023;Sin Dato;42.55;ALTO;13/03/2024;Grifo;87.77;INVIABLE SANITARIAMENTE;17/03/2025;Grifo;80.29;INVIABLE SANITARIAMENTE;17/03/2026;Grifo;73.86;;ALTO;25/11/2020;INVIABLE SANITARIAMENTE;09/02/2021;INVIABLE SANITARIAMENTE;02/11/2022;ALTO;21/11/2023;13/03/2024;INVIABLE SANITARIAMENTE;Grifo
540;93954;2198;4.659247;-76.097597;TORO;DISPERSA;93954;107946;110750;;SOLO DESINFECCION;Solo desinfección;No;VENTA QUEMADA;2;NORTE CARTAGO;ACUEDUCTO RURAL VENTA QUEMADA-BUENA VISTA;AUTOGESTION;;;9;36;79.14;;17/03/2026;Grifo;89.71;INVIABLE SANITARIAMENTE;25/11/2020;Sin Dato;83.33;INVIABLE SANITARIAMENTE;21/04/2021;Sin Dato;24.28;MEDIO;29/06/2022;Sin Dato;58.39;ALTO;18/10/2023;Sin Dato;67.15;ALTO;19/11/2024;Grifo;61.07;ALTO;27/11/2025;Grifo;79.14;ALTO;17/03/2026;Grifo;66.15;;INVIABLE SANITARIAMENTE;25/11/2020;INVIABLE SANITARIAMENTE;21/04/2021;MEDIO;29/06/2022;ALTO;18/10/2023;19/11/2024;ALTO;Grifo
673;108873;1892;4.671408;-76.098539;TORO;DISPERSA;108873;108873;;;NINGUNO;Ninguno;No;VENTAQUEMADA SISTEMA # 2 , LA SIBERIA;2;NORTE CARTAGO;ACUEDUCTO RURAL VDA VENTAQUEMADA SISTEMA # 2 - LA SIBERIA;AUTOGESTION;;;18;72;81.48;;27/11/2025;Grifo;;;;Sin Dato;;;;Sin Dato;80.29;INVIABLE SANITARIAMENTE;31/10/2022;Sin Dato;80.29;INVIABLE SANITARIAMENTE;18/10/2023;Sin Dato;79.14;ALTO;24/09/2024;Grifo;81.48;INVIABLE SANITARIAMENTE;27/11/2025;Grifo;;;;Sin Toma;80.30;;;;;;INVIABLE SANITARIAMENTE;31/10/2022;INVIABLE SANITARIAMENTE;18/10/2023;24/09/2024;INVIABLE SANITARIAMENTE;Grifo
555;116106;;4.178425;-76.376278;TRUJILLO;DISPERSA;116106;;;;SOLUCIONES_INDIVIDUALES;Soluciones_Individuales;No;ALTAMIRA;1;CENTRO TULUA;AGUAS ALTAMIRA;AUTOGESTION;;;0;;;;;Sin Toma;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;;;;;;;;;;;;;Sin Dato
570;129080;9979;4.204181;-76.350667;TRUJILLO;DISPERSA;129080;132998;129089;;NINGUNO;Ninguno;No;BAJO PALERMO;1;CENTRO TULUA;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COLECTIVO DE LA VEREDA BAJO PALERMO;AUTOGESTION;;;36;144;0.00;SIN RIESGO;15/09/2025;Grifo;63.58;ALTO;27/04/2020;Sin Dato;86.61;INVIABLE SANITARIAMENTE;01/09/2021;Sin Dato;80.92;INVIABLE SANITARIAMENTE;29/06/2022;Sin Dato;78.01;ALTO;03/05/2023;Sin Dato;81.87;INVIABLE SANITARIAMENTE;23/07/2024;Grifo;0.00;SIN RIESGO;15/09/2025;Grifo;;;;Sin Toma;65.17;;ALTO;27/04/2020;INVIABLE SANITARIAMENTE;01/09/2021;INVIABLE SANITARIAMENTE;29/06/2022;ALTO;03/05/2023;23/07/2024;SIN RIESGO;Grifo
564;123645;2730;4.232539;-76.392697;TRUJILLO;CENTRO POBLADO;123645;128101;145614;;NINGUNO;Ninguno;No;BRISAS DE HOREO;3;CENTRO TULUA;ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO DE LA VEREDA SONORA ALTA;AUTOGESTION;;;46;184;78.01;;19/03/2024;Grifo;81.29;INVIABLE SANITARIAMENTE;16/12/2020;Sin Dato;87.60;INVIABLE SANITARIAMENTE;11/08/2021;Sin Dato;80.92;INVIABLE SANITARIAMENTE;29/06/2022;Sin Dato;59.71;ALTO;21/02/2023;Sin Dato;78.01;ALTO;19/03/2024;Grifo;;;;Sin Dato;;;;Sin Toma;77.51;;INVIABLE SANITARIAMENTE;16/12/2020;INVIABLE SANITARIAMENTE;11/08/2021;INVIABLE SANITARIAMENTE;29/06/2022;ALTO;21/02/2023;19/03/2024;;Sin Dato
577;58628;231;4.262017;-76.282828;TRUJILLO;DISPERSA;58628;115387;117366;;SOLO DESINFECCION;Solo desinfección;No;BUENAVISTA LA BOHEMIA;2;CENTRO TULUA;ASOCIACION DE USUARIOSDELACUEDUCTO BUENAVISTA LA BOHEMIA;AUTOGESTION;;;80;320;62.02;;22/04/2026;Grifo;0.00;SIN RIESGO;23/09/2020;Sin Dato;23.26;MEDIO;19/04/2021;Sin Dato;17.54;MEDIO;19/09/2022;Sin Dato;0.00;SIN RIESGO;03/05/2023;Sin Dato;0.00;SIN RIESGO;17/09/2024;Grifo;23.26;MEDIO;16/06/2025;Grifo;62.02;ALTO;22/04/2026;Grifo;18.01;;SIN RIESGO;23/09/2020;MEDIO;19/04/2021;MEDIO;19/09/2022;SIN RIESGO;03/05/2023;17/09/2024;MEDIO;Grifo
572;62248;3550;4.231178;-76.331567;TRUJILLO;DISPERSA;62248;115177;118424;;SOLO DESINFECCION;Solo desinfección;No;CEDRALES;1;CENTRO TULUA;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COLECTIVO VEREDA CEDRALES ARCC;AUTOGESTION;;;33;132;0.00;SIN RIESGO;15/09/2025;Filtro;6.94;BAJO;14/07/2020;Sin Dato;83.33;INVIABLE SANITARIAMENTE;19/04/2021;Sin Dato;24.85;MEDIO;09/08/2022;Sin Dato;86.52;INVIABLE SANITARIAMENTE;15/03/2023;Sin Dato;57.55;ALTO;16/10/2024;Grifo;0.00;SIN RIESGO;15/09/2025;Filtro;;;;Sin Toma;43.20;;BAJO;14/07/2020;INVIABLE SANITARIAMENTE;19/04/2021;MEDIO;09/08/2022;INVIABLE SANITARIAMENTE;15/03/2023;16/10/2024;SIN RIESGO;Filtro
567;128809;4768;4.185236;-76.256972;TRUJILLO;DISPERSA;128809;141744;128819;;SOLO DESINFECCION;Solo desinfección;No;COLORADAS;1;CENTRO TULUA;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA CASCAJAL - ACUACOLORADAS;AUTOGESTION;;;16;80;43.17;;17/03/2026;Grifo;57.14;ALTO;24/08/2020;Sin Dato;87.60;INVIABLE SANITARIAMENTE;14/04/2021;Sin Dato;72.90;ALTO;23/02/2022;Sin Dato;86.52;INVIABLE SANITARIAMENTE;18/04/2023;Sin Dato;8.51;BAJO;23/07/2024;Grifo;23.62;MEDIO;21/07/2025;Grifo;43.17;ALTO;17/03/2026;Grifo;54.21;;ALTO;24/08/2020;INVIABLE SANITARIAMENTE;14/04/2021;ALTO;23/02/2022;INVIABLE SANITARIAMENTE;18/04/2023;23/07/2024;MEDIO;Grifo
560;65147;11623;4.177122;-76.390808;TRUJILLO;CENTRO POBLADO;65147;113596;145611;;NINGUNO;Ninguno;No;CRISTALES;1;CENTRO TULUA;ASOCIACION DE USUARIOS ACUEDUCTO ALTO CRISTALES;AUTOGESTION;;;30;120;67.48;;17/02/2026;Grifo;79.14;ALTO;17/12/2020;Sin Dato;85.27;INVIABLE SANITARIAMENTE;21/06/2021;Sin Dato;78.01;ALTO;21/04/2022;Sin Dato;56.74;ALTO;28/03/2023;Sin Dato;86.52;INVIABLE SANITARIAMENTE;13/08/2024;Grifo;57.55;ALTO;27/05/2025;Grifo;67.48;ALTO;17/02/2026;Grifo;72.96;;ALTO;17/12/2020;INVIABLE SANITARIAMENTE;21/06/2021;ALTO;21/04/2022;ALTO;28/03/2023;13/08/2024;ALTO;Grifo
563;113601;230;4.267697;-76.279856;TRUJILLO;DISPERSA;113601;113600;122662;;SOLO DESINFECCION;Solo desinfección;No;EL CHOCHO;1;CENTRO TULUA;ASOCIACION DE USUARIOS DEL ACUEDUCTO COLECTIVO RURAL DE LA VEREDA CHOCHO LA BOHEMIA;AUTOGESTION;;;115;180;94.57;;22/04/2026;Grifo;26.32;MEDIO;23/09/2020;Sin Dato;68.22;ALTO;19/04/2021;Sin Dato;42.11;ALTO;19/09/2022;Sin Dato;29.79;MEDIO;03/05/2023;Sin Dato;21.90;MEDIO;17/09/2024;Grifo;71.32;ALTO;16/06/2025;Grifo;94.57;INVIABLE SANITARIAMENTE;22/04/2026;Grifo;50.60;;MEDIO;23/09/2020;ALTO;19/04/2021;ALTO;19/09/2022;MEDIO;03/05/2023;17/09/2024;ALTO;Grifo
565;64460;5627;4.206817;-76.240436;TRUJILLO;DISPERSA;64460;113790;115521;456;SOLO DESINFECCION;Solo desinfección;No;HATO VIEJO;2;CENTRO TULUA;ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO HATO VIEJO;EMPRESA DE SERVICIOS PUPLICOS;;;30;120;0.00;SIN RIESGO;17/03/2026;Grifo;19.08;MEDIO;26/08/2020;Sin Dato;87.60;INVIABLE SANITARIAMENTE;24/08/2021;Sin Dato;90.64;INVIABLE SANITARIAMENTE;19/09/2022;Sin Dato;86.52;INVIABLE SANITARIAMENTE;18/04/2023;Sin Dato;65.25;ALTO;22/10/2024;Grifo;23.62;MEDIO;21/07/2025;Grifo;0.00;SIN RIESGO;17/03/2026;Grifo;53.24;;MEDIO;26/08/2020;INVIABLE SANITARIAMENTE;24/08/2021;INVIABLE SANITARIAMENTE;19/09/2022;INVIABLE SANITARIAMENTE;18/04/2023;22/10/2024;MEDIO;Grifo
550;127579;2788;4.228611;-76.377778;TRUJILLO;DISPERSA;127579;127938;145613;;NINGUNO;Ninguno;No;LA BETULIA;1;CENTRO TULUA;ACUEDUCTO RURAL LA BETULIA - ACUABETULIA;AUTOGESTION;;;20;80;56.74;;19/03/2024;Grifo;65.09;ALTO;25/11/2020;Sin Dato;86.61;INVIABLE SANITARIAMENTE;01/09/2021;Sin Dato;89.94;INVIABLE SANITARIAMENTE;25/07/2022;Sin Dato;89.93;INVIABLE SANITARIAMENTE;21/02/2023;Sin Dato;56.74;ALTO;19/03/2024;Grifo;;;;Sin Dato;;;;Sin Toma;77.66;;ALTO;25/11/2020;INVIABLE SANITARIAMENTE;01/09/2021;INVIABLE SANITARIAMENTE;25/07/2022;INVIABLE SANITARIAMENTE;21/02/2023;19/03/2024;;Sin Dato
548;113599;401;4.225539;-76.335086;TRUJILLO;DISPERSA;113599;113598;122405;;SOLO DESINFECCION;Solo desinfección;No;LA CRISTALINA;1;CENTRO TULUA;ACUEDUCTO COLECTIVO RURAL CAMPASEINO ALTO Y BAJA CRISTALINA;AUTOGESTION;;;109;436;0.00;SIN RIESGO;21/10/2025;Grifo;24.56;MEDIO;23/09/2020;Sin Dato;0.00;SIN RIESGO;21/06/2021;Sin Dato;24.28;MEDIO;23/05/2022;Sin Dato;21.58;MEDIO;26/01/2023;Sin Dato;0.00;SIN RIESGO;19/11/2024;Grifo;0.00;SIN RIESGO;21/10/2025;Grifo;;;;Sin Toma;11.74;;MEDIO;23/09/2020;SIN RIESGO;21/06/2021;MEDIO;23/05/2022;MEDIO;26/01/2023;19/11/2024;SIN RIESGO;Grifo
571;123639;228;4.210608;-76.321942;TRUJILLO;DISPERSA;123639;125998;126143;;SOLO DESINFECCION;Solo desinfección;No;LA CRISTALINA,EL OTRO MUNDO;3;CENTRO TULUA;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COLECTIVO DE LA VEREDA LA CRISTALINA-EL OTRO MUNDO;AUTOGESTION;;;76;304;0.00;SIN RIESGO;22/04/2026;Grifo;24.85;MEDIO;25/11/2020;Sin Dato;85.27;INVIABLE SANITARIAMENTE;24/08/2021;Sin Dato;54.14;ALTO;29/11/2022;Sin Dato;51.80;ALTO;26/01/2023;Sin Dato;0.00;SIN RIESGO;19/11/2024;Grifo;0.00;SIN RIESGO;21/10/2025;Grifo;0.00;SIN RIESGO;22/04/2026;Grifo;30.87;;MEDIO;25/11/2020;INVIABLE SANITARIAMENTE;24/08/2021;ALTO;29/11/2022;ALTO;26/01/2023;19/11/2024;SIN RIESGO;Grifo
551;127939;;4.205947;-76.423517;TRUJILLO;DISPERSA;127939;;;;NINGUNO;Ninguno;No;LA DEBORA;1;CENTRO TULUA;ACUEDUCTO RURAL LA DEVORA;AUTOGESTION;;;0;;65.09;;25/11/2020;Grifo;65.09;ALTO;25/11/2020;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;65.09;;ALTO;25/11/2020;;;;;;;;;Sin Dato
