ID_SEDE_IRCA;COD_DANE;MUNICIPIO;NOMBRE_SEDE_IRCA;ZONA_IRCA;DIRECCION_IRCA;NOMBRE_ABREVIADO_IRCA;TELEFONO_IRCA;ESTUDIANTES_ACTUAL;ESTUDIANTES_IRCAS;ESTUDIANTES_SEDESUESVALLE;ESTUDIANTES_MEN_REFERENCIA;FUENTE_MATRICULA_FINAL;ESTADO_COMPLEMENTO_MATRICULA;REQUIERE_VALIDACION_MATRICULA;CONECTADA_ACUEDUCTO;NOMBRE_ACUEDUCTO;IRCA_ORIGINAL;NIVEL_RIESGO_IRCA;CODIGO_SISA_ACUEDUCTO;TRATAMIENTO_EN_ESCUELA;FUENTE_ABASTO;CALIFICACION_BLOQUE_AGUA;CONCEPTO_SANITARIO;FECHA_VISITA;TIPO_CRUCE;ESTADO_CRUCE;ESTADO_GEORREFERENCIACION;OBSERVACION_CRUCE;ID_SEDESUESVALLE;INSTITUCION_INS;SEDE_INS;ESTADO_SEDE;NATURALEZA;JORNADA;NIVEL_EDUCATIVO;DIRECCION_MAPA;LONGITUD;LATITUD;LONGITUD_SEDESUESVALLE;LATITUD_SEDESUESVALLE;LONGITUD_MEN;LATITUD_MEN;FUENTE_COORDENADA;ESTADO_COORDENADA;BENEFICIARIOS_PAE_2025_1SI;TOTAL_GENERAL_INS;MEN_ANIO;MEN_ESTABLECIMIENTO;MEN_SEDE;MEN_ZONA;MEN_DIRECCION;MEN_METODO_CRUCE;MEN_SCORE_CRUCE;GRUPO_SEGUIMIENTO;RIESGO_IRCA_AGRUPADO;BRECHAS_INFORMACION;TIENE_BRECHA_INFORMACION;CALIDAD_DATO_SEDE;INDICE_PRIORIDAD_SANITARIA_ESCOLAR;NIVEL_PRIORIDAD_ANALITICA;ACCION_SUGERIDA;SCORE_PRIORIDAD;NIVEL_PRIORIDAD
439;276869000090;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE ANTONIO NARIÑO;RURAL;CORREGIMIENTO EL TAMBOR;ANTONIO NARIÑO;3225982178;31;31;29;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;JUNTA ADMINISTRADORA COMUNITARIA DEL ACUEDUCTO LA JACA # 11 DEL CORREGIMIENTO EL TAMBOR;RIESGO MEDIO;MEDIO;1385;-;QUEBRADA PUBENZA Y TRESQUEBRADAS;58.15;DESFAVORABLE;2026-03-11;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;905;INSTITUCION EDUCATIVA  ANTONIO JOSE DE SUCRE;ANTONIO NARIÑO;ACTIVA;OFICIAL;UNICA;EDUCACIÓN MEDIA;VDA EL TAMBOR;-76.48744455;3.764629201;-76.48744455;3.764629201;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;29;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PREVENTIVO;Medio;SIN_BRECHAS;NO;ALTA;43.41;MEDIA;Mantener seguimiento preventivo dentro de la programación regular.;3.61;BAJA
440;276306000280;GINEBRA;I.E. DE DESARROLLO RURAL LA SELVA SEDE ENRIQUE OLAYA HERRERA;RURAL;VEREDA  FLAUTAS;ENRIQUE OLAYA HERRERA;3169255262 - 3161000377;6;6;6;3;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;FLAUTAS AGUAS E.S.P. S.A.;SIN RIESGO;SIN RIESGO;2875;-;QUEBRADA RINCON SANTO;63.46;DESFAVORABLE;2025-04-16;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;474;INSTITUCION EDUCATIVA DE DESARROLLO RURAL LA SELVA;ENRIQUE OLAYA HERRERA;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;VDA FLAUTAS;-76.1926449;3.72750938;-76.1926449;3.72750938;-76.19;3.73;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;6;2.019;IE DE DESARROLLO RURAL LA SELVA;ENRIQUE OLAYA HERRERA;RURAL;VDA FLAUTAS;COINCIDENCIA_NOMBRE_FUERTE;0.938;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;17.28;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
441;276863800001;VERSALLES;I.E LA INMACULADA SEDE LIBARDO DE JESUS GOMEZ CARDONA;RURAL;CORREGIMIENTO PUERTO NUEVO;LIBARDO DE JESUS GOMEZ CARDONA;No Registra;19;19;19;561;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO RURAL PUERTO NUEVO;SD;SIN DATO;SD;ACUEDUCTO RURAL;QUEBRADA RIO PIÑONES;SD;SIN CONCEPTO;;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;892;INSTITUCION EDUCATIVA LA INMACULADA;LIBARDO DE JESUS GOMEZ CARDONA;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA SECUNDARIA;VD EL VERGEL;-76.25585591;4.67954977;-76.25585591;4.67954977;-76.2;4.57;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;19;2.019;IE LA INMACULADA;LA INMACULADA;URBANA;CR 7 NO 7-20;COINCIDENCIA_NOMBRE_FUERTE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;33.23;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.65;BAJA
442;276250000222;EL DOVIO;I.E ACERG SEDE SANTA TERESITA;RURAL;CORREGIMIENTO LITUANIA;SANTA TERESITA;6022229184;16;16;16;45;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS ACUEDUCTO RURAL COMUNITARIO CORREGIMIENTO DE LITUANIA;SD;SIN DATO;7320;ACUEDUCTO RURAL;QUEBRADA RIO PUENTE;30/30;FAVORABLE;2025-11-21;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;395;INSTITUCION EDUCATIVA ACERG  ASOCIACION DE CENTROS EDUCATIVOS DEL CAÑON DEL RIO GARRAPATAS;SANTA TERESITA;ACTIVA;OFICIAL;UNICA;EDUCACIÓN MEDIA;CORREG LITUANIA;-76.35198747;4.51297158;-76.35198747;4.51297158;-76.35;4.51;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;16;2.019;IE ACERG;SANTA TERESITA;RURAL;CORREG. LITUANIA;COINCIDENCIA_NOMBRE_FUERTE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;32.79;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.62;BAJA
443;276828000565;TRUJILLO;COLEGIO JORGE ROBLEDO;RURAL;CORREGIMIENTO ROBLEDO;;3113099255;81;81;86;170;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;"ASOCIACION DE USUARIOS ACUEDUCTO DE ROBLEDO ""ASUACOR""";SIN RIESGO;SIN RIESGO;184;ACUEDUCTO RURAL;QUEBRADA ROBLEDO;26.0;FAVORABLE CON REQUERIMIENTOS;2025-03-05;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;838;INSTITUCION EDUCATIVA  JULIAN TRUJILLO;JORGE ROBLEDO;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN MEDIA;CORREG ROBLEDO;-76.22512417;4.253997739;-76.22512417;4.253997739;-76.23;4.25;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;86;2.019;IE JULIAN TRUJILLO;JORGE ROBLEDO;RURAL;CORREG ROBLEDO;COINCIDENCIA_NOMBRE_FUERTE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;19.76;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
444;276828000140;TRUJILLO;ESCUELA GRAL SANTANDER N. 12;RURAL;CGTO ROBLEDO;;3113099255;36;0;36;0;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;SI;"ASOCIACION DE USUARIOS ACUEDUCTO DE ROBLEDO ""ASUACOR""";SIN RIESGO;SIN RIESGO;;ACUEDUCTO RURAL;QUEBRADA ROBLEDO;26.0;FAVORABLE CON REQUERIMIENTOS;2025-03-05;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;839;INSTITUCION EDUCATIVA  JULIAN TRUJILLO;GENERAL SANTANDER;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA SECUNDARIA;CORREG ROBLEDO;-76.32484035;4.21949258;-76.32484035;4.21949258;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;36;;;;;;SIN_COINCIDENCIA_FUERTE;0.667;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;17.6;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
445;276233000618;DAGUA;I.E. EL QUEREMAL SEDE ALMIRANTE PADILLA;RURAL;CORREGIMIENTO EL SALADO;ALMIRANTE PADILLA;3122581572;15;15;15;62;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS ACUEDUCTO SAN JOSE DEL SALADO PARTE ALTA - ASUSAL;RIESGO ALTO;ALTO;3954;ACUEDUCTO RURAL SALADO ALTO;QUEBRADA SACRISTAN;18/30;DESFAVORABLE;2025-03-13;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;234;INSTITUCION EDUCATIVA EL QUEREMAL;ALMIRANTE PADILLA;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN MEDIA;INSP EL SALADO;-76.714719;3.558589;-76.714719;3.558589;-76.71;3.56;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;15;2.019;IE EL QUEREMAL;ALMIRANTE PADILLA;RURAL;CORREG. EL SALADO;COINCIDENCIA_NOMBRE_FUERTE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;60.78;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;4.33;MEDIA
446;276563000223;PRADERA;I.E. MARCO FIDEL SUAREZ SEDE MARCO FIDEL SUAREZ;RURAL;CORREGIMIENTO SAN ISIDRO;MARCO FIDEL SUAREZ;3157627106;20;0;20;41;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;SI;SAN ISIDRO;RIESGO ALTO;ALTO;120;ACUEDUCTO RURAL;QUEBRADA SAL SI PUEDES;22/30;DESFAVORABLE;2023-07-28;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;619;INSTITUCION EDUCATIVA MARCO FIDEL SUAREZ;MARCO FIDEL SUAREZ;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN MEDIA;CORREG DE SAN ISIDRO;-76.18498204;3.401553982;-76.18498204;3.401553982;-76.18;3.4;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;20;2.019;IE MARCO FIDEL SUAREZ;MARCO FIDEL SUAREZ;RURAL;CORREG SAN ISIDRO;COINCIDENCIA_NOMBRE_FUERTE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;61.51;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;4.76;MEDIA
447;276869000081;VIJES;I.E. JORGE ROBLEDO  SEDE JOSE ANTONIO GALAN;RURAL;VIA CORREGIMIENTO OCACHE -VEREDA AGUACLARA;JOSE ANTONIO GALAN;3217583960;11;11;14;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;JUNTA ADMINISTRADORA DEL ACUEDUCTO DEL CORREGIMIENTO DE OCACHE PARTE BAJA JAACOB;RIESGO MEDIO;MEDIO;354;FILTRO EKOFIL;QUEBRADA SAN ANDRES;30.02;FAVORABLE CON REQUERIMIENTOS;2025-12-09;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;913;INSTITUCION EDUCATIVA JORGE ROBLEDO;JOSE ANTONIO GALAN;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;CORREG OCACHE;-76.510385;3.708186;-76.510385;3.708186;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;14;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PREVENTIVO;Medio;SIN_BRECHAS;NO;ALTA;36.54;MEDIA;Mantener seguimiento preventivo dentro de la programación regular.;2.27;BAJA
448;276020000061;ALCALA;IE ARTURO GOMEZ JARAMILLO SEDE JOSE IGNACIO RENGIFO;RURAL;VEREDA MARAVELEZ;JOSE IGNACIO RENGIFO;3225289702;40;40;40;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;COOPERATIVA MARAVELEZ  ALCALA SISTEM # 8;SIN RIESGO;SIN RIESGO;177;ACUEDUCTO RURAL;QUEBRADA SAN FELIPE;19/30;FAVORABLE CON REQUERIMIENTOS;2026-02-10;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;5;INSTITUCION EDUCATIVA ARTURO GOMEZ JARAMILLO;JOSE IGNACIO RENGIFO;ACTIVA;OFICIAL;UNICA;EDUCACIÓN MEDIA;IP MARAVELEZ;-75.722765;4.673264;-75.722765;4.673264;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;40;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;17.88;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
449;276020000088;ALCALA;I.E ARTURO GOMEZ JARAMILLO SEDE SAN AGUSTIN;RURAL;VEREDA LA CUCHILLA;SAN AGUSTIN;3200769810;7;7;7;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;COOPERATIVA MARAVELEZ  ALCALA SISTEM # 8;SIN RIESGO;SIN RIESGO;177;ACUEDUCTO RURAL;QUEBRADA SAN FELIPE;21.5/30;FAVORABLE CON REQUERIMIENTOS;2026-02-05;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;6;INSTITUCION EDUCATIVA ARTURO GOMEZ JARAMILLO;SAN AGUSTIN;ACTIVA;OFICIAL;UNICA;EDUCACIÓN BÁSICA PRIMARIA;IP LA CUCHILLA;-75.72382;4.658252;-75.72382;4.658252;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;7;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;13.44;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
450;276622000453;ROLDANILLO;I.E BELISARIO PEÑA PIÑEIRO SEDE SANTA ANA;RURAL;VEREDA EL CIRUELO;SANTA ANA;3116069693;1;1;1;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO SANTA CLARA - ASUMO;RIESGO MEDIO;MEDIO;1998;ACUEDUCTO RURAL;QUEBRADA SAN FERNANDO - QUEBRADA LA COSTALERA - QUEBRADA LOS PINOS;No Registra;SIN CONCEPTO;2025-06-20;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;720;INSTITUCION EDUCATIVA BELISARIO PEÑA PIÑEIRO;SANTA ANA;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;CORREG EL CIRUELO;-76.1400293556;4.44470883752;-76.1400293556;4.44470883752;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;1;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PREVENTIVO;Medio;SIN_BRECHAS;NO;ALTA;28.08;BAJA;Mantener seguimiento preventivo dentro de la programación regular.;0.6;BAJA
451;276233000154;DAGUA;I.E. CAMILO TORRES SEDE MARIA MONTESORI;RURAL;VEREDA EL TRAPICHE;MARIA MONTESORI;3176506309;7;7;7;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACIÓN DE USUARIOS DEL SERVICIO DEL ACUEDUCTO EL TRAPICHE - LA YOLOMBA;SIN RIESGO;SIN RIESGO;1398;ACUEDUCTO RURAL EL TRAPICHE;QUEBRADA SAN FRANCISCO;18,5/30;DESFAVORABLE;2025-12-06;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;244;INSTITUCION EDUCATIVA CAMILO TORRES;MARÍA MONTESSORI;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA EL TRAPICHE;-76.634664;3.809597;-76.634664;3.809597;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;7;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;17.64;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
452;276275000235;FLORIDA;I.E. JOSE MARIA CORDOBA SEDE SAN JOAQUIN;RURAL;VEREDA SAN JOAQUIN;SAN JOAQUIN;SD;23;23;10;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;SAN JOAQUIN;RIESGO ALTO;ALTO;;ACUEDUCTO RURAL - FILTRO EKOFIL;QUEBRADA SAN JOAQUIN - QUEBRADA LA LIONTA;22,5/30;DESFAVORABLE;2018-01-10;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;435;INSTITUCION EDUCATIVA JOSE MARIA CORDOBA;SAN JOAQUIN;ACTIVA;OFICIAL;UNICA;EDUCACIÓN BÁSICA SECUNDARIA;VDA SAN JOAQUIN;-76.18354719;3.273873219;-76.18354719;3.273873219;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;10;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;61.88;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;4.97;MEDIA
453;176126000066;CALIMA;I.E. SIMON BOLIVAR SEDE SIMON BOLIVAR;URBANO;CARRERA 10 # 9  - 43;SIMON BOLIVAR;3117716525;154;154;154;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;EMCALIMA S.A ESP;SIN RIESGO;SIN RIESGO;188;PLANTA EMCALIMA S.A ESP;QUEBRADA SAN JOSE;23/30;FAVORABLE CON REQUERIMIENTOS;2026-04-28;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;201;INSTITUCION EDUCATIVA SIMON BOLIVAR;SIMON BOLIVAR;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN MEDIA;CRA 10 #9-43;-76.4868292976;3.93226490503;-76.4868292976;3.93226490503;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;154;;;;;;SIN_CANDIDATOS_MUNICIPIO;;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;21.49;BAJA;Mantener seguimiento rutinario.;0.0;BAJA
454;176126800003;CALIMA;I.E. SIMON BOLIVAR  SEDE GERMAN MEJIA TASCON;URBANO;CALLE 24  DIAGONAL POLIDEPORTIVO;GERMAN MEJIA TASCON;3173739688;73;73;73;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;EMCALIMA S.A ESP;SIN RIESGO;SIN RIESGO;188;PLANTA EMCALIMA S.A ESP;QUEBRADA SAN JOSE;23/30;FAVORABLE CON REQUERIMIENTOS;2026-03-05;COD_DANE_DUPLICADO+NOMBRE_EXACTO;CRUCE_OK_CONTROLADO;GEORREFERENCIADA;;202;INSTITUCION EDUCATIVA SIMON BOLIVAR;CIUDADELA GERMAN MEJIA TASCON;ACTIVA;OFICIAL;MAÑANA;PREESCOLAR;CALLE 24 CRA 11 ESQUINA BRR LA CIUDADELA;-76.4824304575;3.94146009453;-76.4824304575;3.94146009453;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;73;;;;;;SIN_CANDIDATOS_MUNICIPIO;;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;19.48;BAJA;Mantener seguimiento rutinario.;0.0;BAJA
455;176126000082;CALIMA;I.E. GIMNASIO DEL CALIMA  SEDE GABRIELA MISTRAL;URBANO;CARRERA 7 # 5  - 56;GABRIELA MISTRAL;3183315955;129;129;129;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;EMCALIMA S.A ESP;SIN RIESGO;SIN RIESGO;188;PLANTA EMCALIMA S.A ESP;QUEBRADA SAN JOSE;23/30;FAVORABLE CON REQUERIMIENTOS;2026-04-29;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;204;INSTITUCION EDUCATIVA GIMNASIO DEL CALIMA;GABRIELA MISTRAL;ACTIVA;OFICIAL;UNICA;EDUCACIÓN MEDIA;CRA 7 CLL 5 #5-56 ESQ BRR/OBRERO;-76.4859610301;3.92877005583;-76.4859610301;3.92877005583;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;129;;;;;;SIN_CANDIDATOS_MUNICIPIO;;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;21.01;BAJA;Mantener seguimiento rutinario.;0.0;BAJA
456;176126000074;CALIMA;I.E GIMNASIO DEL CALIMA - SEDE MARÍA INMACULADA;URBANO;CALLE 7 # 6  - 53;MARÍA INMACULADA;3166259705;386;386;386;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;EMCALIMA S.A ESP;SIN RIESGO;SIN RIESGO;188;PLANTA EMCALIMA S.A ESP;QUEBRADA SAN JOSE;22,5/30;FAVORABLE CON REQUERIMIENTOS;2025-09-03;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;205;INSTITUCION EDUCATIVA GIMNASIO DEL CALIMA;MARIA INMACULADA;ACTIVA;OFICIAL;UNICA;EDUCACIÓN MEDIA;CRA 7 #6-53 BRR/OBRERO;-76.4858900933;3.92948391861;-76.4858900933;3.92948391861;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;386;;;;;;SIN_CANDIDATOS_MUNICIPIO;;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;23.97;BAJA;Mantener seguimiento rutinario.;0.0;BAJA
457;176126000058;CALIMA;I.E. GIMNASIO DEL CALIMA SEDE GIMNASIO DEL CALIMA;URBANO;CARRERA 7 # 5  - 11;GIMNASIO DEL CALIMA;3166259705;617;617;617;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;EMCALIMA S.A ESP;SIN RIESGO;SIN RIESGO;188;PLANTA EMCALIMA S.A ESP;QUEBRADA SAN JOSE;23/30;FAVORABLE CON REQUERIMIENTOS;2026-02-20;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;207;INSTITUCION EDUCATIVA GIMNASIO DEL CALIMA;GIMNASIO DEL CALIMA;ACTIVA;OFICIAL;UNICA;EDUCACIÓN MEDIA;CRA 7 #5-11 BRR/OBRERO;-76.4859610301;3.92877005583;-76.4859610301;3.92877005583;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;617;;;;;;SIN_CANDIDATOS_MUNICIPIO;;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;25.24;BAJA;Mantener seguimiento rutinario.;0.0;BAJA
458;276616000247;RIOFRIO;ESCUELA N. 8 MELIDA CRUZ;RURAL;VDA MADRIGAL;;3163565672;9;9;14;10;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO RURAL MADRIGAL ACUAMADRIGAL;RIESGO MEDIO;MEDIO;513;SISTEMA DE FILTACION;QUEBRADA SAN JOSE;20.0;FAVORABLE CON REQUERIMIENTOS;2025-03-17;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;669;INSTITUCION EDUCATIVA PRIMITIVO CRESPO;MELIDA CRUZ;ACTIVA;OFICIAL;UNICA;EDUCACIÓN BÁSICA PRIMARIA;VDA MADRIGAL;-76.26017241;4.180009876;-76.26017241;4.180009876;-76.26;4.18;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;14;2.019;IE PRIMITIVO CRESPO;MELIDA CRUZ;RURAL;VDA MADRIGAL;COINCIDENCIA_NOMBRE_FUERTE;0.93;PREVENTIVO;Medio;SIN_BRECHAS;NO;ALTA;36.05;MEDIA;Mantener seguimiento preventivo dentro de la programación regular.;2.1;BAJA
459;276041000991;ANSERMANUEVO;I.E JORGE ISAAC SEDE TERESA BORJA DE CASTRO;RURAL;VEREDA REAL BRILLANTE;TERESA BORJA DE CASTRO;3146787029;6;6;6;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO REAL BRILLANTE / ASOREAL BRILLANTE;SD;SIN DATO;19800;ACUEDUCTO RURAL;QUEBRADA SAN MIGUEL;19/30;FAVORABLE CON REQUERIMIENTOS;2025-11-06;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;53;INSTITUCION EDUCATIVA JORGE ISAACS;TERESA BORJA DE CASTRO;ACTIVA;OFICIAL;ESPECIAL;EDUCACIÓN BÁSICA PRIMARIA;VDA EL REAL BRILLANTE;-76.0168574;4.83966108;-76.0168574;4.83966108;-76.02;4.84;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;6;2.019;IE JORGE ISAACS;TERESA BORJA DE CASTRO;RURAL;VDA. REAL BRILLANTE;COINCIDENCIA_NOMBRE_FUERTE;0.938;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;33.98;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.44;BAJA
