ID_SEDE_IRCA;COD_DANE;MUNICIPIO;NOMBRE_SEDE_IRCA;ZONA_IRCA;DIRECCION_IRCA;NOMBRE_ABREVIADO_IRCA;TELEFONO_IRCA;ESTUDIANTES_ACTUAL;ESTUDIANTES_IRCAS;ESTUDIANTES_SEDESUESVALLE;ESTUDIANTES_MEN_REFERENCIA;FUENTE_MATRICULA_FINAL;ESTADO_COMPLEMENTO_MATRICULA;REQUIERE_VALIDACION_MATRICULA;CONECTADA_ACUEDUCTO;NOMBRE_ACUEDUCTO;IRCA_ORIGINAL;NIVEL_RIESGO_IRCA;CODIGO_SISA_ACUEDUCTO;TRATAMIENTO_EN_ESCUELA;FUENTE_ABASTO;CALIFICACION_BLOQUE_AGUA;CONCEPTO_SANITARIO;FECHA_VISITA;TIPO_CRUCE;ESTADO_CRUCE;ESTADO_GEORREFERENCIACION;OBSERVACION_CRUCE;ID_SEDESUESVALLE;INSTITUCION_INS;SEDE_INS;ESTADO_SEDE;NATURALEZA;JORNADA;NIVEL_EDUCATIVO;DIRECCION_MAPA;LONGITUD;LATITUD;LONGITUD_SEDESUESVALLE;LATITUD_SEDESUESVALLE;LONGITUD_MEN;LATITUD_MEN;FUENTE_COORDENADA;ESTADO_COORDENADA;BENEFICIARIOS_PAE_2025_1SI;TOTAL_GENERAL_INS;MEN_ANIO;MEN_ESTABLECIMIENTO;MEN_SEDE;MEN_ZONA;MEN_DIRECCION;MEN_METODO_CRUCE;MEN_SCORE_CRUCE;GRUPO_SEGUIMIENTO;RIESGO_IRCA_AGRUPADO;BRECHAS_INFORMACION;TIENE_BRECHA_INFORMACION;CALIDAD_DATO_SEDE;INDICE_PRIORIDAD_SANITARIA_ESCOLAR;NIVEL_PRIORIDAD_ANALITICA;ACCION_SUGERIDA;SCORE_PRIORIDAD;NIVEL_PRIORIDAD
846;276126000451;CALIMA;I.E.N.E.V SEDE CACIQUE ESCOBAR;RURAL;VDA RIO BRAVO;CACIQUE ESCOBAR;3235235638;10;10;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;JUNTA ADMINISTRADORA  DE ACUEDUCTO DE RIO BRAVO;SD;SIN DATO;SD;ACUEDUCTO RURAL;SIN DATO;22,5/30;FAVORABLE CON REQUERIMIENTOS;2026-02-22;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;221;;;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;VD RESG INDIGENA NAVERA DRUA;-76.6277829464;3.94438661967;-76.6277829464;3.94438661967;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;2;0;;;;;;SIN_CANDIDATOS_MUNICIPIO;;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;35.21;MEDIA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.55;BAJA
847;276243000233;EL AGUILA;I.E JUSTINIANO ECHAVARRIA SEDE GABRIELA MISTRAL;RURAL;VEREDA SANTA RITA;GABRIELA MISTRAL;3145522344;11;11;12;15;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;20/30;FAVORABLE CON REQUERIMIENTOS;2026-03-27;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;318;INSTITUCION EDUCATIVA JUSTINIANO ECHAVARRIA;GABRIELA MISTRAL;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA STA RITA;-76.05083159;4.958319409;-76.05083159;4.958319409;-76.05;4.96;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;12;2.019;IE JUSTINIANO ECHAVARRIA;GABRIELA MISTRAL;RURAL;VDA SANTA RITA;COINCIDENCIA_NOMBRE_FUERTE;0.932;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;35.44;MEDIA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.57;BAJA
848;276243000781;EL AGUILA;I.E JUSTINIANO ECHAVARRIA SEDE DOLORES LOPEZ DE GIRALDO;RURAL;VEREDA EL DIAMANTE;DOLORES LOPEZ DE GIRALDO;3232845288;3;3;3;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;20/30;FAVORABLE CON REQUERIMIENTOS;2025-05-20;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;307;INSTITUCION EDUCATIVA JUSTINIANO ECHAVARRIA;DOLORES LOPEZ DE GIRALDO;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA EL DIAMANTE;-76.05668506;4.970930553;-76.05668506;4.970930553;-76.06;4.97;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;3;2.019;IE JUSTINIANO ECHAVARRIA;DOLORES LOPEZ DE GIRALDO;RURAL;VDA EL DIAMANTE;COINCIDENCIA_NOMBRE_FUERTE;0.942;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;32.46;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.32;BAJA
849;276246000161;EL CAIRO;I.E LA PRESENTACION SEDE JOSE ACEVEDO Y GOMEZ;RURAL;VEREDA PEÑAS BLANCAS;JOSE ACEVEDO Y GOMEZ;No Registra;8;8;8;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;24.5/30;FAVORABLE CON REQUERIMIENTOS;2025-08-12;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;327;INSTITUCION EDUCATIVA LA PRESENTACION;JOSE ACEVEDO Y GOMEZ;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;VDA SAN JOSE DE PEÑAS BLANCAS;-76.20530148;4.695036262;-76.20530148;4.695036262;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;8;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;34.66;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.5;BAJA
850;276246000081;EL CAIRO;I.E LA PRESENTACIÓN SEDE SIMÓN BOLIVAR;RURAL;VEREDA GUADUALITO;SIMÓN BOLIVAR;3128463122;17;17;17;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;24.5/30;FAVORABLE CON REQUERIMIENTOS;2025-07-28;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;332;INSTITUCION EDUCATIVA LA PRESENTACION;SIMON BOLIVAR;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;VDA GUADUALITO;-76.22453136;4.72268083;-76.22453136;4.72268083;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;17;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;36.55;MEDIA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.66;BAJA
851;276246000439;EL CAIRO;I.E GILBERTO ALZATE AVENDAÑO SEDE MARCO FIDEL SUAREZ;RURAL;VEREDA SANTA RITA;MARCO FIDEL SUAREZ;3148889201;14;14;14;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;21.5/30;FAVORABLE CON REQUERIMIENTOS;2026-02-27;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;336;INSTITUCION EDUCATIVA  GILBERTO ALZATE AVENDAÑO;MARCO FIDEL SUAREZ;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA SANTA RITA;-76.16676597;4.80364337;-76.16676597;4.80364337;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;14;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.939;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;36.05;MEDIA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.62;BAJA
852;276246000552;EL CAIRO;I.E GILBERTO ALZATE AVENDAÑO SEDE AMPARO MORALES;RURAL;VEREDA LAS MARGARITAS;AMPARO MORALES;3148325329;12;12;12;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;21.5/30;FAVORABLE CON REQUERIMIENTOS;2026-02-27;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;342;INSTITUCION EDUCATIVA  GILBERTO ALZATE AVENDAÑO;AMPARO MORALES;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA LAS MARGARITAS;-76.19167411;4.760245094;-76.19167411;4.760245094;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;12;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.933;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;35.66;MEDIA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.58;BAJA
853;276246000170;EL CAIRO;I.E LA PRESENTACION SEDE CAMILO TORRES;RURAL;CORREGIMIENTO BELLA VISTA;CAMILO TORRES;3204995836;12;12;12;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;24.5/30;FAVORABLE CON REQUERIMIENTOS;2025-08-01;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;343;INSTITUCION EDUCATIVA LA PRESENTACION;CAMILO TORRES;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;CORREG BELLAVISTA;-76.244228;4.693084;-76.244228;4.693084;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;12;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;35.66;MEDIA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.58;BAJA
854;276246000242;EL CAIRO;I.E LA PRESENTACION SEDE MANUEL MARIN MALLARIN;RURAL;VEREDA EL BRILLANTE;MANUEL MARIN MALLARIN;3137019367;10;10;10;236;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;26.5/30;FAVORABLE CON REQUERIMIENTOS;2025-07-30;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;345;INSTITUCION EDUCATIVA LA PRESENTACION;MANUEL MARIA MALLARINO;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;VDA EL BRILLANTE;-76.26535765;4.754559669;-76.26535765;4.754559669;-76.22;4.76;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;10;2.019;IE LA PRESENTACION;LA PRESENTACIÓN;URBANA;KR 4 7 46;COINCIDENCIA_NOMBRE_FUERTE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;35.21;MEDIA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.55;BAJA
855;276246000633;EL CAIRO;I.E LA PRESENTACION SEDE SIETE DE AGOSTO;RURAL;LA SONORA;SIETE DE AGOSTO;3137860959;12;12;12;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;24/30;FAVORABLE CON REQUERIMIENTOS;2025-08-01;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;346;INSTITUCION EDUCATIVA LA PRESENTACION;SIETE DE AGOSTO;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;VDA LA SONORA;-76.2334743;4.69478047;-76.2334743;4.69478047;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;12;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;35.66;MEDIA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.58;BAJA
856;276246000641;EL CAIRO;I.E LA PRESENTACION SEDE RICARDO NIETO;RURAL;VEREDA EL JARDIN;RICARDO NIETO;3206271937;7;7;7;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;25/30;FAVORABLE CON REQUERIMIENTOS;2025-05-20;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;347;INSTITUCION EDUCATIVA LA PRESENTACION;RICARDO NIETO;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;VDA EL JARDIN;-76.23111245;4.717375832;-76.23111245;4.717375832;-76.23;4.72;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;7;2.019;IE LA PRESENTACION;SEDE RICARDO NIETO;RURAL;VDA. EL JARDÍN;COINCIDENCIA_NOMBRE_FUERTE;0.987;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;34.34;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.47;BAJA
857;276246000064;EL CAIRO;I.E LA PRESENTACION SEDE CRISTO REY;RURAL;VEREDA LA LAGUNA;CRISTO REY;3154892535;7;7;7;236;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;24.5/30;FAVORABLE CON REQUERIMIENTOS;2025-07-30;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;348;INSTITUCION EDUCATIVA LA PRESENTACION;CRISTO REY;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;VDA LA LAGUNA;-76.24304783;4.735992735;-76.24304783;4.735992735;-76.22;4.76;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;7;2.019;IE LA PRESENTACION;LA PRESENTACIÓN;URBANA;KR 4 7 46;COINCIDENCIA_NOMBRE_FUERTE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;34.34;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.47;BAJA
858;276250000109;EL DOVIO;I.E JOSE MARIA FALLA SEDE NICOLAS BARRERO OLANO;RURAL;VEREDA MATECAÑA;NICOLAS BARRERO OLANO;3200129851;12;12;12;687;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;24/30;FAVORABLE CON REQUERIMIENTOS;2026-02-19;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;402;INSTITUCION EDUCATIVA JOSE MARIA FALLA;NICOLAS BORRERO OLANO;ACTIVA;OFICIAL;UNICA;EDUCACIÓN BÁSICA PRIMARIA;VDA MATECAÑA;-76.22244129;4.499645805;-76.22244129;4.499645805;-76.24;4.51;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;12;2.019;IE JOSE MARIA FALLA;JOSE MARIA FALLA;URBANA;CL 15 12 79;COINCIDENCIA_NOMBRE_FUERTE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;35.66;MEDIA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.58;BAJA
859;276400000676;LA UNION;I.E QUEBRADAGRANDE SEDE ELIAS GIRON VINASCO;RURAL;VEREDA PORTACHUELO;ELIAS GIRON VINASCO;3206335872;7;7;7;16;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;26/30;FAVORABLE CON REQUERIMIENTOS;2025-09-02;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;543;INSTITUCION EDUCATIVA QUEBRADAGRANDE;C.E. ELÍAS GIRÓN VINASCO;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA EL POTACHUELO;-76.08764587;4.523293693;-76.08764587;4.523293693;-76.09;4.52;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;7;2.019;I.E. QUEBRADAGRANDE;C.E. ELÍAS GIRÓN VINASCO;RURAL;VDA. PORTACHUELO;COINCIDENCIA_NOMBRE_FUERTE;0.92;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;34.34;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.47;BAJA
860;276400000668;LA UNION;I.E QUEBRADAGRANDE SEDE JOSE ANCIZAR HENAO;RURAL;VEREDA LA CAMPESINA;JOSE ANCIZAR HENAO;3146593839;32;32;32;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;25/30;FAVORABLE CON REQUERIMIENTOS;2025-08-14;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;544;INSTITUCION EDUCATIVA QUEBRADAGRANDE;PBRO JOSE ANCIZAR HENAO;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA SECUNDARIA;VDA LA CAMPESINA;-76.15167717;4.533963196;-76.15167717;4.533963196;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;32;;;;;;POSIBLE_COINCIDENCIA_REVISAR;0.894;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;38.19;MEDIA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.8;BAJA
861;276400000340;LA UNION;IE JUAN DE DIOS GIRON SEDE SAN RAFAEL;RURAL;VEREDA EL BANCO;SAN RAFAEL;3108327423;4;4;4;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;25/30;FAVORABLE CON REQUERIMIENTOS;2025-08-05;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;549;INSTITUCION EDUCATIVA JUAN DE DIOS GIRON;SAN RAFAEL;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA EL BANCO;-76.04895108;4.531336271;-76.04895108;4.531336271;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;4;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;33.07;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.37;BAJA
862;276400000161;LA UNION;I.E JUAN DE DIOS GIRON SEDE SANTA TERESITA;RURAL;CORREGIMIENTO EL  LINDERO;SANTA TERESITA;3145432805;5;5;5;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;27/30;FAVORABLE CON REQUERIMIENTOS;2026-03-20;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;550;INSTITUCION EDUCATIVA JUAN DE DIOS GIRON;SANTA TERESITA;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;CORREG EL LINDERO;-76.0705316;4.501914236;-76.0705316;4.501914236;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;5;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;33.56;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.41;BAJA
863;276400000226;LA UNION;I.E QUEBRADA GRANDE SEDE HERMILA SALAZAR;RURAL;VEREDA EL LUCERO;HERMILA SALAZAR;3113405578;6;6;6;11;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;25/30;FAVORABLE CON REQUERIMIENTOS;2025-09-03;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;556;INSTITUCION EDUCATIVA QUEBRADAGRANDE;HERMILA SALAZAR;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA EL LUCERO;-76.10436158;4.520676286;-76.10436158;4.520676286;-76.1;4.52;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;6;2.019;I.E. QUEBRADAGRANDE;HERMILA SALAZAR;RURAL;VDA EL LUCERO;COINCIDENCIA_NOMBRE_FUERTE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;33.98;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.44;BAJA
864;276497000195;OBANDO;I.E SAN JOSE SEDE SIMON BOLIVAR;RURAL;CORREGIMIENTO JUAN DIAS;SIMON BOLIVAR;3148800425;4;4;4;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;25/30;FAVORABLE CON REQUERIMIENTOS;2025-08-26;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;586;INSTITUCION EDUCATIVA SAN JOSE;SIMON BOLIVAR;ACTIVA;OFICIAL;UNICA;EDUCACIÓN MEDIA;CORREG JUAN DIAZ;-76.02116;4.650525;-76.02116;4.650525;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;4;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;33.07;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.37;BAJA
865;276497000292;OBANDO;I.E MARIA ANALIA ORTIZ HORMAZA SEDE ALFONSO LOPEZ PUMAREJO;RURAL;VEREDA FRÍAS;ALFONSO LOPEZ PUMAREJO;3154673635;9;9;9;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO;NO REGISTRA;SD;SIN DATO;No Registra;NACIMIENTO PROPIO;SIN DATO;25.5/30;FAVORABLE CON REQUERIMIENTOS;2025-09-04;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;579;INSTITUCION EDUCATIVA MARIA ANALIA ORTIZ HORMAZA;ALFONSO LÓPEZ PUMAREJO;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN MEDIA;CORREG FRIAS;-75.908814;4.585542;-75.908814;4.585542;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;9;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.945;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;34.95;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.53;BAJA
866;276497000136;OBANDO;I.E MARIA ANALIA ORTIZ SEDE JUAN DEL CORRAL;RURAL;VEREDA PLAYA RICA;JUAN DEL CORRAL;No Registra;6;6;6;18;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO;NO REGISTRA;SD;SIN DATO;No Registra;NACIMIENTO PROPIO;SIN DATO;24.5/30;FAVORABLE CON REQUERIMIENTOS;2025-08-12;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;581;INSTITUCION EDUCATIVA MARIA ANALIA ORTIZ HORMAZA;JUAN DEL CORRAL;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN MEDIA;VDA PLAYA RICA;-75.892823;4.60337;-75.892823;4.60337;-75.89;4.6;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;6;2.019;IE MARIA ANALIA ORTIZ HORMAZA;JUAN DEL CORRAL;RURAL;VDA. PLAYA RICA;COINCIDENCIA_NOMBRE_FUERTE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;33.98;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.44;BAJA
867;276497000209;OBANDO;I.E MARIA ANALIA ORTIZ HORMANZA SEDE JOSE ACEVEDO Y GOMEZ;RURAL;VEREDA MONTEROSO;JOSE ACEVEDO Y GOMEZ;3123891550;14;14;14;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO;NO REGISTRA;SD;SIN DATO;No Registra;NACIMIENTO PROPIO;SIN DATO;26/30;FAVORABLE CON REQUERIMIENTOS;2025-09-04;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;588;INSTITUCION EDUCATIVA MARIA ANALIA ORTIZ HORMAZA;JOSE ACEVEDO Y GOMEZ;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN MEDIA;VDA MONTE ROSO;-75.901602;4.626791;-75.901602;4.626791;-75.9;4.63;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;14;2.019;IE MARIA ANALIA ORTIZ HORMAZA;JOSE ACEVEDO Y GOMEZ;RURAL;VDA. MONTERROSO;COINCIDENCIA_NOMBRE_FUERTE;0.935;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;36.05;MEDIA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.62;BAJA
