ID_MAESTRO;CODIGO_SISTEMA;MUNICIPIO;AMBITO;TIPO_SISTEMA;ARO;PERSONA_PRESTADORA;LOCALIDADES_ABASTECIDAS;SUSCRIPTORES;POBLACION;TIPO_SISTEMA_TRATAMIENTO;ALGUN_TIPO_TRATAMIENTO;ESTADO_MAESTRO;LATITUD;LONGITUD;VALIDACION_SISTEMA
ACUEDUCTO_0377;124276;LA CUMBRE;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 5.;CHICORALITO ALTO: TANQUE # 5.;7.0;28.0;Solo desinfección;0;ACTIVO;3.604725;-76.60994;EXISTENTE
ACUEDUCTO_0378;146170;LA CUMBRE;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 6.;CHICORALITO ALTO: TANQUE # 6.;16.0;40.0;Ninguno;0;ACTIVO;3.598681;-76.60955;EXISTENTE
ACUEDUCTO_0379;143339;LA CUMBRE;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 7A;CHICORALITO;13.0;40.0;Ninguno;0;ACTIVO;3.598689;-76.60955;EXISTENTE
ACUEDUCTO_0380;33122;LA CUMBRE;Rural;CENTRO POBLADO;Sur Cali;JUNTA DE AGUAS VEREDA LA VENTURA - JAGUVEN;LA VENTURA;224.0;896.0;Filtración Compacta;1;ACTIVO;3.635333;-76.57847;EXISTENTE
ACUEDUCTO_0381;133530;LA CUMBRE;Rural;CENTRO POBLADO;Sur Cali;JUNTA DE AGUAS VEREDA LA VENTURA JAGUVEN - SECTOR EL BOSQUE;SER EL BOSQUE;80.0;320.0;FD+Desinfección;1;ACTIVO;3.635333;-76.57847;EXISTENTE
ACUEDUCTO_0382;31843;LA CUMBRE;Urbano;CABECERA MUNICIPAL;Sur Cali;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-LA CUMBRE;PAVITAS , ALTO ARBOLEDAS, TIMBIO, TUNIA, LAS COLONIAS, MONTAÑITA LA CUMBRE, MONTAÑITA YUMBO, CORDOBITAS, EL RETIRO, LA VENTURA;2023.0;6595.0;Convencional;1;ACTIVO;3.661361;-76.57581;EXISTENTE
ACUEDUCTO_0383;93503;LA UNION;Rural;DISPERSA;Norte Cartago;ACUEDUCTO RURAL CORCEGA;CORCEGA;17.0;68.0;Pozo+Aireacion+Desinfección;1;ACTIVO;4.541931;-76.04868;EXISTENTE
ACUEDUCTO_0384;115780;LA UNION;Rural;DISPERSA;Norte Cartago;ACUEDUCTO VEREDAL LA AGUADA BAJA;LA AGUADA;32.0;128.0;Soluciones_Individuales;0;ACTIVO;4.564881;-76.10927;EXISTENTE
ACUEDUCTO_0385;96661;LA UNION;Rural;DISPERSA;Norte Cartago;ACUEDUCTO VEREDAL LA ISLA;LA ISLA;18.0;0.0;Pozo+Aireacion+Desinfección;1;ACTIVO;4.522675;-76.07836;EXISTENTE
ACUEDUCTO_0388;88217;LA UNION;Rural;CENTRO POBLADO;Norte Cartago;ASOCIACION DE USUARIOS ACUEDUCTO SAN PEDRO Y SAN LUIS ASUASPEL;SAN PEDRO Y SAN LUIS;778.0;3112.0;Convencional;1;ACTIVO;4.540467;-76.11253;EXISTENTE
ACUEDUCTO_0386;88295;LA UNION;Rural;CENTRO POBLADO;Norte Cartago;ASOCIACIÓN COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO QUEBRADA GRANDE DEL MUNICIPIO DE LA UNIÓN;QUEBRADA GRANDE, LA PLAYA, EL JORDÁN , VIOLETAS,VENTIADEROS,EL CEDRO, SABANAZO, EL CASTILLO,CARPINTE;365.0;1460.0;FIME (8% Soluciones_Individuales);1;ACTIVO;4.55355;-76.16506;EXISTENTE
ACUEDUCTO_0387;88287;LA UNION;Rural;CENTRO POBLADO;Norte Cartago;ASOCIACIÓN COMUNITARIA DE USUARIOS DEL ACUEDUCTO RURAL DE PÁJARO DE ORO ACUARPO;PAJARO DE ORO;156.0;0.0;Planta Modular;1;ACTIVO;4.530139;-76.11456;EXISTENTE
ACUEDUCTO_0389;87876;LA UNION;Rural;DISPERSA;Norte Cartago;ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA EL RINCÓN MUNICIPIO DE LA UNIÓN VALLE -ASOCURINCON;EL RINCON;45.0;180.0;Soluciones_Individuales;0;ACTIVO;4.548294;-76.13314;EXISTENTE
ACUEDUCTO_0390;126425;LA UNION;Rural;CENTRO POBLADO;Norte Cartago;ASUASPEL- ASOCIACIÓN DE USUARIOS ACUEDUCTO SAN PEDRO Y SAN LUIS - SECTOR SILOÉ-EL CARMEN #2;SECTOR SILOE;823.0;3292.0;Solo desinfección;0;ACTIVO;4.539853;-76.11379;EXISTENTE
ACUEDUCTO_0391;87883;LA UNION;Rural;DISPERSA;Norte Cartago;JUNTA ADMON ACUEDUCTO AJIZAL -TAMBORAL-LACHICA - LA AGUADA;EL AJIZAL ,TAMBORAL – LA CHICA – LA AGUADA;65.0;260.0;Soluciones_Individuales;0;ACTIVO;4.562669;-76.13006;EXISTENTE
ACUEDUCTO_0393;97356;LA VICTORIA;Rural;DISPERSA;Norte Cartago;ACUEDCUTO RURAL VEREDA LA SIBERIA;LA SIBERIA;7.0;28.0;Ninguno;0;ACTIVO;4.475606;-75.92362;EXISTENTE
ACUEDUCTO_0394;133552;LA VICTORIA;Rural;DISPERSA;Norte Cartago;ACUEDUCTO RURAL SIERRA MOCHA;SIERRA MOCHA;7.0;28.0;Pozo;0;ACTIVO;4.464186;-75.90613;EXISTENTE
ACUEDUCTO_0395;88300;LA VICTORIA;Rural;CENTRO POBLADO;Norte Cartago;ACUEDUCTO RURAL VEREDA RIVERALTA;RIVERA ALTA;60.0;240.0;Solo desinfección;0;ACTIVO;4.511192;-75.88481;EXISTENTE
ACUEDUCTO_0396;88303;LA VICTORIA;Rural;CENTRO POBLADO;Norte Cartago;ASOCIACION DE USUARIOS ACUEDUCTO RURAL COMUNITARIO DE TAGUALES;TAGUALES;35.0;0.0;Pozo+Aireacion+Desinfección;1;ACTIVO;4.459019;-75.91049;EXISTENTE
ACUEDUCTO_0397;88298;LA VICTORIA;Rural;CENTRO POBLADO;Norte Cartago;ASOCIACION JUNTA ADMINISTRADORA DEL ACUEDUCTO RURAL MIRAVALLES;MIRAVALLES;96.0;384.0;Solo desinfección;0;ACTIVO;4.526303;-75.91081;EXISTENTE
ACUEDUCTO_0398;86247;LA VICTORIA;Urbano;CABECERA MUNICIPAL;Norte Cartago;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - LA VICTORIA;URBANO, SAN JOSE, HOLGUIN, EL GUAYABO;4100.0;16400.0;Convencional;1;ACTIVO;4.5183;-76.05752;EXISTENTE
ACUEDUCTO_0400;86901;OBANDO;Rural;CENTRO POBLADO;Norte Cartago;ASOCIACION DE ACUEDUCTO VEREDAL EL CHUZO SALEM LIMONES;YUCATAN ,CHUZO,SALEM ,LIMONES;32.0;128.0;Ninguno;0;ACTIVO;4.556136;-75.9246;EXISTENTE
ACUEDUCTO_0401;86231;OBANDO;Rural;DISPERSA;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO AGUAS, AGUA Y VIDA YUCATAN Y LIMONES;DE YUCATAN Y LIMONES;32.0;128.0;Ninguno;0;ACTIVO;4.563086;-75.94019;EXISTENTE
ACUEDUCTO_0402;14639;OBANDO;Rural;DISPERSA;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA BUENOS AIRES - AGUAS DE BUENOS AIRES;BUENOS AIRES;25.0;100.0;Soluciones_Individuales;1;ACTIVO;4.592964;-75.87641;EXISTENTE
ACUEDUCTO_0403;86910;OBANDO;Rural;DISPERSA;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA MARCOPOLIS;MARCOPILIS;10.0;40.0;Solo desinfección;0;ACTIVO;4.646369;-75.92881;EXISTENTE
ACUEDUCTO_0404;88222;OBANDO;Rural;CENTRO POBLADO;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO DE SAN ISIDRO;SAN ISIDRO;52.0;208.0;FIME;1;ACTIVO;4.570078;-75.89671;EXISTENTE
ACUEDUCTO_0405;14638;OBANDO;Rural;CENTRO POBLADO;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO CORREGIMIENTO VILLARODAS # 2;VILLA RODAS;70.0;280.0;Soluciones_Individuales;1;ACTIVO;4.615872;-75.88435;EXISTENTE
ACUEDUCTO_0406;88218;OBANDO;Rural;CENTRO POBLADO;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO VILLARODAS # 1;CORREGIMIETO VILLA RODAS;60.0;240.0;Solo desinfección;0;ACTIVO;4.614478;-75.88371;EXISTENTE
ACUEDUCTO_0407;87875;OBANDO;Rural;DISPERSA;Norte Cartago;JUNTA ADMINISTRADORA ACUEDUCTO SALEM;JUNTA ADMINISTRADORA ACUEDU SALEM;12.0;48.0;Ninguno;0;ACTIVO;4.548136;-75.88709;EXISTENTE
ACUEDUCTO_0408;86232;OBANDO;Rural;CENTRO POBLADO;Norte Cartago;JUNTA ADMINISTRADORA DEL ACUEDUCTO DE CRUCES;CRUCES;85.0;340.0;FD+Desinfección;1;ACTIVO;4.645153;-75.91974;EXISTENTE
ACUEDUCTO_0410;86234;OBANDO;Urbano;CABECERA MUNICIPAL;Norte Cartago;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-OBANDO;URBANO, EL PLEITO, MOLINA, JUAN DIAZ;2994.0;11976.0;Convencional;1;ACTIVO;4.57565;-75.9733;EXISTENTE
ACUEDUCTO_0411;34628;PRADERA;Rural;DISPERSA;Sur Cali;ACUEDUCTO EL NOGAL;EL NOGAL;25.0;100.0;Ninguno;0;ACTIVO;3.418081;-76.15393;EXISTENTE
ACUEDUCTO_0412;33117;PRADERA;Rural;CENTRO POBLADO;Sur Cali;ACUEDUCTO EL RECREO;EL RECREO ALTO , EL RECREO BAJO.;164.0;656.0;Soluciones_Individuales;1;ACTIVO;3.397861;-76.20279;EXISTENTE
ACUEDUCTO_0413;34627;PRADERA;Rural;CENTRO POBLADO;Sur Cali;ACUEDUCTO LA FERIA PLANADA;LA FERIA;100.0;400.0;Solo desinfección;0;ACTIVO;3.424528;-76.15339;EXISTENTE
ACUEDUCTO_0414;34629;PRADERA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION COMUNITARIA ADMINISTRADORA ACUEDUCTO DOMESTICO CRGT POTRERITO - AGUASALUD POTRERITO;POTRERITO;298.0;1192.0;Solo desinfección;0;ACTIVO;3.420019;-76.18781;EXISTENTE
ACUEDUCTO_0415;31578;PRADERA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DEL CRGT DE LOMITAS - ACUASALUD LOMITAS;LOMITAS;344.0;1376.0;FIME;1;ACTIVO;3.408167;-76.21939;EXISTENTE
ACUEDUCTO_0416;104022;PRADERA;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA ACUEDUCTO COMUNITARIO SAN ISIDRO;SAN ISIDRO;70.0;280.0;Ninguno;0;ACTIVO;3.398944;-76.18978;EXISTENTE
ACUEDUCTO_0417;104718;PRADERA;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA ACUEDUCTO DEL CORREGIMIENTO DE BOLIVAR - ACUASALUD BOLIVAR;BOLIVAR;15.0;60.0;Soluciones_Individuales;0;ACTIVO;3.382806;-76.19781;EXISTENTE
ACUEDUCTO_0418;103953;PRADERA;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA ACUEDUCTO EL RETIRO ESP.;EL RETIRO;46.0;184.0;Ninguno;0;ACTIVO;3.447861;-76.14453;EXISTENTE
ACUEDUCTO_0420;33745;PRADERA;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA LOCAL ACUEDUCTO SAN ANTONIO;SAN ANTONIO;45.0;180.0;Ninguno;0;ACTIVO;3.401;-76.17967;EXISTENTE
ACUEDUCTO_0421;30210;PRADERA;Urbano;CABECERA MUNICIPAL;Sur Cali;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - PRADERA;URBANO, LA GRANJA, LA TUPIA, BOLO ARTONAL, LA FLORESTA;12970.0;51980.0;Convencional;1;ACTIVO;3.399453;-76.30308;EXISTENTE
ACUEDUCTO_0422;112090;RESTREPO;Rural;DISPERSA;Centro Tuluá;ACUAPALTRES;BUEN VIVIR (107), TRES PUERTAS (77), COLEGURRE (22), VENTAQUEMADO (17), LA PALMA (120), MONTERREDOND;491.0;1964.0;Solo desinfección;0;ACTIVO;3.798108;-76.51399;EXISTENTE
ACUEDUCTO_0423;103474;RESTREPO;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO AGUALINDA BAJO;AGUALINDA BAJO;9.0;36.0;Soluciones_Individuales;0;ACTIVO;3.828956;-76.50326;EXISTENTE
ACUEDUCTO_0424;116231;RESTREPO;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO ALTO DEL OSO - LA ESPERANZA;LA ESPERANZA;17.0;68.0;Ninguno;0;ACTIVO;3.826744;-76.47888;EXISTENTE
ACUEDUCTO_0425;134111;RESTREPO;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO ALTO DEL OSO LA FLORIDA Y LA CAMELIA;ALTO DEL OSO LA FLORIDA Y LA CAMELIA;11.0;44.0;Filtración Compacta;1;ACTIVO;3.822928;-76.4739;EXISTENTE
ACUEDUCTO_0426;121420;RESTREPO;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO ALTO EL OSO - LA CAMELIA;ALTO DEL OSO;11.0;44.0;Soluciones_Individuales;1;ACTIVO;3.826744;-76.47888;EXISTENTE
ACUEDUCTO_0427;107789;RESTREPO;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO BOMBAY;BOMBAY;32.0;128.0;Ninguno;0;ACTIVO;3.804875;-76.50069;EXISTENTE
ACUEDUCTO_0429;104370;RESTREPO;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO LA BELMIRA;LA BELMIRA;32.0;128.0;Soluciones_Individuales;1;ACTIVO;3.831156;-76.61907;EXISTENTE
ACUEDUCTO_0430;120388;RESTREPO;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO LA SOLEDAD;LA SOLEDAD;15.0;60.0;Soluciones_Individuales;0;ACTIVO;3.4421;-76.44291;EXISTENTE
ACUEDUCTO_0431;130096;RESTREPO;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO RURAL ALTO ZABALETAS;ALTO ZABALETAS;12.0;48.0;Ninguno;0;ACTIVO;3.822083;-76.62342;EXISTENTE
ACUEDUCTO_0432;119605;RESTREPO;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO SAN MARTIN 2;SAN MARTIN;19.0;76.0;Soluciones_Individuales;0;ACTIVO;3.820772;-76.47804;EXISTENTE
ACUEDUCTO_0433;116423;RESTREPO;Rural;DISPERSA;Centro Tuluá;ASOCIACION ACUEDUCTO COMUNITARIO QUEBRADA CALABAZAS- SAN PABLO - ACOCALABAZAS;LAS BRISAS, PARTE DE ALTA DE VIJES, LA MERCED Y;123.0;492.0;Solo desinfección;0;ACTIVO;3.808744;-76.47859;EXISTENTE
ACUEDUCTO_0434;133061;RESTREPO;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE ACUEDUCTO VEREDAL ALTO SAN PABLO;ALTO SAN PABLO;30.0;0.0;Ninguno;0;ACTIVO;3.817861;-76.54479;EXISTENTE
ACUEDUCTO_0435;115373;RESTREPO;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE SUSCRIPTORES DEL SISTEMA DE SUMINISTRO DE AGUA RURAL COMUNITARIA DE LA VEREDA ALBANIA CORREGIMIENTO DE ZABALETAS MUNICIPIO DE RESTREPO;LA ALBANIA;65.0;260.0;Ninguno;0;ACTIVO;3.812783;-76.61842;EXISTENTE
ACUEDUCTO_0436;120387;RESTREPO;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS ACUEDUCTO EL DIAMANTE;EL DIAMANTE;32.0;128.0;Solo desinfección;0;ACTIVO;3.822017;-76.49257;EXISTENTE
ACUEDUCTO_0437;65691;RESTREPO;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS DEL ACUEDUCTO ACUA PUERTA NEGRA;PUERTA NEGRA;45.0;180.0;Filtración Compacta;1;ACTIVO;3.854656;-76.57649;EXISTENTE
ACUEDUCTO_0438;58639;RESTREPO;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS DEL ACUEDUCTO AGUACATE-POTERILLO;POTRERILLO;98.0;392.0;FIME;1;ACTIVO;3.721028;-76.55581;EXISTENTE
ACUEDUCTO_0439;103473;RESTREPO;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS DEL ACUEDUCTO AGUALINDA ALTO;AGUALINDA ALTO;9.0;36.0;Soluciones_Individuales;0;ACTIVO;3.826411;-76.50113;EXISTENTE
ACUEDUCTO_0440;62249;RESTREPO;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA CUENCA DEL ALTO CIELO Y LA TESALIA ESP;ALTO CIELO Y LA TESALIA;;;Filtración Compacta;1;ACTIVO;3.814467;-76.49613;EXISTENTE
ACUEDUCTO_0441;117141;RESTREPO;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA LA ITALIA - ACUAITALIA;LA ITALIA;50.0;200.0;Ninguno;0;ACTIVO;3.830575;-76.52223;EXISTENTE
ACUEDUCTO_0443;58640;RESTREPO;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS DEL SISTEMA Y SUMINISTRO DE AGUA DE LA VEREDA CALIMITA;CALIMITA;85.0;340.0;Filtración Compacta;1;ACTIVO;3.825875;-76.54448;EXISTENTE
ACUEDUCTO_0444;114304;RESTREPO;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS LA FLORIDA - ALTO DEL OSO 3;LA CAMELIA, INSTITUCION EDUCATIVA, EL JARDIN;10.0;0.0;Ninguno;0;ACTIVO;3.822928;-76.4739;EXISTENTE
ACUEDUCTO_0445;62093;RESTREPO;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS VEREDA AGUA MONA;AGUA MONA;64.0;256.0;Solo desinfección;0;ACTIVO;3.848556;-76.521;EXISTENTE
ACUEDUCTO_0446;59537;RESTREPO;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS Y/O SUSCRIPTORES DEL SERVICIO DE AGUA POTABLE DE LA VEREDA SANTA ROSA - AVESARO;SANTA ROSA;97.0;388.0;Soluciones_Individuales (30%);1;ACTIVO;3.811411;-76.48893;EXISTENTE
ACUEDUCTO_0447;121430;RESTREPO;Rural;DISPERSA;Centro Tuluá;ASOCIACION USUARIOS COMUNIDAD VDA SAN SALVADOR Y EL SILENCIO - EL SILENCIO;EL SILENCIO;73.0;292.0;Solo desinfección;0;ACTIVO;3.801128;-76.60946;EXISTENTE
ACUEDUCTO_0448;104574;RESTREPO;Rural;CENTRO POBLADO;Centro Tuluá;ASOCIACION USUARIOS COMUNIDAD VDA SAN SALVADOR Y EL SILENCIO - SAN SALVADOR;SAN SALVADOR;49.0;196.0;Ninguno;0;ACTIVO;3.801128;-76.60946;EXISTENTE
ACUEDUCTO_0449;117087;RESTREPO;Rural;DISPERSA;Centro Tuluá;ASOCIACION USUARIOS DEL ACUEDUCTO AGUA DE DIOS;EL AGRADO;20.0;80.0;Soluciones_Individuales;0;ACTIVO;3.804806;-76.49974;EXISTENTE
ACUEDUCTO_0442;43084;RESTREPO;Rural;DISPERSA;Sur Cali;ASOCIACIÓN DE USUARIOS DEL SERVICIO DE AGUA POTABLE PUEBLO NUEVO Y CABILDO NIAZA-ACUANIPU;PUEBLO NUEVO,CABILDO NIAZA (RESTREPO);94.0;376.0;FIME;1;ACTIVO;3.774444;-76.47919;EXISTENTE
ACUEDUCTO_0450;65689;RESTREPO;Rural;DISPERSA;Centro Tuluá;ASOCIACON DE USUARIOS DEL SERVICIO DE AGUA DEL ACEUDUCTO PLAYA RICA - LA GUAIRA;PLAYA RICA;90.0;360.0;Solo desinfección;0;ACTIVO;3.827764;-76.59367;EXISTENTE
ACUEDUCTO_0451;109633;RESTREPO;Rural;DISPERSA;Centro Tuluá;JUNTA ADMINISTRADORA ACUEDUCTO DOS PIEDRAS;RIO GRANDE;36.0;144.0;Soluciones_Individuales;1;ACTIVO;3.755825;-76.56303;EXISTENTE
ACUEDUCTO_0452;125767;RESTREPO;Rural;DISPERSA;Centro Tuluá;JUNTA ADMINISTRADORA ACUEDUCTO ROMAN;ROMAN;23.0;92.0;Soluciones_Individuales;0;ACTIVO;3.771183;-76.57909;EXISTENTE
ACUEDUCTO_0453;143556;RESTREPO;Rural;DISPERSA;Centro Tuluá;PARCELACION ECOLOGICA VILLA DEL SOL;PARCELACION ECOLOGICA VILLA DEL SOL;52.0;208.0;Ninguno;0;ACTIVO;3.800833;-76.54292;EXISTENTE
ACUEDUCTO_0455;58657;RESTREPO;Urbano;CABECERA MUNICIPAL;Centro Tuluá;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-RESTREPO;URBANO, AGUALINDA, EL AGRADO, AGUAMONA, CALIMITA, SAN PABLO, EL MADROÑAL, EL TRANSPORTE;4350.0;17400.0;Convencional;1;ACTIVO;3.82328;-76.52113;EXISTENTE
ACUEDUCTO_0456;70676;RESTREPO;Rural;DISPERSA;Centro Tuluá;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-TABLEROS;TABLEROS;429.0;1716.0;Convencional;1;ACTIVO;3.852786;-76.55223;EXISTENTE
ACUEDUCTO_0457;125791;RIO FRIO;Rural;DISPERSA;Centro Tuluá;ACUAMIRAVALLE;MIRAVALLE ALTO;32.0;128.0;Ninguno;0;ACTIVO;4.049175;-76.38447;EXISTENTE
ACUEDUCTO_0458;125433;RIO FRIO;Rural;DISPERSA;Centro Tuluá;ACUARABIA;EL DINDE, LA ARABIA , HOJAS ANCHAS;55.0;220.0;Ninguno;0;ACTIVO;4.152328;-76.37058;EXISTENTE
ACUEDUCTO_0459;125716;RIO FRIO;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO DOS QUEBRADAS;EL RUBI;26.0;104.0;Ninguno;0;ACTIVO;4.01945;-76.40058;EXISTENTE
ACUEDUCTO_0460;130405;RIO FRIO;Rural;CENTRO POBLADO;Centro Tuluá;ACUEDUCTO LAS BRISAS;LAS BRISAS;12.0;36.0;Soluciones_Individuales;1;ACTIVO;4.121944;-76.3875;EXISTENTE
ACUEDUCTO_0461;113701;RIO FRIO;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO MIRAVALLE;MIRAVALLE;27.0;108.0;Ninguno;0;ACTIVO;4.040844;-76.40027;EXISTENTE
ACUEDUCTO_0462;61929;RIO FRIO;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO MORROPLANCHO BAJO;MORROPLANCHO BAJO;20.0;80.0;Solo desinfección;0;ACTIVO;4.131944;-76.375;EXISTENTE
ACUEDUCTO_0463;113256;RIO FRIO;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO RURAL COROZAL;COROZAL;62.0;248.0;Soluciones_Individuales;0;ACTIVO;4.030508;-76.39806;EXISTENTE
ACUEDUCTO_0464;113258;RIO FRIO;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO RURAL SAN ALFONSO;SAN ALFONSO;36.0;144.0;Ninguno;0;ACTIVO;4.117239;-76.39735;EXISTENTE
ACUEDUCTO_0466;122338;RIO FRIO;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO VEREDA EL CARMEN;EL CARMEN;33.0;132.0;Soluciones_Individuales;1;ACTIVO;4.123894;-76.42224;EXISTENTE
ACUEDUCTO_0467;125719;RIO FRIO;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO VEREDA EL RUBI SECTOR LA CANCHA;EL RUBI;30.0;120.0;Soluciones_Individuales;1;ACTIVO;4.017886;-76.40751;EXISTENTE
ACUEDUCTO_0468;104015;RIO FRIO;Rural;CENTRO POBLADO;Centro Tuluá;AGUA SULTANA;LA SULTANA;35.0;140.0;Solo desinfección;0;ACTIVO;4.117169;-76.28479;EXISTENTE
ACUEDUCTO_0469;63927;RIO FRIO;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS ACUEDUCTO AGUAS ARRIBA- LA JUDEA;LA JUDEA (120407);30.0;120.0;Solo desinfección;0;ACTIVO;4.105297;-76.40301;EXISTENTE
ACUEDUCTO_0470;61928;RIO FRIO;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA DE CALABAZAS;CALABAZAS;118.0;472.0;Ninguno;0;ACTIVO;4.036067;-76.38801;EXISTENTE
ACUEDUCTO_0471;113536;RIO FRIO;Rural;CENTRO POBLADO;Centro Tuluá;ASOCIACION DE USUARIOS DEL ACUEDUCTO EL DIAMANTE - LA ZULIA;LA ZULIA;58.0;232.0;Solo desinfección;0;ACTIVO;4.093542;-76.38352;EXISTENTE
ACUEDUCTO_0472;122336;RIO FRIO;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL CAMPESINO DE LA VEREDA LA CRISTALINA;LA CRISTALINA;25.0;100.0;Ninguno;0;ACTIVO;4.125267;-76.39933;EXISTENTE
ACUEDUCTO_0473;58606;RIO FRIO;Rural;CENTRO POBLADO;Centro Tuluá;FUNDACION DE USUARIOS DEL ACUEDUCTO COREGIMIENTO FENICIA;PUERTO FENICIA;776.0;3108.0;Solo desinfección;0;ACTIVO;4.076692;-76.3864;EXISTENTE
ACUEDUCTO_0474;59156;RIO FRIO;Rural;CENTRO POBLADO;Centro Tuluá;FUNDACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA DE MADRIGAL;MADRIGAL;72.0;288.0;Solo desinfección;0;ACTIVO;4.1802;-76.25993;EXISTENTE
ACUEDUCTO_0475;59636;RIO FRIO;Rural;CENTRO POBLADO;Centro Tuluá;FUNDACION DE USUARIOS DEL ACUEDUCTO DEL CORREGIMIENTO DE PORTUGAL DE PIEDRAS - ACUEPORT;PORTUGAL DE PIEDRAS;131.0;650.0;Solo desinfección;0;ACTIVO;4.051786;-76.365;EXISTENTE
ACUEDUCTO_0476;58946;RIO FRIO;Rural;CENTRO POBLADO;Centro Tuluá;"FUNDACION USUARIOS ACUEDUCTO SALONICA ""ACUASALONICA""";SALÓNICA;850.0;3200.0;FIME;1;ACTIVO;4.127136;-76.37171;EXISTENTE
