ID_MAESTRO;CODIGO_SISTEMA;MUNICIPIO;AMBITO;TIPO_SISTEMA;ARO;PERSONA_PRESTADORA;LOCALIDADES_ABASTECIDAS;SUSCRIPTORES;POBLACION;TIPO_SISTEMA_TRATAMIENTO;ALGUN_TIPO_TRATAMIENTO;ESTADO_MAESTRO;LATITUD;LONGITUD;VALIDACION_SISTEMA
ACUEDUCTO_0196;34212;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS, ACUEDUCTO SAN JOSE DEL SALADO - ACUASALADO;SAN JOSE DEL SALADO , PARTE BAJA;340.0;1360.0;Solo desinfección;0;ACTIVO;3.561139;-76.71369;EXISTENTE
ACUEDUCTO_0197;45410;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS, ACUEDUCTO SAN JOSE DEL SALADO PARTE ALTA - ASUSAL;SAN JOSE DEL SALADO , PARTE ALTA;155.0;620.0;Solo desinfección;0;ACTIVO;3.555139;-76.71741;EXISTENTE
ACUEDUCTO_0198;38166;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION EMPRESA COMUNITARIA ACUASALUD ALTO DE LAS TORTOLAS - ACUASALUD ALTO DE LAS TORTOLAS;ALTO DE LAS TORTOLAS;400.0;1600.0;Solo desinfección;0;ACTIVO;3.537789;-76.65913;EXISTENTE
ACUEDUCTO_0200;105134;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION EMPRESA COMUNITARIA ACUEDUCTO BORRERO AYERBE - ECASP. ESP. - KM 28 AMBICHINTE;BORRERO AYERBE (KM 28);158.0;632.0;FIME;1;ACTIVO;3.564239;-76.636;EXISTENTE
ACUEDUCTO_0201;33510;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION EMPRESA COMUNITARIA DE ACUEDUCTO DE BORRERO AYERBE - ECASP. ESP. - KM 30;BORRERO AYERBE (KM30);2173.0;8692.0;FIME;1;ACTIVO;3.571653;-76.65;EXISTENTE
ACUEDUCTO_0202;110058;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION EMPRESA COMUNITARIA DE ACUEDUCTO DE LA PARCELACION HATOCHICO - SAN DIEGO - ACUASALUD HATO;PARCELACION HATO CHICO;80.0;320.0;Solo desinfección;0;ACTIVO;3.571972;-76.66908;EXISTENTE
ACUEDUCTO_0203;32191;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION RURAL ACUEDUCTO CENTELLA PARTE ALTA;CENTELLA ALTA;48.0;0.0;Ninguno;0;ACTIVO;3.618083;-76.62908;EXISTENTE
ACUEDUCTO_0178;41031;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACIÓN DE USUARIOS DE ACUEDUCTO Y SERVICIOS BÁSICOS PUEBLO NUEVO-A.U.AS.B;PUEBLO NUEVO;240.0;968.0;Solo desinfección;0;ACTIVO;3.582111;-76.62811;EXISTENTE
ACUEDUCTO_0179;145415;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO COMUNITARIO QUEBRADA LA CLEMENTINA;LA CLEMENTINA;32.0;128.0;Ninguno;0;ACTIVO;3.534653;-76.64667;EXISTENTE
ACUEDUCTO_0189;119865;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACIÓN DE USUARIOS DEL SERVICIO DE AGUA POTABLE DEL LIMONAR MUNICIPIO DE DAGUA;LIMONAR;137.0;548.0;Solo desinfección;0;ACTIVO;3.608703;-76.71041;EXISTENTE
ACUEDUCTO_0194;35015;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACIÓN DE USUARIOS DEL SERVICIO DE AGUA Y ALCANTARILLADO SAN VICENTE KM 95 ALTO CAMELIAS CENTELL;LAS CAMELIAS KM 95 ALTO;220.0;880.0;Solo desinfección;0;ACTIVO;3.643667;-76.66981;EXISTENTE
ACUEDUCTO_0204;51279;DAGUA;Rural;DISPERSA;Sur Cali;CONCEJO COMUNITARIO DE CORREGIMIENTO LA ELSA.;LA ELSA.;14.0;56.0;Ninguno;0;ACTIVO;3.5795;-76.78163;EXISTENTE
ACUEDUCTO_0205;135368;DAGUA;Rural;CENTRO POBLADO;Sur Cali;CONDOMINIO CAMPESTRE COLINAS DE TOCOTA;TOCOTA DAGUA;78.0;312.0;Solo desinfección;0;ACTIVO;3.514692;-76.64765;EXISTENTE
ACUEDUCTO_0206;124279;DAGUA;Rural;DISPERSA;Sur Cali;CONJUNTO CAMPESTRE AMBICHINTE;CONJUNTO CAMPESTRE AMBICHINTE;81.0;324.0;Planta Modular;1;ACTIVO;3.566122;-76.63196;EXISTENTE
ACUEDUCTO_0366;33140_1;DAGUA;Rural;CENTRO POBLADO;Sur Cali;CORPORACIÓN REGIONAL DE ACUEDUCTO ALCANTARILLADO Y SERVICIOS DE SANEAMIENTO BÁSICO MARIA PIÑAL - CORABASE-E.S.P.;LA MARÍA 430 (LA CUMBRE), EL PIÑAL 665 (DAGUA).;400.0;1600.0;Solo desinfección;0;AJUSTADO_DUPLICADO;3.688389;-76.6435;EXISTENTE
ACUEDUCTO_0207;134185;DAGUA;Rural;DISPERSA;Sur Cali;EMPRESA COMUNITARIA ACUEDUCTO RURAL COLECTIVO LAS BRISAS - ECOABRISAS;LAS BRISAS;135.0;540.0;Solo desinfección;0;ACTIVO;3.609611;-76.63956;EXISTENTE
ACUEDUCTO_0208;35014;DAGUA;Rural;CENTRO POBLADO;Sur Cali;EMPRESA COMUNITARIA DE ACUEDUCTO RURAL EL PALMAR SECTOR LA VIBORA;EL PALMAR , LA VIBORA;163.0;652.0;Solo desinfección;0;ACTIVO;3.599694;-76.64625;EXISTENTE
ACUEDUCTO_0209;113450;DAGUA;Rural;CENTRO POBLADO;Sur Cali;EMPRESA COMUNITARIA DE ACUEDUCTO RURAL EL PALMAR SECTOR LA VIRGEN;EL PALMAR , LA VIRGEN;280.0;980.0;Solo desinfección;0;ACTIVO;3.603083;-76.64647;EXISTENTE
ACUEDUCTO_0210;28231;DAGUA;Rural;DISPERSA;Sur Cali;EMPRESA DE SERVICIO PRIVADO ACUASALUD EL CARMELO;PARCELACION EL CARMELO;374.0;1496.0;Solo desinfección;0;ACTIVO;3.544783;-76.66725;EXISTENTE
ACUEDUCTO_0211;115852;DAGUA;Rural;DISPERSA;Sur Cali;JAC ACUEDUCTO SECTOR LA ESCUELA VEREDA LOMALTA;LOMALTA;240.0;960.0;Ninguno;0;ACTIVO;3.510064;-76.63335;EXISTENTE
ACUEDUCTO_0212;30197;DAGUA;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA ACUEDUCTO AGUAS CLARAS;BORRERO AYERBE (BARRIO COREA);109.0;436.0;Solo desinfección;0;ACTIVO;3.577283;-76.64651;EXISTENTE
ACUEDUCTO_0213;128439;DAGUA;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA ACUEDUCTO PARAGUITAS JAACUPAR;JORDANCITO , PARAGUITAS;200.0;800.0;Solo desinfección;0;ACTIVO;3.518831;-76.66646;EXISTENTE
ACUEDUCTO_0214;109610;DAGUA;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA DE ACUEDUCTO PEÑAS RUCIAS VEREDA EL JORDANCITO, SAN BERNARDO. DAGUA - VALLE;JORDANCITO;187.0;748.0;Solo desinfección;0;ACTIVO;3.502611;-76.66528;EXISTENTE
ACUEDUCTO_0215;112959;DAGUA;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA DE ACUEDUCTO TRAPICHE - LA YOLOMBA;TRAPICHE , LA YOLOMBA;150.0;525.0;Soluciones_Individuales;0;ACTIVO;3.778167;-76.64664;EXISTENTE
ACUEDUCTO_0216;39037;DAGUA;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA DE AGUAS, VEREDA EL JORDAN, DAGUA - ACUASALUD E.S.P.;JORDAN;160.0;640.0;Solo desinfección;0;ACTIVO;3.521111;-76.67492;EXISTENTE
ACUEDUCTO_0218;51613;DAGUA;Rural;DISPERSA;Sur Cali;JUNTA DE ACCION COMUNAL VEREDA EL DIVISO. PERSONERIA JURIDICA 069;EL DIVISO;65.0;260.0;FD+Desinfección;1;ACTIVO;3.519306;-76.65283;EXISTENTE
ACUEDUCTO_0217;135197;DAGUA;Rural;DISPERSA;Sur Cali;JUNTA DE ACCIÓN COMUNAL VEREDA BEN HUR;BEN HUR;41.0;164.0;Ninguno;0;ACTIVO;3.492278;-76.65353;EXISTENTE
ACUEDUCTO_0219;145509;DAGUA;Rural;DISPERSA;Sur Cali;JUNTA DE ACCIÓN COMUNAL VEREDA LA ESMERALDA;LA ESMERALDA;31.0;52.0;Ninguno;0;ACTIVO;3.649217;-76.71553;EXISTENTE
ACUEDUCTO_0221;121524;DAGUA;Rural;DISPERSA;Sur Cali;PARCELACION EL ENSUEÑO SEGUNDA ETAPA;PARCELACION EL ENSUEÑO ETAPA 2 SERES: A , B.;43.0;172.0;FD+Desinfección;1;ACTIVO;3.561944;-76.60556;EXISTENTE
ACUEDUCTO_0222;151165;DAGUA;Rural;DISPERSA;Sur Cali;PARCELACION SAN FERNANDO;PARCELACION SAN FERNANDO;392.0;1568.0;Solo desinfección;0;ACTIVO;3.658406;-76.6908;EXISTENTE
ACUEDUCTO_0223;34221;DAGUA;Rural;CENTRO POBLADO;Sur Cali;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - EL CARMEN;EL CARMEN,BAHONDO,JUNTAS,LA VIRGINIA,AGUA SUCIA,BORRERO AYERBE,ALTO CARMEN;863.0;3462.0;Filtración Compacta;1;ACTIVO;3.565292;-76.57585;EXISTENTE
ACUEDUCTO_0224;29759;DAGUA;Urbano;CABECERA MUNICIPAL;Sur Cali;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA;URBANO, El CARMEN;3825.0;15300.0;Convencional;1;ACTIVO;3.659139;-76.68886;EXISTENTE
ACUEDUCTO_0225;144306;EL AGUILA;Rural;DISPERSA;Norte Cartago;ACUEDUCTO RURAL EL NARANJO -JAC;EL NARANJO;13.0;52.0;Ninguno;0;ACTIVO;4.928961;-76.03155;EXISTENTE
ACUEDUCTO_0226;148293;EL AGUILA;Rural;DISPERSA;Norte Cartago;ACUEDUCTO RURAL LA JUDEA 2 -EL BRILLANTE;EL BRILLANTE;23.0;0.0;Soluciones_Individuales;1;ACTIVO;4.952156;-76.0642;EXISTENTE
ACUEDUCTO_0227;81605;EL AGUILA;Rural;DISPERSA;Norte Cartago;ACUEDUCTO RURAL VEREDA LA GUERRA;LA GUERRA;20.0;80.0;Ninguno;0;ACTIVO;4.920264;-76.02971;EXISTENTE
ACUEDUCTO_0228;103590;EL AGUILA;Rural;DISPERSA;Norte Cartago;ACUEDUCTO VEREDA EL CORAZON;EL CORAZON;10.0;40.0;Ninguno;0;ACTIVO;4.878286;-76.07258;EXISTENTE
ACUEDUCTO_0229;128788;EL AGUILA;Rural;DISPERSA;Norte Cartago;ASOCIACION DE USUARIOS ACUEDUCTO LA ALBANIA;LA ALBANIA;33.0;132.0;Ninguno;0;ACTIVO;4.858314;-76.08634;EXISTENTE
ACUEDUCTO_0230;81103;EL AGUILA;Rural;DISPERSA;Norte Cartago;ASOCIACION DE USUARIOS ACUEDUCTO LA JUDEA;LA JUDEA;38.0;152.0;Soluciones_Individuales;1;ACTIVO;4.955492;-76.06062;EXISTENTE
ACUEDUCTO_0231;109329;EL AGUILA;Rural;DISPERSA;Norte Cartago;ASOCIACION DE USUARIOS DE ACUEDUCTO EL PITAL;EL PITAL;32.0;128.0;Ninguno;0;ACTIVO;4.872006;-76.0684;EXISTENTE
ACUEDUCTO_0233;81607;EL AGUILA;Rural;CENTRO POBLADO;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO COLECTIVO (COSTA);EL COFRE,SAN JOSE,TRAVESIAS, ALTO BONITO;166.0;664.0;Solo desinfección;0;ACTIVO;4.518231;-76.14246;EXISTENTE
ACUEDUCTO_0234;91664;EL AGUILA;Rural;DISPERSA;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA CEDALIA;LA CEDALIA;30.0;120.0;Solo desinfección;0;ACTIVO;4.874994;-76.09979;EXISTENTE
ACUEDUCTO_0235;86226;EL AGUILA;Rural;DISPERSA;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA LIBERTAD CATARINA;LA LIBERTAD;54.0;216.0;Solo desinfección;0;ACTIVO;4.854022;-76.02068;EXISTENTE
ACUEDUCTO_0236;80781;EL AGUILA;Rural;CENTRO POBLADO;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO LA MARIA;LA MARIA;170.0;680.0;FIME;1;ACTIVO;4.869781;-76.08116;EXISTENTE
ACUEDUCTO_0237;88332;EL AGUILA;Rural;CENTRO POBLADO;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO QUIEBRA DE SAN PABLO (ASOPARAISORURAL);LA QUIEBRA SAN PABLO;60.0;0.0;Solo desinfección;0;ACTIVO;4.860267;-76.06031;EXISTENTE
ACUEDUCTO_0238;86214;EL AGUILA;Rural;CENTRO POBLADO;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO SANTA RITA - VILLANUEVA;CORREGIMIENO VILLANUEVA;284.0;1136.0;Solo desinfección;0;ACTIVO;4.969869;-76.03749;EXISTENTE
ACUEDUCTO_0239;111723;EL AGUILA;Rural;DISPERSA;Norte Cartago;ASOCIACION MUNICIPAL DE ACUEDUCTOS RURALES AGUA Y VIDA - LA LINEA;LA LINEA;;;Filtración Compacta;1;ACTIVO;4.887383;-76.06308;EXISTENTE
ACUEDUCTO_0232;80785;EL AGUILA;Rural;CENTRO POBLADO;Norte Cartago;ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO CAÑAVERAL;CAÑAVERAL;43.0;172.0;Ninguno;0;ACTIVO;4.984017;-76.04294;EXISTENTE
ACUEDUCTO_0240;109476;EL AGUILA;Rural;DISPERSA;Norte Cartago;EMPRESA COMUNAL SOLIDARIA SANTA CLARA DE LOS ACUEDUCTOS 1 Y 2 - LLANO GRANDE # 1;SAN LUIS LLANO GRANDE;25.0;100.0;Filtración Compacta;1;ACTIVO;4.906111;-76.05583;EXISTENTE
ACUEDUCTO_0242;86223;EL AGUILA;Rural;DISPERSA;Norte Cartago;JUNTA ADMINISTRADORA ACUEDUCTO EL EMBAL;EL EMBAL;37.0;148.0;Ninguno;0;ACTIVO;4.860767;-76.11458;EXISTENTE
ACUEDUCTO_0243;125032;EL AGUILA;Rural;DISPERSA;Norte Cartago;JUNTA ADMINISTRADORA ACUEDUCTO LA ESTRELLA;LA ESTRELLA;25.0;100.0;Ninguno;0;ACTIVO;4.938417;-76.06234;EXISTENTE
ACUEDUCTO_0244;87088;EL AGUILA;Rural;CENTRO POBLADO;Norte Cartago;JUNTA ADMINISTRADORA DEL ACUEDUCTO ESPARTA;LA ESPARTA;25.0;100.0;Filtración Compacta;1;ACTIVO;4.912053;-75.98893;EXISTENTE
ACUEDUCTO_0245;117582;EL AGUILA;Rural;DISPERSA;Norte Cartago;JUNTA ADMON SANTA ELENA BAJO;SANTA ELENA BAJO;12.0;48.0;Ninguno;0;ACTIVO;4.926389;-76.05778;EXISTENTE
ACUEDUCTO_0247;147215;EL AGUILA;Rural;DISPERSA;Norte Cartago;JUNTA DE ACCION COMUNAL LLANO GRANDE ACUEDUCTO SANTA CLARA 2;SANTA CLARA;18.0;72.0;Ninguno;0;ACTIVO;4.915608;-76.06359;EXISTENTE
ACUEDUCTO_0248;86233;EL AGUILA;Urbano;CABECERA MUNICIPAL;Norte Cartago;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-EL ÁGUILA;URBANO, EL CAJON, GUACAS, LA PAZ;805.0;3220.0;Convencional;1;ACTIVO;4.911111;-76.04084;EXISTENTE
ACUEDUCTO_0249;145147;EL CAIRO;Rural;DISPERSA;Norte Cartago;ACUEDUCTO RURAL EL DIAMANTE;EL DIAMANTE;4.0;16.0;Ninguno;0;ACTIVO;4.795122;-76.15564;EXISTENTE
ACUEDUCTO_0250;109646;EL CAIRO;Rural;DISPERSA;Norte Cartago;ACUEDUCTO RURAL LA CARBONERA;LA CARBONERA;7.0;28.0;Filtración Compacta;1;ACTIVO;4.775011;-76.15863;EXISTENTE
ACUEDUCTO_0251;97365;EL CAIRO;Rural;DISPERSA;Norte Cartago;ACUEDUCTO VEREDAL ALTO BONITO;ALTO BONITO;23.0;92.0;Solo desinfección;0;ACTIVO;4.804681;-76.18031;EXISTENTE
ACUEDUCTO_0252;80062;EL CAIRO;Rural;DISPERSA;Norte Cartago;ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA DE LLANOGRANDE;LLANO GRANDE;26.0;224.0;Filtración Compacta;1;ACTIVO;4.749567;-76.21744;EXISTENTE
ACUEDUCTO_0253;91656;EL CAIRO;Rural;DISPERSA;Norte Cartago;ASOCIACION DE USUARIOS ACUEDUCTO RURAL COMUNITARIO VEREDAS LA MIRANDA Y LA GUARDIA NIT 900514623-1;LA MIRANDA Y LA GUARDIA;21.0;84.0;Soluciones_Individuales;1;ACTIVO;4.718703;-76.19451;EXISTENTE
ACUEDUCTO_0254;114537;EL CAIRO;Rural;DISPERSA;Norte Cartago;ASOCIACION DE USUARIOS ACUEDUCTO SALMELIA;SALMELIA;25.0;100.0;Filtración Compacta;1;ACTIVO;4.738394;-76.17342;EXISTENTE
ACUEDUCTO_0255;86229;EL CAIRO;Rural;CENTRO POBLADO;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO ALBAN;ALBAN;5.0;25.0;FIME;1;ACTIVO;4.782008;-76.17213;EXISTENTE
ACUEDUCTO_0256;86228;EL CAIRO;Rural;DISPERSA;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO ALBAN ACUEDUCTO SAN JOSE # 2;SAN JOSE;14.0;56.0;Filtración Compacta;1;ACTIVO;4.736472;-76.25615;EXISTENTE
ACUEDUCTO_0258;86230;EL CAIRO;Rural;DISPERSA;Norte Cartago;ASOCIACION DE USUARIOS DEL ARC LA ESTRELLA LUNA PARK;LUNAPARK,LA CANCANA,EL PIÑUELO,LA ESTRELLA,LAS MARGARITAS;80.0;320.0;Filtración Compacta;1;ACTIVO;4.776333;-76.19888;EXISTENTE
ACUEDUCTO_0257;12561;EL CAIRO;Rural;DISPERSA;Norte Cartago;ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO RURAL VEREDA SAN JOSE #1;SAN JOSE # 1;28.0;112.0;Soluciones_Individuales;1;ACTIVO;4.782008;-76.17213;EXISTENTE
ACUEDUCTO_0259;80742;EL CAIRO;Rural;DISPERSA;Norte Cartago;JUNTA ACUEDUCTIO RURAL LA GUARDIA;LA GUARDIA;14.0;56.0;Soluciones_Individuales;1;ACTIVO;4.710411;-76.19399;EXISTENTE
ACUEDUCTO_0260;12560;EL CAIRO;Rural;DISPERSA;Norte Cartago;JUNTA ADMINISTRADORA ACUEDUCTO CAMELLONES ALTO;CAMELLONES PARTE ALTA (2);6.0;24.0;Filtración Compacta;1;ACTIVO;4.729806;-76.19875;EXISTENTE
ACUEDUCTO_0261;80740;EL CAIRO;Rural;DISPERSA;Norte Cartago;JUNTA ADMINISTRADORA ACUEDUCTO CAMELLONES BAJO;CAMELLONES PARTE BAJA;10.0;40.0;Solo desinfección;0;ACTIVO;4.725494;-76.20714;EXISTENTE
ACUEDUCTO_0262;91931;EL CAIRO;Rural;DISPERSA;Norte Cartago;JUNTA ADMINISTRADORA DEL ACUEDUCTO DE BELLAVISTA;BELLAVISTA;30.0;120.0;Ninguno;0;ACTIVO;4.696494;-76.24563;EXISTENTE
ACUEDUCTO_0263;91939;EL CAIRO;Rural;DISPERSA;Norte Cartago;JUNTA ADMINISTRADORA DEL ACUEDUCTO EL PACIFICO;EL PACIFICO;18.0;72.0;Solo desinfección;0;ACTIVO;4.812511;-76.16945;EXISTENTE
ACUEDUCTO_0264;87885;EL CAIRO;Rural;DISPERSA;Norte Cartago;JUNTA ADMON ACUEDUCTO LA PALMERA;LA PALMERA;20.0;80.0;Filtración Compacta;1;ACTIVO;4.731694;-76.22921;EXISTENTE
ACUEDUCTO_0265;132430;EL CAIRO;Rural;DISPERSA;Norte Cartago;JUNTA ADMON LOCAL VEREDA NAPOLES;NAPOLES;13.0;52.0;Ninguno;0;ACTIVO;4.759461;-76.24503;EXISTENTE
ACUEDUCTO_0266;81273;EL CAIRO;Urbano;CABECERA MUNICIPAL;Norte Cartago;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - EL CAIRO;URBANO;957.0;3828.0;Convencional;1;ACTIVO;4.756722;-76.22367;EXISTENTE
ACUEDUCTO_0268;33513;EL CERRITO;Rural;DISPERSA;Sur Cali;ACUASALUD AUJI;AUJI;100.0;400.0;Solo desinfección;0;ACTIVO;3.620778;-76.10819;EXISTENTE
ACUEDUCTO_0671;151906;EL CERRITO;Rural;DISPERSA;Sur Cali;ACUEDUCTO AGUAS DEL CASTILLO;PARCELACION EL CASTILLO;0.0;;Filtración Compacta;1;ACTIVO;3.665444;-76.19239;EXISTENTE
ACUEDUCTO_0269;39038;EL CERRITO;Rural;DISPERSA;Sur Cali;ACUEDUCTO EL MORAL;EL MORAL;120.0;480.0;Planta Modular;1;ACTIVO;3.692861;-76.07344;EXISTENTE
ACUEDUCTO_0270;31395;EL CERRITO;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION COMUNITARIA DE USUARIOS DE SERVICIOS PUBLICOS DOMICILIARIOS EL PLACER, AUSERPUB ESP;EL PLACER;3405.0;13620.0;Convencional;1;ACTIVO;3.612889;-76.26542;EXISTENTE
ACUEDUCTO_0271;31842;EL CERRITO;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE RECURSOS HIDRICOS NATURALES Y ACUEDUCTO DE EL CASTILLO - RINAUCA;EL CASTILLO;107.0;428.0;Filtración Compacta;1;ACTIVO;3.665556;-76.19261;EXISTENTE
ACUEDUCTO_0272;32189;EL CERRITO;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE DEL CASTILLO, CERRITO. ASOSEAGUAS - RECAHON.;EL CASTILLO,LA HONDA,LA REINA;240.0;914.0;Filtración Compacta;1;ACTIVO;3.654694;-76.19625;EXISTENTE
ACUEDUCTO_0273;33509;EL CERRITO;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE TENERIFE - ASOUAT;TENERIFE;148.0;592.0;Planta Convencional;1;ACTIVO;3.729944;-76.07683;EXISTENTE
ACUEDUCTO_0274;34209;EL CERRITO;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA ACUEDUCTO CARRIZAL;EL CARRIZAL;46.0;184.0;Ninguno;0;ACTIVO;3.657111;-76.08856;EXISTENTE
ACUEDUCTO_0275;37557;EL CERRITO;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA DEL ACUEDUCTO ACUASALUD EL ROSARIO PARTE ALTA;EL ROSARIO PARTE ALTA;19.0;76.0;Solo desinfección;0;ACTIVO;3.627033;-76.19064;EXISTENTE
ACUEDUCTO_0276;33508;EL CERRITO;Rural;CENTRO POBLADO;Sur Cali;JUNTA DE ACCION COMUNAL DE SANTA LUISA;SANTA LUISA;63.0;0.0;FIME+Soluciones_Individuales;1;ACTIVO;3.622417;-76.08825;EXISTENTE
ACUEDUCTO_0679;152043;EL CERRITO;Rural;DISPERSA;Sur Cali;JUNTA DE ACCIÓN COMUNAL VEREDA REGADEROS;REGADEROS;188.0;752.0;Soluciones_Individuales;1;ACTIVO;3.639056;-76.10364;EXISTENTE
ACUEDUCTO_0277;37559;EL CERRITO;Rural;CENTRO POBLADO;Sur Cali;LA ASOCIACION DE USUARIOS ACUEDUCTO CRGTO EL POMO VEREDAS ROSARIO-BOLIVIA EL CERRITO-ACUAPORO;EL POMO,EL ROSARIO,BOLIVIA;386.0;1400.0;FD+Desinfección;1;ACTIVO;3.638444;-76.18586;EXISTENTE
ACUEDUCTO_0278;41579;EL CERRITO;Rural;CENTRO POBLADO;Sur Cali;LA ASOCIACION DE USUARIOS DEL ACUEDUCTO Y/O ALCANTARILLADO Y/O ASEO DE CAMPO ALEGRE - AUSERACA;CAMPO ALEGRE;512.0;2048.0;FD+Desinfección;1;ACTIVO;3.626806;-76.2525;EXISTENTE
ACUEDUCTO_0279;34259;EL CERRITO;Urbano;CABECERA MUNICIPAL;Sur Cali;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - EL CERRITO;URBANO, GUACANAL, LA PLAYITA, CAMPO ALEGRE, AMAIMITO, EL FLORIDO, SAN ISIDRO, PALESTINO, PAJONALES, NOVILLERA, LOS ALPES, SAN ANTONIO, Y ZABALETAS (GINEBRA).;11850.0;48800.0;Convencional;1;ACTIVO;3.677333;-76.36892;EXISTENTE
ACUEDUCTO_0280;36321;EL CERRITO;Rural;CENTRO POBLADO;Sur Cali;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - EL CERRITO SANTA ELENA;SANTA ELENA,EL FLORIDO,ZABALETAS,SAN ISIDRO,NOVILLERA,AMAIMITO,PAJONALES,PALESTINA;2856.0;11424.0;Convencional;1;ACTIVO;3.673222;-76.25706;EXISTENTE
ACUEDUCTO_0281;69204;EL DOVIO;Rural;DISPERSA;Norte Cartago;ACUEDUCTO COMUNITARIO AGUAS LA ALEJANDRIA (LA HONDURA);LA HONDURA;35.0;140.0;Solo desinfección;0;ACTIVO;4.543411;-76.28756;EXISTENTE
ACUEDUCTO_0282;68494;EL DOVIO;Rural;DISPERSA;Norte Cartago;ACUEDUCTO RURAL BIRMANIA;BIRMANIA;12.0;48.0;Ninguno;0;ACTIVO;4.498625;-76.37331;EXISTENTE
ACUEDUCTO_0283;122721;EL DOVIO;Rural;DISPERSA;Norte Cartago;ACUEDUCTO RURAL CAÑADA HONDA BAJA - CASTILLO;CAÑADA HONDA BAJA, CASTILLO ALTO;40.0;160.0;Solo desinfección;0;ACTIVO;4.511114;-76.19013;EXISTENTE
ACUEDUCTO_0284;68994;EL DOVIO;Rural;DISPERSA;Norte Cartago;ACUEDUCTO RURAL COMUNITARIO LA MARIA;LA MARIA;;;Ninguno;0;ACTIVO;4.518203;-76.25753;EXISTENTE
ACUEDUCTO_0285;68801;EL DOVIO;Rural;DISPERSA;Norte Cartago;ACUEDUCTO RURAL DE SANTA ELENA;SANTA ELENA;14.0;56.0;Ninguno;0;ACTIVO;4.569133;-76.26064;EXISTENTE
ACUEDUCTO_0287;117900;EL DOVIO;Rural;DISPERSA;Norte Cartago;ACUEDUCTO RURAL LOS ZAINOS ALTO;LOS ZAINOS ALTO;12.0;48.0;Soluciones_Individuales;1;ACTIVO;4.527;-76.18666;EXISTENTE
