CODIGO_SISTEMA,MUNICIPIO,PERSONA_PRESTADORA,SISTEMA_DISTRIBUCION,CLASIFICACION_URBANO_RURAL,ARO,TIPO_SISTEMA,TIPO_DISPOSITIVO_AJUSTADO,LATITUD,LONGITUD,MUESTRAS,ANIOS,IRCA_PROMEDIO,IRCA_MAXIMO,NIVEL_RIESGO,VALIDACION_SISTEMA,PARAMETROS_NO_ACEPTABLES,TOTAL_NO_ACEPTABLES
111599,DAGUA,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA DE CENTELLA CORREGIMIENTO DE VILLAHERMOSA MUNICIPIO DE DAGUA,CENTELLA BAJA,Rural,Sur Cali,DISPERSA,Grifo,3.617889,-76.64569,18,"2020, 2021, 2022, 2023, 2024, 2025, 2026",58.56277777777777,88.0,INVIABLE SANITARIAMENTE,EXISTENTE,5,67
46017,DAGUA,"ASOCIACION COMUNITARIA DE ACUEDUCTO DE CHIPRE, ASOCHIPRE",CHIPRE,Rural,Sur Cali,DISPERSA,Grifo,3.560442,-76.62249,16,"2020, 2021, 2022, 2023, 2024, 2025, 2026",29.730625,87.77,INVIABLE SANITARIAMENTE,EXISTENTE,5,32
43208,DAGUA,ASOCIACION DE USUARIOS ACUEDUCTO VEREDA LA CLORINDA | ACUEDUCTO RURAL BORINQUEN 2 LA CLORINDA,CLORINDA | BORINQUEN 2 LA CLORINDA,Rural,Sur Cali,DISPERSA,Grifo,3.549167,-76.63028,15,"2020, 2021, 2022, 2023, 2024, 2025, 2026",43.19666666666667,80.81,INVIABLE SANITARIAMENTE,EXISTENTE,5,39
121969,DAGUA,ACUEDUCTO COMUNITARIO EL COGOLLO - ACUECOGOLLO,COGOLLO,Rural,Sur Cali,DISPERSA,Grifo,3.661464,-76.71281,11,"2020, 2022, 2023, 2024, 2025, 2026",60.370909090909095,78.01,ALTO,EXISTENTE,4,35
135368,DAGUA,CONDOMINIO CAMPESTRE COLINAS DE TOCOTA,COLINAS TOCOTA,Rural,Sur Cali,CENTRO POBLADO,Grifo,3.514692,-76.64765,8,"2021, 2022, 2023, 2024, 2025",80.03125,94.57,INVIABLE SANITARIAMENTE,EXISTENTE,4,41
125244,DAGUA,"ASOCIACION DE USUARIOS ACUEDUCTO LOS COLORADOS BORRERO AYERBE DAGUA, VALLE DEL CAUCA.",COLORADOS,Rural,Sur Cali,DISPERSA,Grifo,3.553611,-76.64361,9,"2020, 2021, 2022, 2023, 2024, 2025, 2026",76.25333333333333,87.77,INVIABLE SANITARIAMENTE,EXISTENTE,5,45
124279,DAGUA,CONJUNTO CAMPESTRE AMBICHINTE,CONJUNTO CAMPESTRE AMBICHINTE,Rural,Sur Cali,DISPERSA,Grifo,3.566122,-76.63196,7,"2020, 2022, 2023, 2024, 2025",2.6957142857142857,18.87,MEDIO,EXISTENTE,1,2
88339,DAGUA,ASOCIACION ABASTO DE AGUA MARIA - PIÑAL - MUNICIPIO DE LA CUMBRE Y DAGUA VALLE DEL CAUCA,CORABASE - DAGUA,Rural,Norte Cartago,DISPERSA,Grifo,4.824403,-76.0595,15,"2020, 2021, 2022, 2023, 2024, 2025, 2026",10.985333333333333,83.97,INVIABLE SANITARIAMENTE,EXISTENTE,3,8
34631,DAGUA,ASOCIACION DE USUARIOS DE ACUEDUCTO VEREDA LAS DELICIAS - ASAD ESP - PARTE ALTA | ASOCIACION DE USUARIOS DE ACUEDUCTO VEREDA LAS DELICIAS - ASAD ESP - PARTE BAJA,DELICIAS PARTE ALTA | DELICIAS PARTE BAJA,Rural,Sur Cali,DISPERSA,Grifo,3.628472,-76.66347,29,"2020, 2021, 2022, 2023, 2024, 2025, 2026",31.13655172413793,89.05,INVIABLE SANITARIAMENTE,EXISTENTE,5,65
51613,DAGUA,JUNTA DE ACCION COMUNAL VEREDA EL DIVISO,DIVISO,Rural,Sur Cali,DISPERSA,Grifo,3.519306,-76.65283,18,"2020, 2021, 2022, 2023, 2024, 2025, 2026",17.809444444444445,34.48,MEDIO,EXISTENTE,3,35
134185,DAGUA,EMPRESA COMUNITARIA ACUEDUCTO RURAL COLECTIVO LAS BRISAS - ECOABRISAS,ECOABRISAS,Rural,Sur Cali,DISPERSA,Grifo,3.609611,-76.63956,18,"2020, 2021, 2022, 2023, 2024, 2025, 2026",11.26611111111111,89.94,INVIABLE SANITARIAMENTE,EXISTENTE,5,15
123562,DAGUA,ACUEDUCTO PARCELACION EL BOSQUE,EL BOSQUE,Rural,Sur Cali,DISPERSA,Grifo,3.559194,-76.66928,11,"2020, 2022, 2023, 2024, 2025",2.1145454545454547,23.26,MEDIO,EXISTENTE,1,2
28231,DAGUA,EMPRESA DE SERVICIO PRIVADO ACUASALUD EL CARMELO,EL CARMELO,Rural,Sur Cali,DISPERSA,Grifo,3.544783,-76.66725,7,"2020, 2022, 2023, 2024, 2025",12.36,86.52,INVIABLE SANITARIAMENTE,EXISTENTE,4,6
30196,DAGUA,CONSEJO COMUNITARIO DE LA COMUNIDAD NEGRA VEREDA EL CAUCHAL,EL CAUCHAL,Rural,Sur Cali,DISPERSA,Filtro,,,1,2024,0.0,0.0,SIN RIESGO,EXISTENTE,0,0
135283,DAGUA,PARCELACIÓN EL CORTIJO DEL PALMAR,EL CORTIJO,Rural,Sur Cali,DISPERSA,Grifo,,,13,"2021, 2022, 2023, 2024, 2025",42.918461538461536,89.05,INVIABLE SANITARIAMENTE,EXISTENTE,4,31
1056,DAGUA,CONSEJO COMUNITARIO DE LA COMUNIDAD NEGRA VEREDA EL DANUBIO,EL DANUBIO,Rural,Sur Cali,DISPERSA,Filtro,,,1,2024,1.42,1.42,SIN RIESGO,EXISTENTE,1,1
121524,DAGUA,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO DE LA PARCELACION EL ENSUEÑO SEGUNDA ETAPA SECTORES A Y B - ACUAENSUEÑO,EL ENSUEÑO,Rural,Sur Cali,DISPERSA,Grifo,3.561944,-76.60556,11,"2020, 2022, 2023, 2024, 2025",6.797272727272727,74.77,ALTO,EXISTENTE,2,3
6125,DAGUA,JUNTA DE ACCIÓN COMUNAL VEREDA EL PLACER,EL PLACER,Rural,Sur Cali,DISPERSA,Filtro,,,1,2024,0.0,0.0,SIN RIESGO,EXISTENTE,0,0
32190,DAGUA,ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE EL QUEREMAL - ASUAQ,EL QUEREMAL,Rural,Sur Cali,CENTRO POBLADO,Grifo,3.530111,-76.70983,39,"2020, 2021, 2022, 2023, 2024, 2025, 2026",0.17794871794871797,6.94,BAJO,EXISTENTE,1,1
145509,DAGUA,JUNTA DE ACCIÓN COMUNAL VEREDA LA ESMERALDA,ESMERALDA,Rural,Sur Cali,DISPERSA,Grifo,3.649217,-76.71553,12,"2020, 2022, 2023, 2024, 2025, 2026",60.42250000000001,78.01,ALTO,EXISTENTE,5,39
110058,DAGUA,ASOCIACION EMPRESA COMUNITARIA DE ACUEDUCTO DE LA PARCELACION HATOCHICO - SAN DIEGO,HATOCHICO-SAN DIEGO,Rural,Sur Cali,DISPERSA,Grifo,3.571972,-76.66908,9,"2020, 2022, 2023, 2024, 2025",3.3833333333333337,23.26,MEDIO,EXISTENTE,2,3
35016,DAGUA,"ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA DE ACUEDUCTO DE JIGUALES, DAGUA, VALLE DEL CAUCA - ACUAJI",JIGUALES - ACUAJI,Rural,Sur Cali,DISPERSA,Grifo,3.594939,-76.66242,14,"2020, 2021, 2022, 2023, 2024, 2025, 2026",11.059285714285712,32.56,MEDIO,EXISTENTE,2,18
39037,DAGUA,"JUNTA ADMINISTRADORA DE AGUAS, VEREDA EL JORDAN, MUNICIPIO DE DAGUA - ACUASALUD E.S.P.",JORDAN,Rural,Sur Cali,DISPERSA,Grifo,3.521111,-76.67492,15,"2020, 2021, 2022, 2023, 2024, 2025",40.074666666666666,86.61,INVIABLE SANITARIAMENTE,EXISTENTE,4,31
19023,DAGUA,JUNTA ADMINISTRADORA ACUEDUCTO CORREGIMIENTO JUNTAS,JUNTA ADMINISTRADORA ACUEDUCTO CORREGIMIENTO JUNTAS,Rural,Sur Cali,DISPERSA,Filtro,,,2,"2024, 2025",0.0,0.0,SIN RIESGO,EXISTENTE,0,0
135197,DAGUA,JUNTA DE ACCION COMUNAL VEREDA BENHUR DEL MUNICIPIO DE DAGUA,JUNTA DE ACCION COMUNAL VEREDA BENHUR DEL MUNICIPIO DE DAGUA,Rural,Sur Cali,DISPERSA,Grifo,3.492278,-76.65353,11,"2021, 2022, 2023, 2024, 2025",50.54636363636364,82.47,INVIABLE SANITARIAMENTE,EXISTENTE,2,30
105133,DAGUA,ASOCIACION EMPRESA COMUNITARIA DE ACUEDUCTO DE BORRERO AYERBE - ECASP. ESP. - KM 26 PALO ALTO.,KM 26 PALO ALTO,Rural,Sur Cali,CENTRO POBLADO,Grifo,,,13,"2020, 2022, 2023, 2025, 2026",35.23461538461539,91.73,INVIABLE SANITARIAMENTE,EXISTENTE,5,42
105134,DAGUA,ASOCIACION EMPRESA COMUNITARIA DE ACUEDUCTO DE BORRERO AYERBE - ECASP. ESP. - SECCIONAL KM 28 AMBICHINTE,KM 28 AMBICHINTE,Rural,Sur Cali,DISPERSA,Grifo,3.564239,-76.636,11,"2020, 2021, 2022, 2023, 2025",30.797272727272727,90.37,INVIABLE SANITARIAMENTE,EXISTENTE,6,30
115850,DAGUA,ASOCIACION DE USUARIOS DEL SERVICIO DE ACUEDUCTO LA BALASTRERA,LA BALESTRERA,Rural,Sur Cali,DISPERSA,Grifo,3.516417,-76.63107,12,"2020, 2022, 2023, 2024, 2025, 2026",24.63333333333333,87.77,INVIABLE SANITARIAMENTE,EXISTENTE,4,21
32475,DAGUA,JUNTA DE ACCIÓN COMUNAL CORREGIMIENTO LA CASCADA,LA CASCADA,Rural,Sur Cali,DISPERSA,Filtro,,,1,2024,0.0,0.0,SIN RIESGO,EXISTENTE,0,0
145415,DAGUA,ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO QUEBRADA LA CLEMENTINA,LA CLEMENTINA,Rural,Sur Cali,DISPERSA,Grifo,3.534653,-76.64667,8,"2022, 2023, 2024, 2025, 2026",84.67875,89.05,INVIABLE SANITARIAMENTE,EXISTENTE,4,46
128094,DAGUA,"ASOCIACION DE USUARIOS NACIMIENTO LA ROSITA, VEREDA YERBABUENA EL PALMAR",LA ROSITA,Rural,Sur Cali,CENTRO POBLADO,Grifo,3.594503,-76.64699,13,"2020, 2021, 2022, 2023, 2024, 2025",58.068461538461534,84.21,INVIABLE SANITARIAMENTE,EXISTENTE,6,43
124278,DAGUA,ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO LA SUIZA - PARCELACION LA SUIZA,LA SUIZA,Rural,Sur Cali,DISPERSA,Grifo,3.564031,-76.717,9,"2020, 2022, 2023, 2024, 2025, 2026",53.69444444444444,86.52,INVIABLE SANITARIAMENTE,EXISTENTE,5,29
35014,DAGUA,EMPRESA COMUNITARIA ACUEDUCTO RURAL EL PALMAR - ECOAREPAL - LA VIBORA | EMPRESA COMUNITARIA ACUEDUCTO RURAL EL PALMAR - ECOAREPAL - LA VIRGEN,LA VIBORA,Rural,Sur Cali,CENTRO POBLADO,Grifo,3.599694,-76.64625,24,"2020, 2021, 2022, 2023, 2024, 2025, 2026",3.046666666666667,24.56,MEDIO,EXISTENTE,2,8
113450,DAGUA,EMPRESA COMUNITARIA ACUEDUCTO RURAL EL PALMAR - ECOAREPAL - LA VIRGEN,LA VIRGEN,Rural,Sur Cali,CENTRO POBLADO,Grifo,3.603083,-76.64647,22,"2020, 2021, 2022, 2023, 2024, 2025, 2026",6.491363636363636,86.61,INVIABLE SANITARIAMENTE,EXISTENTE,5,10
38277,DAGUA,ASOCIACIÓN DE SUSCRIPTORES DEL SERVICIO DE AGUA POTABLE DE LAS CAMELIAS Y EMPRESA COMUNITARIA DE SERVICIOS PÚBLICOS.,LAS CAMELIAS,Rural,Sur Cali,CENTRO POBLADO,Grifo,3.546564,-76.71467,18,"2020, 2021, 2022, 2023, 2024, 2025, 2026",40.18,87.5,INVIABLE SANITARIAMENTE,EXISTENTE,7,42
119865,DAGUA,ASOCIACIÓN DE USUARIOS DEL SERVICIO DE AGUA POTABLE DEL LIMONAR MUNICIPIO DE DAGUA,LIMONAR,Rural,Sur Cali,CENTRO POBLADO,Grifo,3.608703,-76.71041,1,2022,66.19,66.19,ALTO,EXISTENTE,3,4
44630,DAGUA,ASOCIACION DE USUARIOS ACUEDUCTO LOBOGUERRERO,LOBOGUERRERO,Rural,Sur Cali,CENTRO POBLADO,Grifo / Filtro,3.761389,-76.66592,29,"2020, 2021, 2022, 2023, 2024, 2025",23.05551724137931,87.77,INVIABLE SANITARIAMENTE,EXISTENTE,5,51
101957,DAGUA,"ASOCIACION DE USUARIOS DEL ACUEDUCTO QUEBRADA LOS CHORROS, CORREGIMIENTO ATUNCELA, MUNICIPIO DE DAGUA - ASUACAT",LOS CHORROS,Rural,Sur Cali,CENTRO POBLADO,Grifo / Filtro,3.737167,-76.67894,8,"2020, 2021, 2022, 2024, 2025",60.144999999999996,89.05,INVIABLE SANITARIAMENTE,EXISTENTE,5,27
103022,DAGUA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COLECTIVO DE LA VEREDA DE MACHADO,MACHADO,Rural,Sur Cali,DISPERSA,Grifo,3.534972,-76.69569,12,"2020, 2021, 2022, 2023, 2024, 2025, 2026",21.959166666666665,89.05,INVIABLE SANITARIAMENTE,EXISTENTE,4,16
124277,DAGUA,ASOCIACION DE PROPIETARIOS PARCELACION MONTERRICO,MONTERRICO,Rural,Sur Cali,DISPERSA,Grifo,3.537778,-76.61333,6,"2020, 2022, 2023, 2024, 2025",83.885,94.57,INVIABLE SANITARIAMENTE,EXISTENTE,5,33
128093,DAGUA,ASOCIACIÓN DE USUARIOS DE ACUEDUCTO EL PALMARCITO DE LA VEREDA LA VIRGEN,PALMARCITO,Rural,Sur Cali,CENTRO POBLADO,Grifo,3.603417,-76.63022,17,"2020, 2021, 2022, 2023, 2024, 2025, 2026",35.92588235294118,88.0,INVIABLE SANITARIAMENTE,EXISTENTE,5,40
128439,DAGUA,JUNTA ADMINISTRADORA ACUEDUCTO PARAGUITAS JAACUPAR,PARAGUITAS,Rural,Sur Cali,DISPERSA,Grifo,3.518831,-76.66646,13,"2020, 2022, 2023, 2024, 2025",62.37461538461538,94.57,INVIABLE SANITARIAMENTE,EXISTENTE,5,49
109610,DAGUA,"JUNTA ADMINISTRADORA DE ACUEDUCTO PEÑAS RUCIAS VEREDA EL JORDANCITO, SAN BERNARDO. DAGUA - VALLE",PEÑAS RUCIAS,Rural,Sur Cali,DISPERSA,Grifo,3.502611,-76.66528,15,"2020, 2021, 2022, 2023, 2024, 2025, 2026",3.275333333333333,24.0,MEDIO,EXISTENTE,3,4
111037,DAGUA,ASOCIACIÓN DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LA VEREDA EL CHILCAL,PTAP EL CHILCAL,Rural,Sur Cali,CENTRO POBLADO,Grifo,3.583917,-76.70906,20,"2020, 2021, 2022, 2023, 2024, 2025, 2026",36.2695,94.57,INVIABLE SANITARIAMENTE,EXISTENTE,6,51
45411,DAGUA,ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDAL LA ROSITA E.S.P. - ASOACUEDUCTO,PTAP LA ROSITA,Rural,Sur Cali,DISPERSA,Grifo,3.541417,-76.68042,12,"2020, 2021, 2022, 2023, 2024, 2025, 2026",6.595,79.14,ALTO,EXISTENTE,3,5
35015,DAGUA,ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DEL ACUEDUCTO SAN VICENTE KM. 95 - LAS CAMELIAS | ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DEL ACUEDUCTO SAN VICENTE KM. 95 - SAN VICENTE,PTAP LAS CAMELIAS KM 95 | PTAP SAN VICENTE,Rural,Sur Cali,DISPERSA,Grifo,3.643667,-76.66981,25,"2020, 2021, 2022, 2023, 2024, 2025, 2026",53.107600000000005,87.77,INVIABLE SANITARIAMENTE,EXISTENTE,5,74
34207,DAGUA,ACUEDUCTO COMUNITARIO SAN BERNARDO,PTAP SAN BERNARDO,Rural,Sur Cali,CENTRO POBLADO,Grifo,3.48925,-76.65117,12,"2020, 2021, 2022, 2023, 2024, 2025",25.551666666666666,89.05,INVIABLE SANITARIAMENTE,EXISTENTE,4,23
41031,DAGUA,ASOCIACIÓN DE USUARIOS DE ACUEDUCTO Y SERVICIOS BÁSICOS DE LA VEREDA PUEBLO NUEVO CORREGIMIENTO BORRERO AYERBE DEL MUNICIPIO DE DAGUA VALLE,PUEBLO NUEVO-DAGUA,Rural,Sur Cali,CENTRO POBLADO,Grifo,3.582111,-76.62811,23,"2020, 2021, 2022, 2023, 2024, 2025, 2026",8.190434782608696,32.56,MEDIO,EXISTENTE,3,20
117137,DAGUA,ASOCIACION DE USUARIOS ACUEDUCTO PUERTA DAGUA RIO DAGUA E.S.P EN LIQUIDACION,PUERTA DAGUA,Rural,Sur Cali,DISPERSA,Grifo,3.719861,-76.67075,15,"2020, 2021, 2022, 2023, 2024, 2025",70.66733333333333,88.89,INVIABLE SANITARIAMENTE,EXISTENTE,5,57
45410,DAGUA,"ASOCIACION DE USUARIOS, ACUEDUCTO SAN JOSE DEL SALADO PARTE ALTA - ASUSAL",SALADO PARTE ALTA,Rural,Sur Cali,CENTRO POBLADO,Grifo,3.555139,-76.71741,13,"2020, 2021, 2022, 2023, 2024, 2025, 2026",73.82615384615384,94.57,INVIABLE SANITARIAMENTE,EXISTENTE,5,59
12977,DAGUA,PARCELACION SAN FERNANDO | ASOCIACION ACUEDUCTO RURAL LA VIRGINIA,SAN FERNANDO | LA VIRGINIA,Rural,Sur Cali,DISPERSA,Grifo,,,4,"2020, 2023, 2024, 2025",0.0,0.0,SIN RIESGO,VALIDAR SISTEMA,0,0
102666,DAGUA,ASOCIACION DE SUSCRIPTORES DEL SERVICIO DE ACUEDUCTO SAN JOAQUIN CORREGIMIENTO SAN VICENTE DAGUA,SAN JOAQUIN,Rural,Sur Cali,DISPERSA,Grifo / Filtro,3.658167,-76.67957,10,"2022, 2023, 2024, 2025, 2026",19.199,88.0,INVIABLE SANITARIAMENTE,EXISTENTE,4,13
34214,DAGUA,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE SAN MIGUEL - ACUAMIGUEL,SAN MIGUEL,Rural,Sur Cali,DISPERSA,Grifo,3.522972,-76.62981,17,"2020, 2021, 2022, 2023, 2024, 2025, 2026",5.73235294117647,65.71,ALTO,EXISTENTE,5,7
50555,DAGUA,ASOCIACION DE SUSCRIPTORES DEL SERVICIO DE ACUEDUCTO SAN VICENTE,SAN VICENTE,Rural,Sur Cali,CENTRO POBLADO,Grifo / Filtro,3.655803,-76.67748,11,"2022, 2023, 2024, 2025, 2026",36.38454545454545,88.0,INVIABLE SANITARIAMENTE,EXISTENTE,4,25
33542,DAGUA,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE LA LOCALIDAD DE SANTA MARIA MUNICIPIO DE DAGUA - ACOACEDRO,SANTA MARIA PARTE ALTA,Rural,Sur Cali,CENTRO POBLADO,Grifo,3.630694,-76.72069,14,"2020, 2021, 2022, 2023, 2024, 2025, 2026",61.54571428571428,85.27,INVIABLE SANITARIAMENTE,EXISTENTE,4,45
38184,DAGUA,ASOCIACION ACUEDUCTO RURAL COMUNITARIO SENDO - TIGRE - AACTISE,SENDO TIGRE,Rural,Sur Cali,DISPERSA,Grifo,3.533694,-76.69569,15,"2020, 2021, 2022, 2023, 2024, 2025",22.456666666666667,80.29,INVIABLE SANITARIAMENTE,EXISTENTE,4,25
34208,DAGUA,ASOCIACION DE USUARIOS DE ACUEDUCTO DE LA VEREDA TOCOTA - ASOTOCOTA,TOCOTA,Rural,Sur Cali,CENTRO POBLADO,Grifo,3.507444,-76.648,19,"2020, 2021, 2022, 2023, 2024, 2025, 2026",5.288947368421052,52.55,ALTO,EXISTENTE,4,12
112959,DAGUA,ASOCIACION DE USUARIOS DEL SERVICIO DE ACUEDUCTO EL TRAPICHE LA YOLOMBA,TRAPICHE,Rural,Sur Cali,DISPERSA,Grifo / Filtro,3.778167,-76.64664,15,"2020, 2021, 2022, 2023, 2024, 2025",78.93933333333332,90.91,INVIABLE SANITARIAMENTE,EXISTENTE,5,70
34630,DAGUA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL VILLAHERMOSA - ACUEHERMOSA,VILLAHERMOSA,Rural,Sur Cali,DISPERSA,Grifo,3.736944,-76.67531,13,"2020, 2021, 2022, 2023, 2024, 2025, 2026",9.55076923076923,24.85,MEDIO,EXISTENTE,2,13
86233,EL AGUILA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-EL ÁGUILA,ACUAVALLE S.A. E.S.P- EL AGUILA,Urbano,Norte Cartago,CABECERA MUNICIPAL,Grifo,4.911111,-76.04084,74,"2020, 2021, 2022, 2023, 2024, 2025, 2026",0.21405405405405406,7.1,BAJO,EXISTENTE,4,9
148293,EL AGUILA,"JUNTA ADMINISTRADORA DEL ACUEDUCTO RURAL LA JUDEA ALTA, LA PALMERA Y EL BRILLANTE",ACUEDUCTO RURAL LA JUDEA 2 -EL BRILLANTE,Rural,Norte Cartago,DISPERSA,Grifo / Filtro,4.952156,-76.0642,9,"2022, 2023, 2024, 2025",48.50111111111111,85.27,INVIABLE SANITARIAMENTE,EXISTENTE,4,27
128788,EL AGUILA,ACUEDUCTO RURAL VEREDA LA ALBANIA,ACUEDUCTO RURAL VEREDA LA ALBANIA,Rural,Norte Cartago,DISPERSA,Grifo,4.858314,-76.08634,13,"2020, 2021, 2022, 2023, 2024, 2025, 2026",64.19384615384615,87.86,INVIABLE SANITARIAMENTE,EXISTENTE,5,45
109476,EL AGUILA,EMPRESA COMUNAL SOLIDARIA SANTA CLARA DE LOS ACUEDUCTOS 1 Y 2 - LLANO GRANDE # 1,ACUEDUCTO SON LUIS LLANO GRANDE # 1,Rural,Norte Cartago,DISPERSA,Grifo,4.906111,-76.05583,17,"2020, 2021, 2022, 2023, 2024, 2025, 2026",72.76764705882353,89.94,INVIABLE SANITARIAMENTE,EXISTENTE,5,71
91664,EL AGUILA,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA CEDALIA,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA CEDALIA,Rural,Norte Cartago,DISPERSA,Grifo,4.874994,-76.09979,13,"2020, 2021, 2022, 2023, 2024, 2025, 2026",60.24461538461538,87.86,INVIABLE SANITARIAMENTE,EXISTENTE,6,49
86226,EL AGUILA,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA LIBERTAD CATARINA,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA LIBERTAD CATARINA,Rural,Norte Cartago,DISPERSA,Grifo,4.854022,-76.02068,16,"2020, 2021, 2022, 2023, 2024, 2025, 2026",76.31875,94.57,INVIABLE SANITARIAMENTE,EXISTENTE,5,74
80376,EL AGUILA,JUNTA ADMINISTRADORA DEL ACUEDUCTO SANTA MARTHA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE VEREDA SANTA MARTA,Rural,Norte Cartago,DISPERSA,Grifo,0,,15,"2020, 2021, 2022, 2023, 2024, 2025",59.68066666666667,85.27,INVIABLE SANITARIAMENTE,EXISTENTE,5,52
80781,EL AGUILA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO LA MARIA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO LA MARIA,Rural,Norte Cartago,CENTRO POBLADO,Grifo,4.869781,-76.08116,17,"2020, 2021, 2022, 2023, 2024, 2025, 2026",35.37,80.81,INVIABLE SANITARIAMENTE,EXISTENTE,4,35
88332,EL AGUILA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO QUIEBRA DE SAN PABLO,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO QUIEBRA DE SAN PABLO,Rural,Norte Cartago,CENTRO POBLADO,Grifo,4.860267,-76.06031,18,"2020, 2021, 2022, 2023, 2024, 2025, 2026",69.91166666666668,94.57,INVIABLE SANITARIAMENTE,EXISTENTE,6,74
86214,EL AGUILA,ASOCIACION DE USUARIOS DEL ACUEDUCTO SANTA RITA VILLANUEVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO SANTA RITA VILLANUEVA,Rural,Norte Cartago,CENTRO POBLADO,Grifo / Filtro,4.969869,-76.03749,11,"2020, 2021, 2022, 2023, 2024, 2025, 2026",22.670909090909092,82.47,INVIABLE SANITARIAMENTE,EXISTENTE,6,20
81607,EL AGUILA,ASOCIACION DE USUARIOS DEL ACUEDUCTO COLECTIVO (COSTA),ASOCIACION DE USUARIOS VEREDA EL COFRE Y SAN JOSE,Rural,Norte Cartago,CENTRO POBLADO,Grifo / Filtro,4.518231,-76.14246,13,"2020, 2021, 2022, 2023, 2024, 2025",35.41384615384615,89.29,INVIABLE SANITARIAMENTE,EXISTENTE,5,24
144306,EL AGUILA,ASOCIACIÓN DE USUARIOS ACUEDUCTO EL NARANJO,ASOCIACIÓN DE USUARIOS ACUEDUCTO RURAL EL NARANJO,Rural,Norte Cartago,DISPERSA,Grifo,4.928961,-76.03155,6,"2021, 2022, 2024, 2025, 2026",60.53666666666667,78.01,ALTO,EXISTENTE,3,18
109329,EL AGUILA,ASOCIACIÓN DE USUARIOS DE ACUEDUCTO EL PITAL,ASOCIACIÓN DE USUARIOS DE ACUEDUCTO EL PITAL,Rural,Norte Cartago,DISPERSA,Grifo,4.872006,-76.0684,5,"2021, 2022, 2023",86.89,89.05,INVIABLE SANITARIAMENTE,EXISTENTE,4,27
80785,EL AGUILA,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO CAÑAVERAL,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO CAÑAVERAL,Rural,Norte Cartago,CENTRO POBLADO,Grifo,4.984017,-76.04294,10,"2020, 2021, 2022, 2023, 2024, 2025, 2026",68.553,82.71,INVIABLE SANITARIAMENTE,EXISTENTE,5,37
103590,EL AGUILA,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO EL CORAZON,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO EL CORAZON,Rural,Norte Cartago,DISPERSA,Grifo,4.878286,-76.07258,4,"2020, 2021, 2022, 2025",80.8475,91.73,INVIABLE SANITARIAMENTE,EXISTENTE,5,18
125032,EL AGUILA,JUNTA ADMINISTRADORA ACUEDUCTO LA ESTRELLA,JUNTA ADMINISTRADORA ACUEDUCTO LA ESTRELLA,Rural,Norte Cartago,DISPERSA,Grifo,4.938417,-76.06234,1,2020,63.58,63.58,ALTO,EXISTENTE,3,4
87088,EL AGUILA,JUNTA ADMINISTRADORA DEL ACUEDUCTO DE ESPARTA,JUNTA ADMINISTRADORA DEL ACUEDUCTO DE ESPARTA,Rural,Norte Cartago,CENTRO POBLADO,Grifo,4.912053,-75.98893,9,"2020, 2021, 2022, 2023, 2024, 2025, 2026",67.08444444444444,91.24,INVIABLE SANITARIAMENTE,EXISTENTE,6,33
