CODIGO_SISTEMA,MUNICIPIO,PERSONA_PRESTADORA,SISTEMA_DISTRIBUCION,CLASIFICACION_URBANO_RURAL,ARO,TIPO_SISTEMA,TIPO_DISPOSITIVO_AJUSTADO,LATITUD,LONGITUD,MUESTRAS,ANIOS,IRCA_PROMEDIO,IRCA_MAXIMO,NIVEL_RIESGO,VALIDACION_SISTEMA,PARAMETROS_NO_ACEPTABLES,TOTAL_NO_ACEPTABLES
88266,ANSERMANUEVO,ASOCIACIÓN GESTIÓN COMUNITARIA DEL AGUA DE LA COMUNIDAD RURAL  LA POPALITA,ACUEDUCTO LA POPALITA,Rural,Norte Cartago,DISPERSA,Grifo,4.767839,-76.10246,19,"2020, 2021, 2022, 2023, 2024, 2025",82.07947368421053,91.73,INVIABLE SANITARIAMENTE,EXISTENTE,5,97
103903,ANSERMANUEVO,ACUEDUCTO VEREDA LAS PALOMAS-EL BOSQUE,ACUEDUCTO LAS PALOMAS EL BOSQUE,Rural,Norte Cartago,DISPERSA,Grifo,4.763733,-76.07967,13,"2020, 2021, 2022, 2023, 2024, 2025",69.52230769230769,87.77,INVIABLE SANITARIAMENTE,EXISTENTE,6,51
110255,ANSERMANUEVO,ASOCIACION GESTORA COMUNITARIA DEL AGUA DE LA COMUNIDAD RURAL REAL PLACER,ACUEDUCTO REAL PLACER,Rural,Norte Cartago,DISPERSA,Grifo / Filtro,4.786725,-76.07942,14,"2020, 2021, 2022, 2023, 2024, 2025",54.862142857142864,82.47,INVIABLE SANITARIAMENTE,EXISTENTE,4,44
110129,ANSERMANUEVO,ACUEDUCTO EL CASTILLO,ACUEDUCTO RURAL EL CASTILLO ALTO Y BAJO,Rural,Norte Cartago,DISPERSA,Grifo,4.779169,-76.1075,15,"2020, 2021, 2022, 2023, 2024, 2025",66.084,88.0,INVIABLE SANITARIAMENTE,EXISTENTE,6,56
81280,ANSERMANUEVO,ACUEDUCTO COMUNITARIO SALAZAR,ACUEDUCTO SALAZAR,Rural,Norte Cartago,CENTRO POBLADO,Grifo,4.789765,-76.00015,22,"2020, 2021, 2022, 2023, 2024, 2025",41.782272727272726,94.57,INVIABLE SANITARIAMENTE,EXISTENTE,6,68
81560,ANSERMANUEVO,ASOCIACIÓN DE USURIOS DEL ACUEDUCTO DEL ROBLE,ACUEDUCTOS DEL ROBLE SISTEMA #1 SAN AGUSTIN,Rural,Norte Cartago,DISPERSA,Grifo,4.846694,-76.13472,18,"2020, 2021, 2022, 2023, 2024, 2025",68.87333333333333,86.52,INVIABLE SANITARIAMENTE,EXISTENTE,6,71
87910,ANSERMANUEVO,JUNTA ADMON ACUEDUCTO EL TIGRE,JUNTA ACUEDUCTO EL TIGRE ALTO,Rural,Norte Cartago,DISPERSA,Grifo,4.780883,-76.12842,4,"2020, 2021, 2024",73.23,80.81,INVIABLE SANITARIAMENTE,EXISTENTE,5,17
143327,ANSERMANUEVO,JUNTA ADMON ACUEDUCTO EL TIGRE,JUNTA ACUEDUCTO EL TIGRE BAJO,Rural,Norte Cartago,DISPERSA,Grifo,4.779389,-76.13214,11,"2021, 2022, 2023, 2024, 2025",82.06636363636363,93.98,INVIABLE SANITARIAMENTE,EXISTENTE,5,59
60149,ANSERMANUEVO | CAICEDONIA,ASOCIACIÓN DE USURIOS DEL ACUEDUCTO DEL ROBLE | ASOCIACION DE USUARIOS CARARE,ACUEDUCTOS DEL ROBLE SISTEMA #2 EL ROBLE | ASOCIACION DE USUARIOS CARARE,Rural,Centro Tuluá,DISPERSA,Grifo,4.386403,-75.84199,20,"2020, 2021, 2022, 2023, 2024, 2025",63.0985,94.57,INVIABLE SANITARIAMENTE,EXISTENTE,6,70
86246,ARGELIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ARGELIA,ACUAVALLE S.A. E.S.P- ARGELIA,Urbano,Norte Cartago,CABECERA MUNICIPAL,Grifo,4.729889,-76.11389,74,"2020, 2021, 2022, 2023, 2024, 2025, 2026",0.04527027027027027,3.35,SIN RIESGO,EXISTENTE,1,1
81278,ARGELIA,JUNTA ADMINISTRADORA DEL ACUEDUCTO BARRIO VILLA NUBIA,ACUEDUCTO BARRIO VILLA NUBIA,Rural,Norte Cartago,DISPERSA,Grifo,4.725106,-76.12234,13,"2020, 2021, 2022, 2023, 2024, 2025",15.123846153846156,88.89,INVIABLE SANITARIAMENTE,EXISTENTE,6,18
80692,ARGELIA,ASOCIACION DE USUARIOS DEL ACUEDUCTO LA CRISTALINA,ACUEDUCTO LA CRISTALINA,Rural,Norte Cartago,DISPERSA,Grifo,4.657419,-76.13552,18,"2020, 2021, 2022, 2023, 2024, 2025, 2026",67.23944444444444,89.05,INVIABLE SANITARIAMENTE,EXISTENTE,5,75
81233,ARGELIA,ASOCIACION DE USUARIOS DEL ACUEDUCTO LA PALMA,ACUEDUCTO LA PALMA,Rural,Norte Cartago,DISPERSA,Grifo / Filtro,4.707275,-76.13666,21,"2020, 2021, 2022, 2023, 2024, 2025, 2026",68.96285714285715,94.57,INVIABLE SANITARIAMENTE,EXISTENTE,5,91
81231,ARGELIA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO DE MARACAIBO,ACUEDUCTO MARACAIBO,Rural,Norte Cartago,DISPERSA,Grifo / Filtro,4.676778,-76.14687,17,"2020, 2021, 2022, 2023, 2024, 2025, 2026",60.744705882352946,100.0,INVIABLE SANITARIAMENTE,EXISTENTE,7,58
113566,ARGELIA,ACUEDUCTO RURAL RESGUARDO INDÍGENA DACHI BANÍA CHAMI,ACUEDUCTO RESGUARDO INDÍGENA BANÍA CHAMI,Rural,Norte Cartago,DISPERSA,Grifo,,,18,"2020, 2021, 2022, 2023, 2024, 2025, 2026",82.77944444444444,100.0,INVIABLE SANITARIAMENTE,EXISTENTE,5,91
11932,ARGELIA,ADMINISTRACION COOPERATIVA SAN ROQUE - LA SOLEDAD,COOPERATIVA SAN ROQUE LA SOLEDAD-LA PAZ-LA PRIMAVERA-TARRITOS-EL RÍO - SISTEMA # 1,Rural,Norte Cartago,CENTRO POBLADO,Grifo / Filtro,4.684519,-76.12979,16,"2020, 2021, 2022, 2023, 2024, 2025",79.940625,100.0,INVIABLE SANITARIAMENTE,EXISTENTE,6,77
91938,ARGELIA,ADMINISTRACION COOPERATIVA SAN ROQUE - LA SOLEDAD,COOPERATIVA SAN ROQUE LAS BRISAS RAIZAL LA AURORA -SISTEMA # 2,Rural,Norte Cartago,CENTRO POBLADO,Grifo,4.725194,-76.15353,13,"2020, 2021, 2022, 2023, 2024, 2025, 2026",15.463076923076922,69.01,ALTO,EXISTENTE,6,13
58651,BOLIVAR,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - BOLIVAR,ACUAVALLE S.A. E.S.P. - BOLIVAR,Urbano,Centro Tuluá,CABECERA MUNICIPAL,Grifo,4.338628,-76.16724,75,"2020, 2021, 2022, 2023, 2024, 2025, 2026",0.42253333333333337,16.95,MEDIO,EXISTENTE,3,4
112140,BOLIVAR,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LAS VEREDAS AGUAS LINDAS Y BUENOS AIRES,ACUEDUCTO AGUAS LINDAS Y BUENOS AIRES,Rural,Centro Tuluá,CENTRO POBLADO,Grifo,4.411886,-76.32549,6,"2020, 2021, 2022, 2023",84.29833333333333,89.6,INVIABLE SANITARIAMENTE,EXISTENTE,7,41
125671,BOLIVAR,ACUEDUCTO RURAL CABAÑAS ALTA,ACUEDUCTO CABAÑAS ALTAS,Rural,Centro Tuluá,DISPERSA,Grifo,4.476075,-76.29456,4,"2021, 2022, 2023",73.06,82.71,INVIABLE SANITARIAMENTE,EXISTENTE,6,18
125674,BOLIVAR,ACUEDUCTO RURAL CABAÑAS BAJA,ACUEDUCTO CABAÑAS BAJA,Rural,Centro Tuluá,DISPERSA,Grifo,4.180136,-76.15889,4,"2020, 2021, 2022, 2023",64.1125,85.27,INVIABLE SANITARIAMENTE,EXISTENTE,4,16
60381,BOLIVAR,ASOCIACIÓN DE USUARIOS DE ABASTO DE AGUA DEL CORREGIMIENTO CERRO AZUL Y LAS VEREDAS LA SIRIA Y LA SOLEDAD,ACUEDUCTO CERRO AZUL,Rural,Centro Tuluá,CENTRO POBLADO,Grifo,4.279806,-76.28697,12,"2020, 2021, 2022, 2023, 2024, 2025",20.441666666666666,81.87,INVIABLE SANITARIAMENTE,EXISTENTE,7,26
122557,BOLIVAR,COMITE PRO ACUEDUCTO CRISTALES,ACUEDUCTO CRISTALES,Rural,Centro Tuluá,DISPERSA,Grifo,4.301117,-76.38045,6,"2020, 2021, 2022, 2023",44.56,82.84,INVIABLE SANITARIAMENTE,EXISTENTE,4,17
121705,BOLIVAR,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO DE BUENOS AIRES,ACUEDUCTO DE BUENOS AIRES,Rural,Centro Tuluá,DISPERSA,Grifo,4.396928,-76.25172,15,"2020, 2021, 2022, 2023, 2024, 2025",42.596,89.94,INVIABLE SANITARIAMENTE,EXISTENTE,6,48
