codigo_dane_fuente,municipio,aro_uesvalle,servicio,averiado_raw,averiado_estado,destruido_raw,destruido_estado,uso_restringido_raw,uso_restringido_estado,fuera_servicio_raw,fuera_servicio_estado,familias_sin_servicio,personas_sin_servicio,descripcion_afectacion,perspectiva_recuperacion,estado_informacion_afectacion,recuperacion_clasificada,afectacion_identificada,dependencia_energia,sara_brut,carrotanque,ptap,ptar,red_tuberia_aduccion,calidad_registro,fila_fuente,columnas_fuente
76563,Pradera,ARO Sur - Cali,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,32,FY-GF
76563,Pradera,ARO Sur - Cali,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,32,GG-GN
76563,Pradera,ARO Sur - Cali,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,32,GO-GV
76563,Pradera,ARO Sur - Cali,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,32,GW-HD
76563,Pradera,ARO Sur - Cali,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,32,HE-HL
76606,Restrepo,ARO Centro - Tuluá,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,X,MARCADO,4350,17400,Suspensión temporal del acueducto,SIN REPORTE ,REPORTADO,OTRA / REVISAR,1,0,0,0,0,0,0,,33,FQ-FX
76606,Restrepo,ARO Centro - Tuluá,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,33,FY-GF
76606,Restrepo,ARO Centro - Tuluá,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,33,GG-GN
76606,Restrepo,ARO Centro - Tuluá,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,33,GO-GV
76606,Restrepo,ARO Centro - Tuluá,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,33,GW-HD
76606,Restrepo,ARO Centro - Tuluá,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,33,HE-HL
76616,Riofrío,ARO Centro - Tuluá,Acueducto,X,MARCADO,,SIN MARCA,X,MARCADO,,SIN MARCA,,,colapsado,,REPORTADO,SIN DATO,1,0,0,0,0,0,0,,34,FQ-FX
76616,Riofrío,ARO Centro - Tuluá,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,34,FY-GF
76616,Riofrío,ARO Centro - Tuluá,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,34,GG-GN
76616,Riofrío,ARO Centro - Tuluá,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,34,GO-GV
76616,Riofrío,ARO Centro - Tuluá,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,X,MARCADO,,,,,REPORTADO,SIN DATO,1,0,0,0,0,0,0,,34,GW-HD
76616,Riofrío,ARO Centro - Tuluá,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,34,HE-HL
76622,Roldanillo,ARO Norte - Cartago,Acueducto,X,MARCADO,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Tubo madre averiado, afectando el suministro de agua potable en zona urbana","Se proyecta mañana 12/08/2026 en la noche, reestablecer la operación del  SARA- BRUT.  ",REPORTADO,OTRA / REVISAR,1,0,0,0,0,0,0,,35,FQ-FX
76622,Roldanillo,ARO Norte - Cartago,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,35,FY-GF
76622,Roldanillo,ARO Norte - Cartago,Saneamiento básico,,SIN MARCA,,SIN MARCA,X,MARCADO,,SIN MARCA,,,El municipio se encuentra sin servicio de agua potable,Recuperable,REPORTADO,OTRA / REVISAR,1,0,0,0,0,0,0,,35,GG-GN
76622,Roldanillo,ARO Norte - Cartago,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,X,MARCADO,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",REPORTADO,SIN INFORMACIÓN / EN VERIFICACIÓN,1,0,0,0,0,0,0,,35,GO-GV
76622,Roldanillo,ARO Norte - Cartago,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,X,MARCADO,,,Municipio sin energía eléctrica desde el día del sismo,sin información ,REPORTADO,SIN INFORMACIÓN / EN VERIFICACIÓN,1,1,0,0,0,0,0,,35,GW-HD
76622,Roldanillo,ARO Norte - Cartago,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,X,MARCADO,,,Fuga de gas en zona urbana,Sin información ,REPORTADO,SIN INFORMACIÓN / EN VERIFICACIÓN,1,0,0,0,0,0,0,,35,HE-HL
76670,San Pedro,ARO Centro - Tuluá,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,0,0,Acueducto San José de San Pedro. No sé reporta afectación en la infraestructura del tanque. Suspensión del servicio por 24 horas por corte en el fluido eléctrico. ,Hoy 11/08/2026 se restableció el servicio.,REPORTADO,RESTABLECIDO / NORMAL,1,1,0,0,0,0,0,,36,FQ-FX
76670,San Pedro,ARO Centro - Tuluá,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,36,FY-GF
76670,San Pedro,ARO Centro - Tuluá,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,"Se realiza contacto, a la espera de confirmacion de plan de contingencia y capacidad para recepcionar RCD",REPORTADO,OTRA / REVISAR,1,0,0,0,0,0,0,,36,GG-GN
76670,San Pedro,ARO Centro - Tuluá,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,36,GO-GV
76670,San Pedro,ARO Centro - Tuluá,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,36,GW-HD
76670,San Pedro,ARO Centro - Tuluá,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,36,HE-HL
76736,Sevilla,ARO Centro - Tuluá,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,0,0,La tuberia de aduccion de la plata de la zona urbana sufrio daños,El 11/08/2026 se solucionó el daño de la tuberia de aducción de la planta y el servicio de abastecimiento de la zona urbana esta completamente reestablecido. ,REPORTADO,OTRA / REVISAR,1,0,0,0,0,0,1,,37,FQ-FX
76736,Sevilla,ARO Centro - Tuluá,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,37,FY-GF
76736,Sevilla,ARO Centro - Tuluá,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,37,GG-GN
76736,Sevilla,ARO Centro - Tuluá,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,37,GO-GV
76736,Sevilla,ARO Centro - Tuluá,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,37,GW-HD
76736,Sevilla,ARO Centro - Tuluá,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,37,HE-HL
76823,Toro,ARO Norte - Cartago,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,X,MARCADO,0,0,Se Opera el acueducto a través de las 2 fuentes alternas al SARA BRUT. Por recalentamiento de las bombas del pozo proundo se suspendió la recarga de la PTAP de esta fuente.,"Suspensión temporal de la recarga de la PTAP desde el pozo profundo, mientras se realizan adecuaciones al sistema de refrigeración.

Se proyecta mañana 12/08/2026 en la noche, reestablecer la operación del  SARA- BRUT.  ",REPORTADO,OTRA / REVISAR,1,0,1,0,1,0,0,,38,FQ-FX
76823,Toro,ARO Norte - Cartago,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,38,FY-GF
76823,Toro,ARO Norte - Cartago,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,38,GG-GN
76823,Toro,ARO Norte - Cartago,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,38,GO-GV
76823,Toro,ARO Norte - Cartago,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,38,GW-HD
76823,Toro,ARO Norte - Cartago,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,38,HE-HL
76828,Trujillo,ARO Centro - Tuluá,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,0,0,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,39,FQ-FX
76828,Trujillo,ARO Centro - Tuluá,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,39,FY-GF
76828,Trujillo,ARO Centro - Tuluá,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,39,GG-GN
76828,Trujillo,ARO Centro - Tuluá,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,39,GO-GV
76828,Trujillo,ARO Centro - Tuluá,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,X,MARCADO,2300,9850,Sin servicio por caida de postes y daños en redes electricas,"Celsia indica que es prograsivo la recuperacion, priorizando la zona urbana",REPORTADO,OTRA / REVISAR,1,1,0,0,0,0,0,,39,GW-HD
76828,Trujillo,ARO Centro - Tuluá,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,39,HE-HL
76834,Tuluá,ARO Centro - Tuluá,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,40,FQ-FX
76834,Tuluá,ARO Centro - Tuluá,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,40,FY-GF
76834,Tuluá,ARO Centro - Tuluá,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,40,GG-GN
76834,Tuluá,ARO Centro - Tuluá,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,40,GO-GV
76834,Tuluá,ARO Centro - Tuluá,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,40,GW-HD
76834,Tuluá,ARO Centro - Tuluá,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,40,HE-HL
76845,Ulloa,ARO Norte - Cartago,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,0,0,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,41,FQ-FX
76845,Ulloa,ARO Norte - Cartago,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,41,FY-GF
76845,Ulloa,ARO Norte - Cartago,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,41,GG-GN
76845,Ulloa,ARO Norte - Cartago,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,41,GO-GV
76845,Ulloa,ARO Norte - Cartago,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,41,GW-HD
76845,Ulloa,ARO Norte - Cartago,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,41,HE-HL
76863,Versalles,ARO Norte - Cartago,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,0,0,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,42,FQ-FX
76863,Versalles,ARO Norte - Cartago,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,42,FY-GF
76863,Versalles,ARO Norte - Cartago,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,42,GG-GN
76863,Versalles,ARO Norte - Cartago,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,42,GO-GV
76863,Versalles,ARO Norte - Cartago,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,42,GW-HD
76863,Versalles,ARO Norte - Cartago,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,42,HE-HL
76869,Vijes,ARO Sur - Cali,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,43,FQ-FX
76869,Vijes,ARO Sur - Cali,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,43,FY-GF
76869,Vijes,ARO Sur - Cali,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,43,GG-GN
76869,Vijes,ARO Sur - Cali,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,43,GO-GV
76869,Vijes,ARO Sur - Cali,Energía eléctrica,,SIN MARCA,,SIN MARCA,X,MARCADO,,SIN MARCA,,,En la zona rural y 5 barrios del casco urbano no hay servicio de energía eléctrica,,REPORTADO,SIN DATO,1,1,0,0,0,0,0,,43,GW-HD
76869,Vijes,ARO Sur - Cali,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,43,HE-HL
76890,Yotoco,ARO Centro - Tuluá,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,44,FQ-FX
76890,Yotoco,ARO Centro - Tuluá,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,44,FY-GF
76890,Yotoco,ARO Centro - Tuluá,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,"Se realiza contacto, a la espera de confirmacion de plan de contingencia y capacidad para recepcionar RCD",REPORTADO,OTRA / REVISAR,1,0,0,0,0,0,0,,44,GG-GN
76890,Yotoco,ARO Centro - Tuluá,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,44,GO-GV
76890,Yotoco,ARO Centro - Tuluá,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,44,GW-HD
76890,Yotoco,ARO Centro - Tuluá,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,44,HE-HL
76892,Yumbo,ARO Sur - Cali,Acueducto,x,MARCADO,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,varios sectores sin suministro de agua potable,,REPORTADO,SIN DATO,1,0,0,0,0,0,0,,45,FQ-FX
76892,Yumbo,ARO Sur - Cali,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,45,FY-GF
76892,Yumbo,ARO Sur - Cali,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,45,GG-GN
76892,Yumbo,ARO Sur - Cali,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,45,GO-GV
76892,Yumbo,ARO Sur - Cali,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,Sectores de zona rural y urbana sin fluido electrico,,REPORTADO,SIN DATO,1,1,0,0,0,0,0,,45,GW-HD
76892,Yumbo,ARO Sur - Cali,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,sectores sin suministro de gas,,REPORTADO,SIN DATO,1,0,0,0,0,0,0,,45,HE-HL
76895,Zarzal,ARO Centro - Tuluá,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,X,MARCADO,,,Suspensión temporal del acueducto por daños en tubería del Sara Brut. ,"Apoyo con carrotanques de Bomberos para distribución de agua para consumo.

6 Carrotanques.

Se proyecta mañana 12/08/2026 en la noche, reestablecer la operación del  SARA- BRUT.  ",REPORTADO,ALTERNATIVA TEMPORAL,1,0,1,1,0,0,1,,46,FQ-FX
76895,Zarzal,ARO Centro - Tuluá,Alcantarillado,no,NO MARCADO / EXPLÍCITO,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,46,FY-GF
76895,Zarzal,ARO Centro - Tuluá,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,46,GG-GN
76895,Zarzal,ARO Centro - Tuluá,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,46,GO-GV
76895,Zarzal,ARO Centro - Tuluá,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,la paila sin energia y vallejuelo,,REPORTADO,SIN DATO,1,1,0,0,0,0,0,,46,GW-HD
