codigo_dane_fuente,municipio,aro_uesvalle,sector,necesidad,equipos_elementos,costo_estimado,estado_informacion,fila_fuente,columnas_fuente
76828,Trujillo,ARO Centro - Tuluá,Vivienda,"Carpas
Elementos de primera necesidad
Materiales de construcción",,,REPORTADO,39,AG
76828,Trujillo,ARO Centro - Tuluá,Edificaciones públicas,"Techos, paredes en centro de capacitacion Alfonso lopez Pumarejo

IE Carmelita las más afectadas fisuras de paredes de lado a lado ( utorizo reparaciones)

Casa cultural, teatro y otras zonas culturales","Sillas de oficina, escritorios, elementos de la cocina",650000000,REPORTADO,39,BR-BS-BT
76828,Trujillo,ARO Centro - Tuluá,Telecomunicaciones,Arreglo de estructurales y equipos digitales,,,REPORTADO,39,DR-DS-DT
76828,Trujillo,ARO Centro - Tuluá,Servicios públicos,mayor cobertura de aseo,Carro compactador de basura,700000000,REPORTADO,39,HM-HN-HO
76828,Trujillo,ARO Centro - Tuluá,"Industria, comercio y turismo","estanterias, vitrinas","Computadores, enlaces, consolas, microfonos, equipos de comunicaciones",,REPORTADO,39,JO-JP-JQ
76828,Trujillo,ARO Centro - Tuluá,Prioridad general,"Alimentos, frasadas, colchonetas, carpas, agua, ropa, cocinas y enseres, maquinaria para remocion de escombros.",,,REPORTADO,39,JR
76828,Trujillo,ARO Centro - Tuluá,CRUE,EVALUACION ESTRUCTURAL PARA CALIFICAR RIESGOS EN LA PRESTACION Y EVALUACION DE DAÑOS PARA DEFINIR PLAN DE OBRA Y VALOR,,,REPORTADO,39,JS
76834,Tuluá,ARO Centro - Tuluá,Salud,"Hosp Tomas Uribe Afectación en paredes de consulta externa (Afectacion del 20%) - Hospital Ruben Cruz Velez, grietas minimas (Afectacion del 5%) 
EVALUACION ESTRUCTURAL PARA CALIFICAR RIESGOS EN LA PRESTACION Y EVALUACION DE DAÑOS PARA DEFINIR PLAN DE OBRA Y VALOR",,,REPORTADO,40,Y
76834,Tuluá,ARO Centro - Tuluá,CRUE,"Hospital Rubén Cruz Velez confirma lectura.
No tenemos servicios cerrados,estamos prestando atención en el Servicio de urgencias,consulta externa en sede central y puestos de salud",,,REPORTADO,40,JS
76845,Ulloa,ARO Norte - Cartago,Salud,"estructura agrietada (Afectacion del 10%)
EVALUACION ESTRUCTURAL PARA CALIFICAR RIESGOS EN LA PRESTACION Y EVALUACION DE DAÑOS PARA DEFINIR PLAN DE OBRA Y VALOR",,,REPORTADO,41,Y
76845,Ulloa,ARO Norte - Cartago,CRUE,"EVALUACION ESTRUCTURAL PARA CALIFICAR RIESGOS EN LA PRESTACION Y EVALUACION DE DAÑOS PARA DEFINIR PLAN DE OBRA Y VALOR, Ulloa solo servicio de urgencias. No hay fluido eléctrico, no hay agua y no contamos con comunicaciones.",,,REPORTADO,41,JS
76863,Versalles,ARO Norte - Cartago,Salud,"afectacion en urgencias en el techo y grietas en paredes, en consultorio de citol ogia  y auditorio(Afectación del 40%)
EVALUACION ESTRUCTURAL PARA CALIFICAR RIESGOS EN LA PRESTACION Y EVALUACION DE DAÑOS PARA DEFINIR PLAN DE OBRA Y VALOR",,,REPORTADO,42,Y
76863,Versalles,ARO Norte - Cartago,CRUE,"EVALUACION ESTRUCTURAL PARA CALIFICAR RIESGOS EN LA PRESTACION Y EVALUACION DE DAÑOS PARA DEFINIR PLAN DE OBRA Y VALOR NECESIDAD DE INSUMOS MEDICOS Y MEDICAMENTOS, ENVIARAN UN LISTADO” Versalles aún sin señal ni servicio de energía mi sala de partos quedó con daños en carros de paro monitor y desfibrilador rotos en el momento servicios de consulta externa cerrados, urgencias funcionando normal",,,REPORTADO,42,JS
76869,Vijes,ARO Sur - Cali,Salud,"Hospital Francineth Sanchez, Daños en estructura leves en la mayor parte de la institucion (afectacion del 30%) 
EVALUACION ESTRUCTURAL PARA CALIFICAR RIESGOS EN LA PRESTACION Y EVALUACION DE DAÑOS PARA DEFINIR PLAN DE OBRA Y VALOR",,,REPORTADO,43,Y
76869,Vijes,ARO Sur - Cali,Edificaciones públicas,"Materiales de construcción:
Tejas
Farol
Cemento
Hierro
Maquinaria amarilla","Techos y paredes alcaldía, UMATA, Casa del Deporte, Casa de la Cultura, Museo Santa Bárbara, Colegio Robledo y Colegio Atanasio Girardot.",,REPORTADO,43,BR-BS-BT
76869,Vijes,ARO Sur - Cali,Servicios públicos,Intervención de CELSIA ara restablecimiento de servicio eléctrico en algunas zonas,,,REPORTADO,43,HM-HN-HO
76869,Vijes,ARO Sur - Cali,CRUE,"EVALUACION ESTRUCTURAL PARA CALIFICAR RIESGOS EN LA PRESTACION Y EVALUACION DE DAÑOS PARA DEFINIR PLAN DE OBRA Y VALOR        todos los servicios continua funcionando, se observan grietas en todas las áreas, solicitud de energía o planta eléctrica para la sede el tambor que está sin el servicio donde tienen un médico interdiario, vacunación, equipos de refrigeración",,,REPORTADO,43,JS
76890,Yotoco,ARO Centro - Tuluá,Salud,"Hospital Local de Yotoco, AGRIETAMIENTO DE TODAS LAS COLUMNAS DEL PISO 2 (Afectacio del 70%). urgencias reubicada en el area de hospitalización con riesgo de colapso.
EVALUACION ESTRUCTURAL PARA CALIFICAR RIESGOS EN LA PRESTACION Y EVALUACION DE DAÑOS PARA DEFINIR PLAN DE OBRA Y VALOR",,,REPORTADO,44,Y
76890,Yotoco,ARO Centro - Tuluá,CRUE,"""EVALUACION ESTRUCTURAL PARA CALIFICAR RIESGOS EN LA PRESTACION Y EVALUACION DE DAÑOS PARA DEFINIR PLAN DE OBRA Y VALOR TANQUE DE RESERVA DE AGUA REUBICACION DEL SERVICIO DE URGENCIAS AL AREA NUEVA, necesitan planta para la zona habilitada ""evacuaron el servicio de urgencias en el parque contiguo, el hospital no esta en condiciones, aun no cuenta con evaluación estructural de ingeniero, solo atención básica de urgencias en el parque",,,REPORTADO,44,JS
76892,Yumbo,ARO Sur - Cali,Salud,Sin necesidades prioritarias,,,REPORTADO,45,Y
76892,Yumbo,ARO Sur - Cali,Prioridad general,"- Estudios técnicos de inspección, patología estructural, verificación y análisis de vulnerabilidad sísmica de las edificación afectadas por el sismo del 10 de agosto de 2026
-- Ayuda Humanitaria de Emergencia
-- Subsidios de Arrendamiento Casas Destruidas o Inhabitables
-- Subsidio de rehabilitacion de vivienda
- Servicio de Carrotanque y Suministro de agua",,,REPORTADO,45,JR
76892,Yumbo,ARO Sur - Cali,CRUE,"Urgencias, Prioritaria, Embarazdas, sin camas cerradas .  sin laboratorio pruebas bioquímicas por presión del agua",,,REPORTADO,45,JS
76895,Zarzal,ARO Centro - Tuluá,Salud,"El 10% de la insitución se encuentra afectada. TANQUE DE RESERVA DE AGUA, INSUMOS MEDICOS,  requiere con urgencias apoyo con acuavalle porque está sin agua potable.
EVALUACION ESTRUCTURAL PARA CALIFICAR RIESGOS EN LA PRESTACION Y EVALUACION DE DAÑOS PARA DEFINIR PLAN DE OBRA Y VALOR
TANQUE DE RESERVA DE AGUA",,,REPORTADO,46,Y
76895,Zarzal,ARO Centro - Tuluá,Edificaciones públicas,aun no se revisa el estado de las edificaciones,,,REPORTADO,46,BR-BS-BT
76895,Zarzal,ARO Centro - Tuluá,CRUE,"están de evaluación estructural preliminar con ingeniero. grietas superficiales y daños menores en mamposterías y tejas en urgencias. ya todos los servicios están funcionando a l00%, baja la afectación al 10%. requiere con urgencias apoyo con Acuavalle porque está sin agua potable apoyo con Acuavalle. las dos carpas están instaladas, pero si las requieren reubicar lo pueden hacer",,,REPORTADO,46,JS
