id,codigo,municipio,aro,longitud,latitud,tmax_daily_mean_c,tmax_abs_c
ELNINO_0630,5011,YOTOCO,Centro Tuluá,-76.41194,3.958056,23.15,25.08
ELNINO_0631,3258,YOTOCO,Centro Tuluá,-76.50335,3.608778,25.14,27.65
ELNINO_0632,3273,YOTOCO,Centro Tuluá,-76.4,3.980833,22.03,23.79
ELNINO_0633,501,YOTOCO,Centro Tuluá,-76.41722,3.886111,23.15,25.08
ELNINO_0634,500,YOTOCO,Centro Tuluá,-76.43167,3.932222,23.15,25.08
ELNINO_0635,7402,YOTOCO,Centro Tuluá,-76.42483,3.840389,23.93,26.08
ELNINO_0221,7799,YOTOCO,Centro Tuluá,-76.44177,3.858531,23.93,26.08
ELNINO_0637,312,YOTOCO,Centro Tuluá,-76.43493,3.887303,23.15,25.08
ELNINO_0638,3554,YOTOCO,Centro Tuluá,-76.21389,4.037222,24.93,28.27
ELNINO_0639,2646,YOTOCO,Centro Tuluá,-76.45483,3.880556,23.93,26.08
ELNINO_0640,2727,YOTOCO,Centro Tuluá,-76.45995,3.875361,23.93,26.08
ELNINO_0641,3272,YOTOCO,Centro Tuluá,-76.38333,3.975569,22.03,23.79
ELNINO_0642,3272,YOTOCO,Centro Tuluá,-76.38534,3.99955,22.03,23.79
ELNINO_0643,7526,YOTOCO,Centro Tuluá,-76.42675,3.836292,23.93,26.08
ELNINO_0644,499,YOTOCO,Centro Tuluá,-76.42519,3.896928,23.15,25.08
ELNINO_0645,498,YOTOCO,Centro Tuluá,-76.42519,3.896928,23.15,25.08
ELNINO_0646,394,YOTOCO,Centro Tuluá,-76.43451,3.915639,23.15,25.08
ELNINO_0647,14321,YOTOCO,Centro Tuluá,-76.40266,3.985103,22.03,23.79
ELNINO_0648,SD,YOTOCO,Centro Tuluá,-76.44334,3.838569,23.93,26.08
ELNINO_0649,193,YOTOCO,Centro Tuluá,-76.38419,3.917778,23.15,25.08
ELNINO_0650,3404,YOTOCO,Centro Tuluá,-76.33777,4.044269,21.14,22.97
ELNINO_0652,3271,YOTOCO,Centro Tuluá,-76.37436,3.969892,22.03,23.79
ELNINO_0653,4993,YOTOCO,Centro Tuluá,-76.39854,3.994731,22.03,23.79
ELNINO_0654,3276,YOTOCO,Centro Tuluá,-76.40278,3.948233,23.15,25.08
ELNINO_0655,2790,YOTOCO,Centro Tuluá,-76.37958,3.922306,23.15,25.08
ELNINO_0656,3406,YOTOCO,Centro Tuluá,-76.39317,3.94415,23.15,25.08
ELNINO_0657,191,YOTOCO,Centro Tuluá,-76.38506,3.860611,23.93,26.08
ELNINO_0658,159,ZARZAL,Centro Tuluá,-75.99947,4.375303,25.9,29.72
ELNINO_0659,164,ZARZAL,Centro Tuluá,-76.07335,4.316675,25.18,28.95
ELNINO_0660,18517,ZARZAL,Centro Tuluá,-76.04355,4.425561,25.9,29.72
ELNINO_0661,195,ZARZAL,Centro Tuluá,-75.95129,4.371172,25.9,29.72
ELNINO_0662,167,ZARZAL,Centro Tuluá,-76.06668,4.400856,25.9,29.72
ELNINO_0664,SD,EL DOVIO,Norte Cartago,-76.30638,4.495008,22.98,25.09
ELNINO_0666,SD,EL DOVIO,Norte Cartago,-76.25233,4.489472,22.98,25.09
ELNINO_0667,2078,SEVILLA,Centro Tuluá,-75.90734,4.163933,24.36,29.03
ELNINO_0668,928,SAN PEDRO,Centro Tuluá,-76.31866,4.019367,25.54,28.37
ELNINO_0669,3548,TRUJILLO,Centro Tuluá,-76.32455,4.225233,20.53,22.13
ELNINO_0670,13517,YOTOCO,Centro Tuluá,-76.42417,3.836111,23.93,26.08
ELNINO_0671,,EL CERRITO,Sur Cali,-76.19239,3.665444,22.71,24.9
ELNINO_0086,23842,ROLDANILLO,Norte Cartago,-76.2133,4.418064,23.64,26.21
ELNINO_0673,1892,TORO,Norte Cartago,-76.09854,4.671408,25.57,28.31
ELNINO_0674,,ANDALUCÍA,Centro Tuluá,-75.97,4.138056,23.56,26.6
ELNINO_0675,5066,ULLOA,Norte Cartago,-75.82568,4.703329,24.92,26.98
ELNINO_0676,SD,VIJES,Sur Cali,-76.45456,3.735278,23.93,26.08
ELNINO_0596,6520,EL CERRITO,Sur Cali,-76.10364,3.639056,19.05,21.29
