id,mun,aro,amb,loc,prest,pob,q,precip_mm,temp_mean,precip_idx,temp_anom,precip_sev,temp_sev,clima_score,P_clima,clasif_fuente
ELNINO_0586,ULLOA,Norte Cartago,Rural,SUCRE,ASOCIACION DE USUARIOS ACUEDUCTO SUCRE,64,1.0,13.6,18.97,30.9,1.56,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0587,ULLOA,Norte Cartago,Rural,EL BRILLANTE,JUNTA DE ACCIÓN COMUNAL VEREDA EL BRILLANTE,264,,15.54,18.97,34.5,1.25,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0588,ULLOA,Norte Cartago,Urbano,"URBANO, BERLIN",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ULLOA,3656,15.0,15.54,18.97,34.5,1.25,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0589,VERSALLES,Norte Cartago,Rural,EL VERGEL,ACUEDUCTO VEREDAL EL VERGEL,72,,23.42,20.17,53.7,1.35,0,1,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0590,VERSALLES,Norte Cartago,Rural,COCNUCO RED #1,ASOCIACIËN DE USUARIOS DEL ACUEDUCTO RURAL DE LA VEREDA COCONUCO RED 1,120,15.0,16.48,19.06,40.5,1.33,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0591,VERSALLES,Norte Cartago,Rural,COCONUCO RED #2,ASOCIACIËN DE USUARIOS DEL ACUEDUCTO RURAL DE LA VEREDA COCONUCO RED 2,60,,16.48,19.06,40.5,1.33,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0592,VERSALLES,Norte Cartago,Rural,"LA FLORIDA , MURRAPAL , EL SILENCIO",ASOCIACION ADMINISTRADORA ACUEDUCTO RURAL COMUNITARIO LA FLORIDA,680,3.0,16.48,19.06,40.5,1.33,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0593,VERSALLES,Norte Cartago,Rural,"EL BALSAL, EL TABOR, EL ARBOLITO",ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO ACUASALUDO EL BALSAL,1216,,24.51,19.8,50.3,1.29,0,1,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0594,VERSALLES,Norte Cartago,Rural,"EL BOSQUE, LA GUARIA, LA ARABIA, EL BRILLANTE, EL RUBY Y EL DECRO.",ASOCIACIÓN COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE PUENTE TIERRA ASOCOAPT,164,3.0,18.05,19.06,40.8,1.39,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0446,VERSALLES,Norte Cartago,Rural,PUERTO NUEVO,JUNTA ACCION COMUNAL PUERTO NUEVO,240,1.38,23.42,20.17,53.7,1.35,0,1,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0598,VERSALLES,Norte Cartago,Rural,CAMPOALEGRE,JUNTA ADMINISTRADORA ACUEDUCTO LA PRIMAVERA- CAMPO ALEGRE,120,1.0,18.05,19.06,40.8,1.39,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0599,VERSALLES,Norte Cartago,Rural,"LA BALSORA ALTA Y BAJA, LA GRECIA, EL DESCANSO, OJEDAS,",JUNTA ADMINISTRADORA ACUEDUCTO RURAL VEREDA LA BALSORA,172,,16.52,19.52,43.8,1.4,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0600,VERSALLES,Norte Cartago,Rural,BUENA VISTA,JUNTA ADMINISTRADORA RURAL BUENA VISTA,100,0.25,23.56,19.8,51.7,1.35,0,1,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0601,VERSALLES,Norte Cartago,Rural,EL DIAMANTE LA CRISTALINA,JUNTA ADMON ACUEDUCTO LA CRISTALINA EL DIAMANTE,80,0.26,18.05,19.06,40.8,1.39,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0602,VERSALLES,Norte Cartago,Rural,GUAMALITO,SISTEMA DE ABASTECIMIENTO ACUEDUCTO RURAL GUAMALITO,200,2.0,19.7,20.17,47.1,1.39,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0603,VIJES,Sur Cali,Rural,POTRERITO,ASOCIACIÓN DE USUARIOS DE LA QUEBRADA DE POTRERITO SUR - ADUPSUR,288,,5.79,19.29,24.8,1.49,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0604,VIJES,Sur Cali,Rural,CAIMITAL,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA CAIMITAL SECTOR ESCUELA,72,7.0,6.81,19.68,26.2,1.49,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0605,VIJES,Sur Cali,Rural,CAIMITAL,"ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA CAIMITAL, MUNICIPIO DE VIJES",408,2.0,6.81,19.68,26.2,1.49,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0606,VIJES,Sur Cali,Rural,VEREDA CIENEGUITAS,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA CIENEGUITAS,320,0.5,6.28,19.29,25.5,1.07,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0607,VIJES,Sur Cali,Rural,"CARBONERO,LA PEDRERA","ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO CARBONERO, VIJES.",476,1.0,5.79,19.29,24.8,1.49,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0608,VIJES,Sur Cali,Rural,LA RIVERA,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO LA RIVERA.,480,3.0,5.79,19.29,24.8,1.49,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0609,VIJES,Sur Cali,Rural,LA FRESNEDA,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO MONTERREY ALTOS DE LA FRESNEDA JACA # 13,84,1.0,6.65,19.29,25.1,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0610,VIJES,Sur Cali,Rural,VILLA MARIA,ASOCIACION JUNTA ADMINISTRADORA DE ACUEDUCTO COMUNITARIO NUESTRA FUENTE - ASOJACONUF,200,1.0,5.79,19.29,24.8,1.49,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0611,VIJES,Sur Cali,Rural,VIDAL,JUNTA ADMINISTRADORA ACUEDUCTO COMUNITARIO VEREDA VIDAL ESP,280,,4.82,19.29,25.3,1.85,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0612,VIJES,Sur Cali,Rural,LA FRESNEDA,JUNTA ADMINISTRADORA COMUNITARIA ACUEDUCTO ALTO FRESNEDA JACA # 2,68,1.0,6.65,19.29,25.1,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0613,VIJES,Sur Cali,Rural,LA FRESNEDA ALTO DE LOS CHIVOS,JUNTA ADMINISTRADORA COMUNITARIA ACUEDUCTO LA FRESNEDA TRESQUEBRADAS,72,1.0,6.65,19.29,25.1,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0614,VIJES,Sur Cali,Rural,OCACHE,JUNTA ADMINISTRADORA COMUNITARIA ACUEDUCTO OCACHE ALTO - NUEVO HORIZONTE - JACA N° 7,200,1.0,6.39,20.95,28.1,1.49,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0615,VIJES,Sur Cali,Rural,SANTA ANA,JUNTA ADMINISTRADORA COMUNITARIA ACUEDUCTO VEREDA SANTA ANA - JACA N° 4,148,,4.82,19.29,25.3,1.85,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0616,VIJES,Sur Cali,Rural,LA FRESNEDA,JUNTA ADMINISTRADORA COMUNITARIA DEL ACUEDUCTO # 12 LA FRESNEDA-VIJES-LA JACA N° 12,304,2.0,6.65,19.29,25.1,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0617,VIJES,Sur Cali,Rural,EL TAMBOR,JUNTA ADMINISTRADORA COMUNITARIA DEL ACUEDUCTO #15 DEL CORREGIMIENTO EL TAMBOR-VIJES - LA JACA # 15,248,1.6,6.65,19.29,25.1,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0618,VIJES,Sur Cali,Rural,"EL PORVENIR,EL TRILLO,SAN ANTONIO,BRISAS,LA MERCED/LA COLONIA(RESTREPO),LA SOLEDAD(RESTREPO)",JUNTA ADMINISTRADORA COMUNITARIA DEL ACUEDUCTO #16 EL PORVENIR MUNICIPIO DE VIJES- LA JACA # 16,520,3.0,7.0,18.11,25.8,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0619,VIJES,Sur Cali,Rural,CACHIMBAL PARTE ALTA,JUNTA ADMINISTRADORA COMUNITARIA DEL ACUEDUCTO CACHIMBAL - LA ESTRELLA. JACA Nº 9,324,3.3,6.65,19.29,25.1,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0620,VIJES,Sur Cali,Rural,CACHIMBAL PARTE BAJA,JUNTA ADMINISTRADORA COMUNITARIA DEL ACUEDUCTO CORREGIMIENTO CACHIMBAL - JACA Nº 10,204,1.5,6.65,19.29,25.1,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0621,VIJES,Sur Cali,Rural,EL TAMBOR,JUNTA ADMINISTRADORA COMUNITARIA DEL ACUEDUCTO LA JACA # 11 EL TAMBOR - JACA #11,600,1.0,6.65,19.29,25.1,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0622,VIJES,Sur Cali,Rural,MOZAMBIQUE,JUNTA ADMINISTRADORA COMUNITARIA DEL ACUEDUCTO MOZAMBIQUE- J.A.C.A. N° 1,252,3.5,7.59,19.68,25.7,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0623,VIJES,Sur Cali,Rural,ROMERITO,JUNTA ADMINISTRADORA COMUNITARIA DEL ACUEDUCTO Nº6 VEREDA ROMERITO - LA JACA Nº6,176,,6.81,19.68,26.2,1.49,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0624,VIJES,Sur Cali,Rural,LOMALINDA,JUNTA ADMINISTRADORA COMUNITARIA JACA # 5 LOMALINDA VILLAMARÍA-VIJES,200,1.0,5.79,19.29,24.8,1.49,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0625,VIJES,Sur Cali,Rural,OCACHE PARTE BAJA,JUNTA ADMINISTRADORA DEL ACUEDUCTO DEL CORREGIMIENTO DE OCACHE PARTE BAJA - J.A.A.C.O.B.,220,0.9,6.81,19.68,26.2,1.49,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0626,VIJES,Sur Cali,Urbano,URBANO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - VIJES,12264,30.0,4.82,19.29,25.3,1.85,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0627,YOTOCO,Centro Tuluá,Rural,CORDOBITAS,ACUACORDOBITAS,128,1.0,9.75,18.11,27.1,1.13,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0628,YOTOCO,Centro Tuluá,Rural,CAMPOALEGRE,ACUEDUCTO AGUAS MIRACAMPO,72,,6.71,18.11,25.1,1.07,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0629,YOTOCO,Centro Tuluá,Rural,JIGUALES,ACUEDUCTO ANTIGUO DE JIGUALES,280,1.0,12.74,16.07,32.6,0.59,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0630,YOTOCO,Centro Tuluá,Rural,"LA COLONIA , LAS DELICIAS , SAN JUAN",ACUEDUCTO COMUNITARIO BELLA FUENTE,124,2.5,11.39,16.07,27.7,0.57,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0631,YOTOCO,Centro Tuluá,Rural,EL CRUZERO,ACUEDUCTO LA PALOMA - EL CRUCERO,112,1.0,6.18,20.95,32.2,1.47,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0632,YOTOCO,Centro Tuluá,Rural,"ALBANIA,SAN JUA","ACUEDUCTO RURAL ALBANIA-SAN JUAN ""ARLAS""",480,,9.09,18.43,26.4,0.57,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0633,YOTOCO,Centro Tuluá,Rural,LA COLONIA,"ACUEDUCTO RURAL LA COLONIA ""GOTAS DE VIDA""",112,2.0,10.4,18.11,30.0,0.59,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0634,YOTOCO,Centro Tuluá,Rural,EL CANEY,ASOCIACION ACUAVITAL ESP CANEY,200,2.0,12.74,16.07,32.6,0.59,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0635,YOTOCO,Centro Tuluá,Rural,EL DORADO,ASOCIACION ADMINISTRADORA ACUEDUCTO EL DORADO,100,,6.71,18.11,25.1,1.07,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0221,YOTOCO,Centro Tuluá,Rural,LA FLORESTA,ASOCIACION ADMINISTRADORA DE ACUEDUCTOS CORREGIMIENTO EL DORADO,44,1.5,10.4,18.11,30.0,0.59,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0637,YOTOCO,Centro Tuluá,Rural,LA FONTANA,ASOCIACION ADMINSITRADORA DEL ACUEDUCTO LA FONTANA-ACOFOMI,64,2.0,10.4,18.11,30.0,0.59,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0638,YOTOCO,Centro Tuluá,Rural,PUENTETIERRA,ASOCIACION COMUNITARIA ADMINISTRADORA ACUEDUCTO PUENTETIERRA LA VIRGINIA,128,21.0,6.74,21.23,24.6,1.55,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0639,YOTOCO,Centro Tuluá,Rural,PUENTETIERRA,ASOCIACION COMUNITARIA AGUAS DE PUENTE TIERRA - LA BOHEMIA,148,1.0,9.75,18.11,27.1,1.13,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0640,YOTOCO,Centro Tuluá,Rural,PUENTE TIERRA LA OFELIA,ASOCIACION COMUNITARIA AGUAS DE PUENTE TIERRA - LA OFELIA,576,2.5,9.75,18.11,27.1,1.13,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0641,YOTOCO,Centro Tuluá,Rural,RAYITO,ASOCIACIÓN DE USUARIOS AGUA ALBANIA E.S.P CARAMY,920,,9.09,18.43,26.4,0.57,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0642,YOTOCO,Centro Tuluá,Rural,MIRAVALLE,ASOCIACION DE USUARIOS AGUA ALBANIA ESP - MIRAVALLE,1200,3.0,9.09,18.43,26.4,0.57,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0643,YOTOCO,Centro Tuluá,Rural,BUENOS AIRES,ASOCIACION DE USUARIOS DE LA JUNTA ADMINISTRADORA DE AGUAS VEREDA BUENOS AIRES - AJABA,112,,6.71,18.11,25.1,1.07,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0644,YOTOCO,Centro Tuluá,Rural,CALIMITA,ASOCIACION DE USUARIOS DE LOS ACUEDUCTOS EL JARDIN - CALIMITA - CALIMITA,100,,10.4,18.11,30.0,0.59,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0645,YOTOCO,Centro Tuluá,Rural,EL JARDIN,ASOCIACION DE USUARIOS DE LOS ACUEDUCTOS EL JARDIN - CALIMITA - EL JARDIN,448,2.5,10.4,18.11,30.0,0.59,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0646,YOTOCO,Centro Tuluá,Rural,JIGUALES,ASOCIACION DE USUARIOS DEL ACUEDUCTO EL YARUMO-JIGUALES,416,1.9,12.74,16.07,32.6,0.59,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0647,YOTOCO,Centro Tuluá,Rural,LA RIVERA,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO LA RIVERA,132,1.5,11.39,16.07,27.7,0.57,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0648,YOTOCO,Centro Tuluá,Rural,COLORADOS,ASOCIACION USUARIOS SISTEMA SUMINISTRO AGUA RURAL VEREDA COLORADOS,96,,6.71,18.11,25.1,1.07,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0649,YOTOCO,Centro Tuluá,Rural,MEDIACANOA,ASOMEDIACANOA,3560,3.5,9.93,18.43,31.2,0.59,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0650,YOTOCO,Centro Tuluá,Rural,SAN ANTONIO DE PIEDRAS,ASUASAP,584,4.5,9.93,17.61,27.4,1.08,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0652,YOTOCO,Centro Tuluá,Rural,EL DELIRIO,JUNTA ACCION COMUNAL VEREDA EL DELIRIO,320,1.5,9.09,18.43,26.4,0.57,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0653,YOTOCO,Centro Tuluá,Rural,EL BOSQUE,JUNTA ADMINISTRADORA ACUEDUCTO EL BOSQUE,244,1.0,9.09,18.43,26.4,0.57,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0654,YOTOCO,Centro Tuluá,Rural,LAS DELICIAS,JUNTA ADMINISTRADORA ACUEDUCTO LAS DELICIAS,148,3.0,12.74,16.07,32.6,0.59,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0655,YOTOCO,Centro Tuluá,Rural,LOS PLANES,JUNTA ADMINISTRADORA ACUEDUCTO LOS PLANES,448,6.0,9.93,18.43,31.2,0.59,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0656,YOTOCO,Centro Tuluá,Rural,EL DOPO,JUNTA ADMINISTRADORA ACUEDUCTO RURAL EL DOPO,224,2.0,9.93,18.43,31.2,0.59,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0657,YOTOCO,Centro Tuluá,Urbano,URBANO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - YOTOCO,13600,29.0,8.6,19.56,29.2,0.59,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0658,ZARZAL,Centro Tuluá,Rural,COROZAL (150) Y BUENOS AIRES (50),ASOCIACION DE USUARIOS ACUASALUD VALLEJUELO,2120,14.0,13.26,21.93,37.4,1.99,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0659,ZARZAL,Centro Tuluá,Rural,LA PAILA,ASOCIACION DE USUARIOS DE LOS SERVICIOS PUBLICOS DE LA PAILA ASEPAILA,7520,30.0,7.49,21.6,22.9,1.03,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0660,ZARZAL,Centro Tuluá,Rural,"GUASIMAL BAJO , GUASIMAL ALTO, ALIZAL",ASOCIACION DE USUARIOS DE SERVICIOS PUBLICOS DEL ACUEDUCTO GUASIMAL-ALIZAL,236,,11.47,21.65,32.1,1.99,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0661,ZARZAL,Centro Tuluá,Rural,QUEBRADANUEVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO QUEBRADA NUEVA,1080,1.0,13.26,21.93,37.4,1.99,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0662,ZARZAL,Centro Tuluá,Urbano,"URBANO, LIMONES, VERGEL",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ZARZAL,43448,81.0,8.36,21.65,24.4,1.6,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0664,EL DOVIO,Norte Cartago,Rural,DIAMANTE,ACUEDUCTO VEREDAL EL DIAMANTE,68,1.8,23.61,21.53,52.8,1.76,0,2,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0666,EL DOVIO,Norte Cartago,Rural,CIELITO,JUNTA ADMINISTRADORA DEL ACUEDUCTO RURAL EL CIELITO,52,2.5,17.27,19.91,43.6,1.76,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0667,SEVILLA,Centro Tuluá,Rural,CEBOLLAL,ACUEDUCTO EL CEBOLLAL,136,,7.91,18.44,25.7,1.37,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0668,SAN PEDRO,Centro Tuluá,Rural,PREDIO LA CAMILA,ASOCIACION DE PRODUCTORES AGROPECUARIOS VICTIMAS DEL CONFLICTO ARMADO DE COLOMBIA -,280,,9.93,17.61,27.4,1.08,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0669,TRUJILLO,Centro Tuluá,Rural,LAS BRUMAS,ASOCIACION DE USUARIOS ABASTECIMIENTO DE AGUA LAS BRUMAS ASOBRU,24,3.0,15.19,18.6,31.7,1.09,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0670,YOTOCO,Centro Tuluá,Rural,EL SOBACO,JUNTA ADMINISTRADORA ACUEDUCTO EL SOBACO,20,,6.71,18.11,25.1,1.07,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0671,EL CERRITO,Sur Cali,Rural,PARCELACION EL CASTILLO,ACUEDUCTO AGUAS DEL CASTILLO,0,,6.75,18.72,41.0,1.15,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0086,ROLDANILLO,Norte Cartago,Rural,MATEGUADUA,ACUEDUCTO RURAL VEREDA MATEGUADUA,44,2.5,11.86,19.91,33.2,1.47,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0673,TORO,Norte Cartago,Rural,"VENTAQUEMADA SISTEMA # 2 , LA SIBERIA",ACUEDUCTO RURAL VDA VENTAQUEMADA SISTEMA # 2 - LA SIBERIA,72,1.5,15.45,20.82,35.0,1.29,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
