id,mun,aro,amb,loc,prest,pob,q,precip_mm,temp_mean,precip_idx,temp_anom,precip_sev,temp_sev,clima_score,P_clima,clasif_fuente
ELNINO_0242,EL AGUILA,Norte Cartago,Rural,EL EMBAL,JUNTA ADMINISTRADORA ACUEDUCTO EL EMBAL,132,2.5,23.19,19.56,40.3,1.08,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0243,EL AGUILA,Norte Cartago,Rural,LA ESTRELLA,JUNTA ADMINISTRADORA ACUEDUCTO LA ESTRELLA,100,0.25,21.87,16.28,38.8,1.08,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0244,EL AGUILA,Norte Cartago,Rural,LA ESPARTA,JUNTA ADMINISTRADORA DEL ACUEDUCTO ESPARTA,100,,21.6,18.72,37.7,0.82,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0245,EL AGUILA,Norte Cartago,Rural,SANTA ELENA BAJO,JUNTA ADMON SANTA ELENA BAJO,48,2.0,21.87,16.28,38.8,1.08,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0247,EL AGUILA,Norte Cartago,Rural,SANTA CLARA,JUNTA DE ACCION COMUNAL LLANO GRANDE ACUEDUCTO SANTA CLARA 2,72,3.0,21.87,16.28,38.8,1.08,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0248,EL AGUILA,Norte Cartago,Urbano,"URBANO, EL CAJON, GUACAS, LA PAZ",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-EL ÁGUILA,3192,20.0,18.36,16.28,32.4,0.82,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0249,EL CAIRO,Norte Cartago,Rural,EL DIAMANTE,ACUEDUCTO RURAL EL DIAMANTE,16,3.0,22.29,19.07,36.8,1.15,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0250,EL CAIRO,Norte Cartago,Rural,LA CARBONERA,ACUEDUCTO RURAL LA CARBONERA,28,,22.29,19.07,36.8,1.15,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0251,EL CAIRO,Norte Cartago,Rural,ALTO BONITO,ACUEDUCTO VEREDAL ALTO BONITO,92,2.0,26.75,19.56,41.8,1.15,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0252,EL CAIRO,Norte Cartago,Rural,LLANO GRANDE,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA DE LLANOGRANDE,224,5.0,26.85,20.23,49.0,1.29,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0159,EL CAIRO,Norte Cartago,Rural,LA MIRANDA Y LA GUARDIA,ASOCIACION DE USUARIOS ACUEDUCTO RURAL COMUNITARIO VEREDAS LA MIRANDA Y LA GUARDIA NIT 900514623-1,96,2.0,22.11,19.07,38.7,1.29,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0254,EL CAIRO,Norte Cartago,Rural,SALMELIA,ASOCIACION DE USUARIOS ACUEDUCTO SALMELIA,100,,22.11,19.07,38.7,1.29,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0255,EL CAIRO,Norte Cartago,Rural,ALBAN,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO ALBAN,112,4.22,22.29,19.07,36.8,1.15,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0256,EL CAIRO,Norte Cartago,Rural,SAN JOSE,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO ALBAN ACUEDUCTO SAN JOSE # 2,56,0.02,27.83,20.23,44.9,1.1,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0257,EL CAIRO,Norte Cartago,Rural,SAN JOSE # 1,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO RURAL VEREDA SAN JOSE #1,112,2.4,22.29,19.07,36.8,1.15,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0258,EL CAIRO,Norte Cartago,Rural,"LUNAPARK,LA CANCANA,EL PIÑUELO,LA ESTRELLA,LAS MARGARITAS",ASOCIACION DE USUARIOS DEL ARC LA ESTRELLA LUNA PARK,320,,22.29,19.07,36.8,1.15,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0078,EL CAIRO,Norte Cartago,Rural,LA GUARDIA,JUNTA ACUEDUCTIO RURAL LA GUARDIA,40,,22.11,19.07,38.7,1.29,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0260,EL CAIRO,Norte Cartago,Rural,CAMELLONES PARTE ALTA (2),JUNTA ADMINISTRADORA ACUEDUCTO CAMELLONES ALTO,24,3.5,22.11,19.07,38.7,1.29,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0261,EL CAIRO,Norte Cartago,Rural,CAMELLONES PARTE BAJA,JUNTA ADMINISTRADORA ACUEDUCTO CAMELLONES BAJO,40,35.0,26.85,20.23,49.0,1.29,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0262,EL CAIRO,Norte Cartago,Rural,BELLAVISTA,JUNTA ADMINISTRADORA DEL ACUEDUCTO DE BELLAVISTA,120,3.0,24.51,19.8,50.3,1.29,0,1,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0263,EL CAIRO,Norte Cartago,Rural,EL PACIFICO,JUNTA ADMINISTRADORA DEL ACUEDUCTO EL PACIFICO,72,2.4,26.75,19.56,41.8,1.15,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0264,EL CAIRO,Norte Cartago,Rural,LA PALMERA,JUNTA ADMON ACUEDUCTO LA PALMERA,80,1.5,26.85,20.23,49.0,1.29,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0265,EL CAIRO,Norte Cartago,Rural,NAPOLES,JUNTA ADMON LOCAL VEREDA NAPOLES,52,0.13,26.06,20.23,44.5,1.15,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0266,EL CAIRO,Norte Cartago,Urbano,URBANO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - EL CAIRO,3384,35.0,26.06,20.23,44.5,1.15,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0268,EL CERRITO,Sur Cali,Rural,AUJI,ACUASALUD AUJI,360,4.0,7.43,18.72,42.8,0.71,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0269,EL CERRITO,Sur Cali,Rural,EL MORAL,ACUEDUCTO EL MORAL,472,5.0,7.47,14.07,40.9,0.72,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0270,EL CERRITO,Sur Cali,Rural,EL PLACER,"ASOCIACION COMUNITARIA DE USUARIOS DE SERVICIOS PUBLICOS DOMICILIARIOS EL PLACER, AUSERPUB ESP",13492,55.0,4.48,21.19,26.8,1.97,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0271,EL CERRITO,Sur Cali,Rural,EL CASTILLO,ASOCIACION DE RECURSOS HIDRICOS NATURALES Y ACUEDUCTO DE EL CASTILLO - RINAUCA,568,5.0,6.75,18.72,41.0,1.15,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0272,EL CERRITO,Sur Cali,Rural,"EL CASTILLO,LA HONDA,LA REINA","ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE DEL CASTILLO, CERRITO. ASOSEAGUAS - RECAHON.",960,5.0,6.75,18.72,41.0,1.15,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0273,EL CERRITO,Sur Cali,Rural,TENERIFE,ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE TENERIFE - ASOUAT,592,1.3,6.54,12.22,32.1,0.72,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0274,EL CERRITO,Sur Cali,Rural,EL CARRIZAL,JUNTA ADMINISTRADORA ACUEDUCTO CARRIZAL,184,5.0,7.47,14.07,40.9,0.72,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0275,EL CERRITO,Sur Cali,Rural,EL ROSARIO PARTE ALTA,JUNTA ADMINISTRADORA DEL ACUEDUCTO ACUASALUD EL ROSARIO PARTE ALTA,76,0.5,6.99,18.72,43.5,1.1,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0276,EL CERRITO,Sur Cali,Rural,SANTA LUISA,JUNTA DE ACCION COMUNAL DE SANTA LUISA,252,5.0,6.92,14.07,37.5,0.71,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0277,EL CERRITO,Sur Cali,Rural,"EL POMO,EL ROSARIO,BOLIVIA",LA ASOCIACION DE USUARIOS ACUEDUCTO CRGTO EL POMO VEREDAS ROSARIO-BOLIVIA EL CERRITO-ACUAPORO,1284,8.0,6.99,18.72,43.5,1.1,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0278,EL CERRITO,Sur Cali,Rural,CAMPO ALEGRE,LA ASOCIACION DE USUARIOS DEL ACUEDUCTO Y/O ALCANTARILLADO Y/O ASEO DE CAMPO ALEGRE - AUSERACA,1868,7.5,4.48,21.19,26.8,1.97,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0279,EL CERRITO,Sur Cali,Urbano,"URBANO, GUACANAL, LA PLAYITA, CAMPO ALEGRE, AMAIMITO, EL FLORIDO, SAN ISIDRO, PALESTINO, PAJONALES, NOVILLERA, LOS ALPES, SAN ANTONIO, Y ZABALETAS (GINEBRA).",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - EL CERRITO,48720,140.0,4.46,20.97,25.8,1.85,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0280,EL CERRITO,Sur Cali,Rural,"SANTA ELENA,EL FLORIDO,ZABALETAS,SAN ISIDRO,NOVILLERA,AMAIMITO,PAJONALES,PALESTINA",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - EL CERRITO SANTA ELENA,10840,,4.45,21.19,25.3,1.76,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0281,EL DOVIO,Norte Cartago,Rural,LA HONDURA,ACUEDUCTO COMUNITARIO AGUAS LA ALEJANDRIA (LA HONDURA),140,2.0,18.02,20.17,44.5,1.76,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0282,EL DOVIO,Norte Cartago,Rural,BIRMANIA,ACUEDUCTO RURAL BIRMANIA,48,,27.82,21.53,61.2,1.82,0,2,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0283,EL DOVIO,Norte Cartago,Rural,"CAÑADA HONDA BAJA, CASTILLO ALTO",ACUEDUCTO RURAL CAÑADA HONDA BAJA - CASTILLO,160,,16.52,19.52,43.8,1.4,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0284,EL DOVIO,Norte Cartago,Rural,LA MARIA,ACUEDUCTO RURAL COMUNITARIO LA MARIA,120,1.5,18.02,20.17,44.5,1.76,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0285,EL DOVIO,Norte Cartago,Rural,SANTA ELENA,ACUEDUCTO RURAL DE SANTA ELENA,56,12.0,23.42,20.17,53.7,1.35,0,1,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0183,EL DOVIO,Norte Cartago,Rural,LOS ZAINOS ALTO,ACUEDUCTO RURAL LOS ZAINOS ALTO,48,1.0,16.52,19.52,43.8,1.4,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0429,EL DOVIO,Norte Cartago,Rural,LOS ZAINOS BAJO,ACUEDUCTO RURAL LOS ZAINOS BAJO,108,1.2,16.52,19.52,43.8,1.4,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0289,EL DOVIO,Norte Cartago,Rural,SIRIMANDA,ACUEDUCTO RURAL SIRIMUNDA,60,9.0,23.42,20.17,53.7,1.35,0,1,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0291,EL DOVIO,Norte Cartago,Rural,EL CRUCERO,ASOCIACION DE USUARIOS DE ACUEDUCTO RURAL VEREDA EL CRUCERO,160,,17.88,20.17,46.3,1.4,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0292,EL DOVIO,Norte Cartago,Rural,EL GUADUAL AGUA BONITA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA EL GUADUAL AGUA BONITA,60,1.0,18.02,20.17,44.5,1.76,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0293,EL DOVIO,Norte Cartago,Rural,EL LULAR,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA EL LULAR AGUAS LULAREÑAS,100,3.0,27.98,22.34,61.9,1.82,0,2,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0294,EL DOVIO,Norte Cartago,Rural,LA CABAÑA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA LA CABAÑA AGUAS LA ESPERANZA,232,,16.52,19.52,43.8,1.4,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0295,EL DOVIO,Norte Cartago,Rural,"TOLDA FRÍA,RIVERALTA",ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA TOLDA FRIA -CASA VERDE,100,4.0,23.61,21.53,52.8,1.76,0,2,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0296,EL DOVIO,Norte Cartago,Rural,"BITACO,CAÑADA PAN Y VIDA",ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO DE BITACO,92,3.0,23.61,21.53,52.8,1.76,0,2,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0297,EL DOVIO,Norte Cartago,Rural,DE LITUANIA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO DE LITUANIA,208,,27.98,22.34,61.9,1.82,0,2,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0298,EL DOVIO,Norte Cartago,Rural,LA PRADERA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO LA PRADERA,220,,23.42,20.17,53.7,1.35,0,1,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0299,EL DOVIO,Norte Cartago,Rural,LA ESPERANZA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO VEREDA LA ESPERANZA AGUAS DEL DANUBIO,208,0.65,11.86,19.91,33.2,1.47,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0502,EL DOVIO,Norte Cartago,Rural,BELLAVISTA,CORPORACION NO NACIONAL AMBIENTAL PECUARIO Y AGRICOLA DE BELLAVISTA ''CAMPAB'' TANQUE 1,24,0.6,16.52,19.52,43.8,1.4,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0460,EL DOVIO,Norte Cartago,Rural,BELLAVISTA,CORPORACION NO NACIONAL AMBIENTAL PECUARIO Y AGRICOLA DE BELLAVISTA ''CAMPAB'' TANQUE 2,36,0.7,16.52,19.52,43.8,1.4,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0449,EL DOVIO,Norte Cartago,Rural,BELLAVISTA,CORPORACION NO NACIONAL AMBIENTAL PECUARIO Y AGRICOLA DE BELLAVISTA ''CAMPAB'' TANQUE 3,44,1.2,16.52,19.52,43.8,1.4,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0303,EL DOVIO,Norte Cartago,Rural,CALLE LARGA,JUNTA ADMIN ACUEDUCTO VEREDA CALLE LARGA,180,,17.27,19.91,43.6,1.76,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0304,EL DOVIO,Norte Cartago,Rural,GUATEMALA,JUNTA ADMINISTRADORA ACUEDUCTO GUATEMALA,60,,18.02,20.17,44.5,1.76,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0306,EL DOVIO,Norte Cartago,Rural,LAS VUELTAS,JUNTA ADMINISTRADORA DEL ACUEDUCTO LAS VUELTAS,48,1.0,17.88,20.17,46.3,1.4,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0307,EL DOVIO,Norte Cartago,Urbano,"URBANO, LA AGUADITA, CALLE LARGA, SAMANA, MATECAÑA",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - EL DOVIO,8716,20.0,16.62,19.91,44.7,1.4,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0308,FLORIDA,Sur Cali,Rural,EL LIBANO,ACUALIBANO,420,2.5,7.22,19.25,44.3,1.37,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0411,FLORIDA,Sur Cali,Rural,LOS CALEÑOS,ACUEDUCTO LOS CALEÑOS,596,3.0,7.11,18.4,43.2,1.37,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0685,FLORIDA,Sur Cali,Rural,SAN JOAQUIN,ACUEDUCTO SAN JOAQUIN,184,2.0,7.22,19.25,44.3,1.37,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0313,FLORIDA,Sur Cali,Rural,"LA UNION,TAMBORAL,EL AGRADO","ASOCIACION COMUNITARIA DE USUARIOS DEL ACUEDUCTO TAMBORAL, LA UNION Y EL AGRADO - AUNITAMBO",968,6.0,7.58,22.23,49.2,1.37,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0314,FLORIDA,Sur Cali,Rural,LA DIANA,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO DEL CORREGIMIENTO LA DIANA - ACUASALUD LA DIANA,760,2.0,7.11,18.4,43.2,1.37,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0309,FLORIDA,Sur Cali,Rural,EL PEDREGAL,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y/O ALCANTARILLADO EL PEDREGAL E.S.P. PRIMERA ETAPA,1040,6.0,7.29,21.78,42.3,1.37,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0315,FLORIDA,Sur Cali,Rural,"EL LLANITO,CAÑAS ARRIBA,SIMON BOLIVAR",ASOCIACION DE USUARIOS DEL ACUEDUCTO Y/O ALCANTARILLADO Y/O ASEO ACUALLANITO E.S.P,2000,7.0,7.58,22.23,49.2,1.37,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0316,FLORIDA,Sur Cali,Rural,SANTODOMINGO PARTE BAJA,JUNTA ADMINISTRADORA DE ACUEDUCTO SANTODOMINGO PARTE BAJA,200,4.0,7.5,22.23,50.0,1.57,0,2,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0413,FLORIDA,Sur Cali,Rural,PUEBLO NUEVO,JUNTA ADMINISTRADORA DEL ACUEDUCTO DEL CORREGIMIENTO PUEBLO NUEVO - PROAGUA ESP,216,1.0,7.22,19.25,44.3,1.37,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0310,FLORIDA,Sur Cali,Rural,EL PEDREGAL 2,JUNTA DE ACCION COMUNAL EL PEDREGAL E.S.P. SEGUNDA ETAPA ESP,620,5.0,7.29,21.78,42.3,1.37,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0318,FLORIDA,Sur Cali,Urbano,"URBANO FLORIDA,SAN ANTONIO DE LOS CABALLEROS, EL REMOLINO, CHOCOCITO, TARRAGON ALTO, TARRAGONA BAJO, CAÑAS ABAJO, PEDRO DIAZ, LA ACEQUIA",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - FLORIDA,63568,240.0,7.93,21.78,49.5,1.97,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0319,GINEBRA,Sur Cali,Rural,BARRIO EL JARDÍN,ACUEDUCTO BARRIO EL JARDIN - CORREGIMIENTO COSTA RICA,132,1.0,4.72,20.18,26.5,0.96,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0320,GINEBRA,Sur Cali,Rural,CAMPOALEGRE,ACUEDUCTO CAMPOALEGRE,244,4.0,5.31,16.63,28.9,0.96,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0321,GINEBRA,Sur Cali,Rural,ALTAMIRA,ACUEDUCTO COMUNITARIO ALTAMIRA,48,1.5,4.72,20.18,26.5,0.96,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0322,GINEBRA,Sur Cali,Rural,CANAIMA,ACUEDUCTO COMUNITARIO CANAIMA,88,3.0,4.72,20.18,26.5,0.96,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0323,GINEBRA,Sur Cali,Rural,MORAVIA,ACUEDUCTO COMUNITARIO VEREDA MORAVIA,100,2.0,5.31,16.63,28.9,0.96,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0324,GINEBRA,Sur Cali,Rural,LA MARIA,ACUEDUCTO LA MARIA - GINEBRA,140,2.5,4.24,20.18,25.2,1.15,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0325,GINEBRA,Sur Cali,Rural,COMINAL,ASOCIACIÓN COMUNITARIA ADMINISTRADORA DEL SERVICIO DE ACUEDUCTO VEREDA COMINAL,100,1.5,4.79,16.63,27.4,1.15,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0326,GINEBRA,Sur Cali,Rural,"BARRIO PUEBLO NUEVO , CASA TESORERA","ASOCIACION COMUNITARIA DEL SERVICIO DE ACUEDUCTO Y ALCANTARILLADO BARRIO PUEBLO NUEVO, COSTA RICA, GINEBRA, VALLE - JUNCOSERVA",372,2.0,4.72,20.18,26.5,0.96,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0327,GINEBRA,Sur Cali,Rural,EL JARDIN.,ASOCIACIÓN DE USUARIOS ACUEDUCTO COLECTIVO - EL JARDIN,188,1.5,4.79,16.63,27.4,1.15,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
