FUENTE_ARCHIVO,ACTIVIDAD,CODIGO_LLAVE,CODIGO_ANTERIOR,CODIGO_SISTEMA_LIMPIO,MUNICIPIO,MUNICIPIO_NORM,LOCALIDADES_ABASTECIDAS,LOCALIDAD_NORM,NOMBRE_SISTEMA,NOMBRE_SISTEMA_NORM,PERSONA_PRESTADORA,ARO,NOMBRE_ARO,ARO_NORM,FUNCIONARIO,FEC_VISITA,FECHA_ACTIVIDAD,FECHA CARGUE,FECHA_CARGUE_DT,ACTA,CONSECUTIVO VISITA,ESTADO,OBSERVACION,Código,Actividad,Actividad_Resumen,PROGRAMADO
1.3_VisitasMPR.csv,1.3,91938,91938,3511,ARGELIA,ARGELIA,VEREDA LAS BRISAS,VEREDA LAS BRISAS,ADMINISTRACION COOPERATIVA SAN ROQUE ESP LAS BRISAS SISTEMA #2,ADMINISTRACION COOPERATIVA SAN ROQUE ESP LAS BRISAS SISTEMA #2,COOPERATIVA SAN ROQUE LAS BRISAS RAIZAL LA AURORA -SISTEMA # 2,1,Aro Norte Cartago,ARO NORTE CARTAGO,EDWARD RAUL JAIMES VERA,22/04/2026,2026-04-22,2026-04-29,2026-04-29,ERJV220426-01,117,ABIERTO,,1.3,Visita para la elaboración de mapa de riesgo de la calidad de agua para consumo humano para adopción por la SDS (incluye la ficha de inspeccion sanitaria y anexo tecnico),Visita Mapas de Riesgo Ficah y Anexo Tecnico 1,SI
1.3_VisitasMPR.csv,1.3,62248,62248,3550,TRUJILLO,TRUJILLO,CEDRALES,CEDRALES,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COLECTIVO VEREDA CEDRALES ARCC,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COLECTIVO VEREDA CEDRALES ARCC,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COLECTIVO VEREDA CEDRALES ARCC,2,Aro Centro Tuluà,ARO CENTRO TULUA,DIANA GIMENA MARTINEZ GONZALEZ,20/04/2026,2026-04-20,2026-04-29,2026-04-29,DM20042026-01,122,ABIERTO,,1.3,Visita para la elaboración de mapa de riesgo de la calidad de agua para consumo humano para adopción por la SDS (incluye la ficha de inspeccion sanitaria y anexo tecnico),Visita Mapas de Riesgo Ficah y Anexo Tecnico 1,SI
1.3_VisitasMPR.csv,1.3,41579,41579,36,EL CERRITO,EL CERRITO,"VEREDAS CAMPOALEGRE, AMAIMITO.","VEREDAS CAMPOALEGRE, AMAIMITO.",AUSERACA,AUSERACA,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y/O ALCANTARILLADO Y/O ASEO DE CAMPO ALEGRE - AUSERACA,3,Aro Sur Cali,ARO SUR CALI,LAURA SOFIA LOPEZ CUNDUMI,19/02/2026,2026-02-19,2026-03-31,2026-03-31,MPRLS01,87,ABIERTO,,1.3,Visita para la elaboración de mapa de riesgo de la calidad de agua para consumo humano para adopción por la SDS (incluye la ficha de inspeccion sanitaria y anexo tecnico),Visita Mapas de Riesgo Ficah y Anexo Tecnico 1,SI
1.3_VisitasMPR.csv,1.3,65487,65487,399,TRUJILLO,TRUJILLO,LA DIAMANTINA,LA DIAMANTINA,ASOCIACION JUNTA ADMINISTRADORA DEL ACUEDUCTO LA DIAMANTINA,ASOCIACION JUNTA ADMINISTRADORA DEL ACUEDUCTO LA DIAMANTINA,ASOCIACION JUNTA ADMINISTRADORA DEL ACUEDUCTO LA DIAMANTINA,2,Aro Centro Tuluà,ARO CENTRO TULUA,DIANA GIMENA MARTINEZ GONZALEZ,23/03/2026,2026-03-23,2026-04-29,2026-04-29,DM-23032026,121,ABIERTO,,1.3,Visita para la elaboración de mapa de riesgo de la calidad de agua para consumo humano para adopción por la SDS (incluye la ficha de inspeccion sanitaria y anexo tecnico),Visita Mapas de Riesgo Ficah y Anexo Tecnico 1,SI
1.3_VisitasMPR.csv,1.3,65487,65487,399,TRUJILLO,TRUJILLO,LA DIAMANTINA,LA DIAMANTINA,ASOCIACION JUNTA ADMINISTRADORA DEL ACUEDUCTO LA DIAMANTINA,ASOCIACION JUNTA ADMINISTRADORA DEL ACUEDUCTO LA DIAMANTINA,ASOCIACION JUNTA ADMINISTRADORA DEL ACUEDUCTO LA DIAMANTINA,2,Aro Centro Tuluà,ARO CENTRO TULUA,DIANA GIMENA MARTINEZ GONZALEZ,23/03/2026,2026-03-23,2026-04-22,2026-04-22,DM-23032026,105,ABIERTO,,1.3,Visita para la elaboración de mapa de riesgo de la calidad de agua para consumo humano para adopción por la SDS (incluye la ficha de inspeccion sanitaria y anexo tecnico),Visita Mapas de Riesgo Ficah y Anexo Tecnico 1,SI
1.3_VisitasMPR.csv,1.3,34259,34259,41,EL CERRITO,EL CERRITO,"EL CERRITO, SAN ANTONIO, ZABALETAS, GUACANAL","EL CERRITO, SAN ANTONIO, ZABALETAS, GUACANAL",ACUAVALLE S.A. E.S.P. - EL CERRITO,ACUAVALLE S.A. E.S.P. - EL CERRITO,ACUAVALLE S.A. E.S.P. - SECCIONAL EL CERRITO,3,Aro Sur Cali,ARO SUR CALI,LAURA SOFIA LOPEZ CUNDUMI,18/03/2026,2026-03-18,2026-03-31,2026-03-31,MPRACVCERRITO,90,ABIERTO,,1.3,Visita para la elaboración de mapa de riesgo de la calidad de agua para consumo humano para adopción por la SDS (incluye la ficha de inspeccion sanitaria y anexo tecnico),Visita Mapas de Riesgo Ficah y Anexo Tecnico 1,NO
1.3_VisitasMPR.csv,1.3,60151,60151,4987,BUGALAGRANDE,BUGALAGRANDE,CEILÁN,CEILAN,ASOCIACION DE USUARIOS DE LOS SERVICIOS PUBLICOS DEL CORREGIMIENTO DE CEILAN,ASOCIACION DE USUARIOS DE LOS SERVICIOS PUBLICOS DEL CORREGIMIENTO DE CEILAN,ASOCIACION DE USUARIOS DE LOS SERVICIOS PUBLICOS DEL CORREGIMIENTO DE CEILAN,2,Aro Centro Tuluà,ARO CENTRO TULUA,WILLIAM ALBERTO CARLOSAMA JIMENEZ,6/04/2026,2026-04-06,2026-04-23,2026-04-23,W06042026,112,ABIERTO,,1.3,Visita para la elaboración de mapa de riesgo de la calidad de agua para consumo humano para adopción por la SDS (incluye la ficha de inspeccion sanitaria y anexo tecnico),Visita Mapas de Riesgo Ficah y Anexo Tecnico 1,SI
1.3_VisitasMPR.csv,1.3,115075,115075,4993,YOTOCO,YOTOCO,EL BOSQUE,EL BOSQUE,JUNTA ADMINISTRADORA ACUEDUCTO EL BOSQUE LIVERPOOL,JUNTA ADMINISTRADORA ACUEDUCTO EL BOSQUE LIVERPOOL,JUNTA ADMINISTRADORA ACUEDUCTO EL BOSQUE LIVERPOOL,2,Aro Centro Tuluà,ARO CENTRO TULUA,VALERIA PATIÑO HERNANDEZ,15/04/2026,2026-04-15,2026-04-22,2026-04-22,VP150426,107,ABIERTO,,1.3,Visita para la elaboración de mapa de riesgo de la calidad de agua para consumo humano para adopción por la SDS (incluye la ficha de inspeccion sanitaria y anexo tecnico),Visita Mapas de Riesgo Ficah y Anexo Tecnico 1,SI
1.3_VisitasMPR.csv,1.3,58606,58606,510,RIOFRIO,RIOFRIO,FENICIA,FENICIA,FENICIA,FENICIA,ACUEDUCTO RURAL FENICIA ACUAFENICIA,2,Aro Centro Tuluà,ARO CENTRO TULUA,VALERIA PATIÑO HERNANDEZ,5/05/2026,2026-05-05,2026-05-13,2026-05-13,VP005/26,133,ABIERTO,,1.3,Visita para la elaboración de mapa de riesgo de la calidad de agua para consumo humano para adopción por la SDS (incluye la ficha de inspeccion sanitaria y anexo tecnico),Visita Mapas de Riesgo Ficah y Anexo Tecnico 1,NO
1.3_VisitasMPR.csv,1.3,97410,97410,528,ANSERMANUEVO,ANSERMANUEVO,VEREDA LA ESPERANZA,VEREDA LA ESPERANZA,ACUEDUCTO LA ESPERANZA,ACUEDUCTO LA ESPERANZA,JUNTA DE ADMINISTRACION COMUNAL LA ESPERANZA,1,Aro Norte Cartago,ARO NORTE CARTAGO,EDWARD RAUL JAIMES VERA,11/03/2026,2026-03-11,2026-03-18,2026-03-18,ERJ11032026-1,86,ABIERTO,,1.3,Visita para la elaboración de mapa de riesgo de la calidad de agua para consumo humano para adopción por la SDS (incluye la ficha de inspeccion sanitaria y anexo tecnico),Visita Mapas de Riesgo Ficah y Anexo Tecnico 1,SI
1.3_VisitasMPR.csv,1.3,112090,112090,537,RESTREPO,RESTREPO,"BUEN VIVIR, TRES PUERTAS, COLEGURRE, VENTAQUEMADO, LA PALMA, MONTERREDONDO","BUEN VIVIR, TRES PUERTAS, COLEGURRE, VENTAQUEMADO, LA PALMA, MONTERREDONDO",ASOCIACION DE USUARIOS DEL ACUEDUCTO TRES PUERTAS - ACUAPALTRES,ASOCIACION DE USUARIOS DEL ACUEDUCTO TRES PUERTAS - ACUAPALTRES,ACUAPALTRES  ASOCIACION DE USUARIOS DEL ACUEDUCTO TRES PUERTAS,2,Aro Centro Tuluà,ARO CENTRO TULUA,VALERIA PATIÑO HERNANDEZ,24/04/2026,2026-04-24,2026-05-13,2026-05-13,VP024/26,132,ABIERTO,,1.3,Visita para la elaboración de mapa de riesgo de la calidad de agua para consumo humano para adopción por la SDS (incluye la ficha de inspeccion sanitaria y anexo tecnico),Visita Mapas de Riesgo Ficah y Anexo Tecnico 1,SI
1.3_VisitasMPR.csv,1.3,152043,152043,6520,EL CERRITO,EL CERRITO,REGADEROS,REGADEROS,ACUEDUCTO REGADEROS,ACUEDUCTO REGADEROS,JUNTA DE ACCIÓN COMUNAL VEREDA REGADEROS,3,Aro Sur Cali,ARO SUR CALI,MAURICIO ALZATE DIAZ,15/04/2026,2026-04-15,2026-04-28,2026-04-28,MPRREG2026,115,ABIERTO,,1.3,Visita para la elaboración de mapa de riesgo de la calidad de agua para consumo humano para adopción por la SDS (incluye la ficha de inspeccion sanitaria y anexo tecnico),Visita Mapas de Riesgo Ficah y Anexo Tecnico 1,SI
1.3_VisitasMPR.csv,1.3,86250,86250,68,ULLOA,ULLOA,ULLOA,ULLOA,ACUAVALLE SA ULLOA,ACUAVALLE SA ULLOA,ACUAVALLE S.A. E.S.P. SUCURSAL ULLOA.   ,1,Aro Norte Cartago,ARO NORTE CARTAGO,SAIR HAIRTON IBARGUEN RENTERIA,23/04/2026,2026-04-23,2026-04-29,2026-04-29,SHIR042026,119,ABIERTO,,1.3,Visita para la elaboración de mapa de riesgo de la calidad de agua para consumo humano para adopción por la SDS (incluye la ficha de inspeccion sanitaria y anexo tecnico),Visita Mapas de Riesgo Ficah y Anexo Tecnico 1,SI
1.3_VisitasMPR.csv,1.3,136356,136356,7526,YOTOCO,YOTOCO,BUENOS AIRES ,BUENOS AIRES,ASOCIACION DE USUARIOS ACUEDUCTO BUENOS AIRES AJABA ,ASOCIACION DE USUARIOS ACUEDUCTO BUENOS AIRES AJABA,ASOCIACIÓN DE USUARIOS ACUEDUCTO BUENOS AIRES AJABA  ,2,Aro Centro Tuluà,ARO CENTRO TULUA,VALERIA PATIÑO HERNANDEZ,7/04/2026,2026-04-07,2026-04-22,2026-04-22,VP07042026,106,ABIERTO,,1.3,Visita para la elaboración de mapa de riesgo de la calidad de agua para consumo humano para adopción por la SDS (incluye la ficha de inspeccion sanitaria y anexo tecnico),Visita Mapas de Riesgo Ficah y Anexo Tecnico 1,SI
1.3_VisitasMPR.csv,1.3,115502,115502,78,ALCALA,ALCALA,CONGAL - MARAVELEZ PARTE ALTA,CONGAL - MARAVELEZ PARTE ALTA,SISTEMA #1 ,SISTEMA #1,COOPERATIVA MARAVELEZ ALCALA ESP (SISTEMA #1)   ,1,Aro Norte Cartago,ARO NORTE CARTAGO,SAIR HAIRTON IBARGUEN RENTERIA,7/04/2026,2026-04-07,2026-04-16,2026-04-16,SHIR07042026,94,ABIERTO,,1.3,Visita para la elaboración de mapa de riesgo de la calidad de agua para consumo humano para adopción por la SDS (incluye la ficha de inspeccion sanitaria y anexo tecnico),Visita Mapas de Riesgo Ficah y Anexo Tecnico 1,SI
1.4_MuestreoMPR.csv,1.4,60116,60116,1116,BOLÍVAR,BOLIVAR,LA TULIA,LA TULIA,ASOCIACION DE USUARIOS ACUEDUCTO LA TULIA,ASOCIACION DE USUARIOS ACUEDUCTO LA TULIA,ASOCIACION DE USUARIOS ACUEDUCTO LA TULIA,2,Aro Centro Tuluà,ARO CENTRO TULUA,CARLOS IVAN ERAZO GUERRERO,22/04/2026,2026-04-22,2026-04-22,2026-04-22,0539,70,ABIERTO," SE REALIZA ANALISIS DE COLOR APARENTE 0, Y TURBIEDAD 7.9",1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,SI
1.4_MuestreoMPR.csv,1.4,60116,60116,1116,BOLÍVAR,BOLIVAR,LA TULIA,LA TULIA,ASOCIACION DE USUARIOS ACUEDUCTO LA TULIA,ASOCIACION DE USUARIOS ACUEDUCTO LA TULIA,ASOCIACION DE USUARIOS ACUEDUCTO LA TULIA,2,Aro Centro Tuluà,ARO CENTRO TULUA,CARLOS IVAN ERAZO GUERRERO,21/04/2026,2026-04-21,2026-04-22,2026-04-22,0540,63,ABIERTO, ,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,SI
1.4_MuestreoMPR.csv,1.4,36852,36852,115,FLORIDA,FLORIDA,EL PEDREGAL PRIMERA ETAPA,EL PEDREGAL PRIMERA ETAPA,EL PEDREGAL PRIMERA ETAPA,EL PEDREGAL PRIMERA ETAPA,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y/O ALCANTARILLADO EL PEDREGAL E.S.P. - PRIMERA ETAPA,3,Aro Sur Cali,ARO SUR CALI,CARLOS ALBERTO CAICEDO GONZALEZ,7/04/2026,2026-04-07,2026-04-08,2026-04-08,CACG-003,53,ABIERTO, SD,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,SI
1.4_MuestreoMPR.csv,1.4,33117,33117,119,PRADERA,PRADERA,CORREGIMIENTO EL RECREO,CORREGIMIENTO EL RECREO,PTAP ACUAVIDA-EL RECREO,PTAP ACUAVIDA-EL RECREO,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DEL CORREGIMIENTO EL RECREO MUNICIPIO DE PRADERA - ACUAVIDA-EL RECREO,3,Aro Sur Cali,ARO SUR CALI,CARLOS ALBERTO CAICEDO GONZALEZ,7/04/2026,2026-04-07,2026-04-08,2026-04-08,CACG-001,51,ABIERTO, SD,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,SI
1.4_MuestreoMPR.csv,1.4,34629,34629,125,PRADERA,PRADERA,POTRERITO,POTRERITO,PTAP POTRERITO,PTAP POTRERITO,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DOMESTICO DEL CORREGIMIENTO DE POTRERITO MUNICIPIO DE PRADERA VALLE,3,Aro Sur Cali,ARO SUR CALI,CARLOS ALBERTO CAICEDO GONZALEZ,7/04/2026,2026-04-07,2026-04-08,2026-04-08,CACG-002,52,ABIERTO, SD,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,SI
1.4_MuestreoMPR.csv,1.4,111988,111988,12872,BOLÍVAR,BOLIVAR,EL BOSQUE,EL BOSQUE,ASOCIACION DE USUARIOS DEL ACUEDUCTO EL BOSQUE # 1,ASOCIACION DE USUARIOS DEL ACUEDUCTO EL BOSQUE # 1,ASOCIACION DE USUARIOS DEL ACUEDUCTO EL BOSQUE # 1,2,Aro Centro Tuluà,ARO CENTRO TULUA,CARLOS IVAN ERAZO GUERRERO,21/04/2026,2026-04-21,2026-04-22,2026-04-22,0541,71,ABIERTO," SE REALIZA ANALISIS DE COLOR 0, TURBIEDAD 7.4,  LLUVIAS EN LOS ULTIMOS DIAS ANTES DE LA TOMA",1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,SI
1.4_MuestreoMPR.csv,1.4,151783,151783,13517,YOTOCO,YOTOCO,BUENOS AIRES ,BUENOS AIRES,ACUEDUCTO RURAL EL SOBACO ,ACUEDUCTO RURAL EL SOBACO,ACUEDUCTO RURAL EL SOBACO ,2,Aro Centro Tuluà,ARO CENTRO TULUA,NATALIA RAIGOSA MEDINA,20/04/2026,2026-04-20,2026-04-23,2026-04-23,0535,72,ABIERTO, ,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,NO
1.4_MuestreoMPR.csv,1.4,105133,105133,13728,DAGUA,DAGUA,KM 26 PALO ALTO,KM 26 PALO ALTO,ECASP. ESP. - KM 26 PALO ALTO,ECASP. ESP. - KM 26 PALO ALTO,ASOCIACION EMPRESA COMUNITARIA ACUEDUCTO BORRERO AYERBE - ECASP. ESP. - KM 26 PALO ALTO,3,Aro Sur Cali,ARO SUR CALI,CARLOS ALBERTO CAICEDO GONZALEZ,21/04/2026,2026-04-21,2026-04-22,2026-04-22,CACG-007,65,ABIERTO, SD.,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,NO
1.4_MuestreoMPR.csv,1.4,59620,59620,1391,GUACARÍ,GUACARI,"PUNTE ROJO, LA REUBICACION, SECTOR EL ALTO, VEREDA BELLO HORIZONTE, BARRIO LA CRISTALINA  I y II","PUNTE ROJO, LA REUBICACION, SECTOR EL ALTO, VEREDA BELLO HORIZONTE, BARRIO LA CRISTALINA I Y II",ACUAPUERO,ACUAPUERO,ASOCIACION ADMINISTRADORA DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO DE PUENTE ROJO ACUASALUD PUENTE ROJO - ACUAPUERO,3,Aro Sur Cali,ARO SUR CALI,CARLOS ALBERTO CAICEDO GONZALEZ,27/04/2026,2026-04-27,2026-04-28,2026-04-28,CACG-009,74,ABIERTO, SD.,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,SI
1.4_MuestreoMPR.csv,1.4,0,0,1401,DAGUA,DAGUA,EL PIÑAL (DAGUA),EL PINAL (DAGUA),ASOABASE,ASOABASE,ASOCIACION ABASTO DE AGUA MARIA -PIÑAL- MUNICIPIO DE LA CUMBRE Y DAGUA VALLE DEL CAUCA - ASOABASE,3,Aro Sur Cali,ARO SUR CALI,CARLOS ALBERTO CAICEDO GONZALEZ,21/04/2026,2026-04-21,2026-04-22,2026-04-22,CACG-004,61,ABIERTO, ,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,NO
1.4_MuestreoMPR.csv,1.4,135187,135187,143,VIJES,VIJES,VEREDA MONTERREY ALTO FRESNEDA,VEREDA MONTERREY ALTO FRESNEDA,MONTERREY ALTO FRESNEDA,MONTERREY ALTO FRESNEDA,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO MONTERREY ALTO FRESNEDA JACA # 13,3,Aro Sur Cali,ARO SUR CALI,CARLOS ALBERTO CAICEDO GONZALEZ,27/04/2026,2026-04-27,2026-04-28,2026-04-28,CACG-012,77,ABIERTO, SD,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,SI
1.4_MuestreoMPR.csv,1.4,14638,14638,1919,OBANDO,OBANDO,CORREGIMIENTO VILLA RODAS,CORREGIMIENTO VILLA RODAS,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO VILLA RODAS #2,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO VILLA RODAS #2,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DE VILLA RODAS # 2,1,Aro Norte Cartago,ARO NORTE CARTAGO,ANA MILENA MENDEZ ARANA,6/04/2026,2026-04-06,2026-04-09,2026-04-09,0024,54,ABIERTO, ,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,SI
1.4_MuestreoMPR.csv,1.4,88218,88218,1922,OBANDO,OBANDO,CORREGIMIENTO VILLA RODAS,CORREGIMIENTO VILLA RODAS,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO VILLA RODAS #1,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO VILLA RODAS #1,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DE VILLA RODAS # 1,1,Aro Norte Cartago,ARO NORTE CARTAGO,ANA MILENA MENDEZ ARANA,6/04/2026,2026-04-06,2026-04-09,2026-04-09,0001,56,ABIERTO, ,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,SI
1.4_MuestreoMPR.csv,1.4,80702,80702,2147,ANSERMANUEVO,ANSERMANUEVO,LA CABAÑA,LA CABANA,ACUEDUCTO LA CABAÑA,ACUEDUCTO LA CABANA,ASOCIACION GESTORA COMUNITARIA DEL AGUA DEL CORREGIMIENTO LA CABAÑA,1,Aro Norte Cartago,ARO NORTE CARTAGO,SAIR HAIRTON IBARGUEN RENTERIA,6/04/2026,2026-04-06,2026-04-09,2026-04-09,0027,55,ABIERTO, ,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,SI
1.4_MuestreoMPR.csv,1.4,59619,59619,2170,BOLÍVAR,BOLIVAR,LA HERRADURA,LA HERRADURA,ASOCIACION DE USUARIOS DEL ACUEDUCTO LA HERRADURA,ASOCIACION DE USUARIOS DEL ACUEDUCTO LA HERRADURA,ASOCIACION DE USUARIOS DEL ACUEDUCTO LA HERRADURA  ASOAHER,2,Aro Centro Tuluà,ARO CENTRO TULUA,NATALIA RAIGOSA MEDINA,21/04/2026,2026-04-21,2026-04-22,2026-04-22,0542,69,ABIERTO, ,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,SI
1.4_MuestreoMPR.csv,1.4,0,0,21770,VIJES,VIJES,VEREDA VIDAL,VEREDA VIDAL,ALJIBE VIDAL,ALJIBE VIDAL,ABASTECIMIENTO COMUNITARIO VIDAL,3,Aro Sur Cali,ARO SUR CALI,CARLOS ALBERTO CAICEDO GONZALEZ,27/04/2026,2026-04-27,2026-04-28,2026-04-28,CACG-011,76,ABIERTO, SD,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,NO
1.4_MuestreoMPR.csv,1.4,0,0,21770,VIJES,VIJES,VEREDA VIDAL,VEREDA VIDAL,ALJIBE VIDAL,ALJIBE VIDAL,ABASTECIMIENTO COMUNITARIO VIDAL,3,Aro Sur Cali,ARO SUR CALI,CARLOS ALBERTO CAICEDO GONZALEZ,27/04/2026,2026-04-27,2026-04-28,2026-04-28,CACG-010,75,ABIERTO, SD,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,NO
1.4_MuestreoMPR.csv,1.4,0,0,25332,ARGELIA,ARGELIA,,,,,ACUEDUCTO RURAL VEREDA LA MARINA ,1,Aro Norte Cartago,ARO NORTE CARTAGO,EDWARD RAUL JAIMES VERA,6/04/2026,2026-04-06,2026-04-09,2026-04-09,0013,59,ABIERTO, ,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,NO
1.4_MuestreoMPR.csv,1.4,108425,108425,2646,YOTOCO,YOTOCO,PUENTETIERRA,PUENTETIERRA,JUNTA DE ACUEDUCTO PUENTE TIERRA - LA BOHEMIA,JUNTA DE ACUEDUCTO PUENTE TIERRA - LA BOHEMIA,JUNTA DE ACUEDUCTO PUENTE TIERRA - LA BOHEMIA,2,Aro Centro Tuluà,ARO CENTRO TULUA,NATALIA RAIGOSA MEDINA,20/04/2026,2026-04-20,2026-04-22,2026-04-22,0536,67,ABIERTO, ,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,SI
1.4_MuestreoMPR.csv,1.4,34631,34631,2870,DAGUA,DAGUA,LAS DELICIAS PARTE BAJA,LAS DELICIAS PARTE BAJA,PTAP DELICIAS BAJA,PTAP DELICIAS BAJA,ASOCIACION DE USUARIOS DE ACUEDUCTO VEREDA LAS DELICIAS - ASAD ESP - PARTE BAJA,3,Aro Sur Cali,ARO SUR CALI,CARLOS ALBERTO CAICEDO GONZALEZ,21/04/2026,2026-04-21,2026-04-22,2026-04-22,CACG-005,62,ABIERTO, SD.,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,SI
1.4_MuestreoMPR.csv,1.4,46017,46017,2897,DAGUA,DAGUA,EL CHIPRE KM 27,EL CHIPRE KM 27,ASOCHIPRE,ASOCHIPRE,"ASOCIACION COMUNITARIA DE ACUEDUCTO DE CHIPRE, ASOCHIPRE",3,Aro Sur Cali,ARO SUR CALI,CARLOS ALBERTO CAICEDO GONZALEZ,21/04/2026,2026-04-21,2026-04-22,2026-04-22,CACG-006,64,ABIERTO, ,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,SI
1.4_MuestreoMPR.csv,1.4,132973,132973,359,GUACARÍ,GUACARI,"LA MAGDALENA, CHAFALOTE, ALTO DE LA JULIA","LA MAGDALENA, CHAFALOTE, ALTO DE LA JULIA",ASOJUMACHAGUA,ASOJUMACHAGUA,"ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DE LOS CORREGIMIENTOS DE ALTO DE LA JULIA, LA MAGDALENA Y LA VEREDA DE CHAFALOTE - ASOJUMACHAGUA",3,Aro Sur Cali,ARO SUR CALI,CARLOS ALBERTO CAICEDO GONZALEZ,27/04/2026,2026-04-27,2026-04-28,2026-04-28,CACG-008,73,ABIERTO, SD.,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,NO
1.4_MuestreoMPR.csv,1.4,115075,115075,4993,YOTOCO,YOTOCO,EL BOSQUE,EL BOSQUE,JUNTA ADMINISTRADORA ACUEDUCTO EL BOSQUE LIVERPOOL,JUNTA ADMINISTRADORA ACUEDUCTO EL BOSQUE LIVERPOOL,JUNTA ADMINISTRADORA ACUEDUCTO EL BOSQUE LIVERPOOL,2,Aro Centro Tuluà,ARO CENTRO TULUA,NATALIA RAIGOSA MEDINA,20/04/2026,2026-04-20,2026-04-22,2026-04-22,0537,66,ABIERTO, ,1.4,Visita para la toma de muestra de agua para elaboración de mapa de riesgo de la calidad del agua,Toma de muestra elaboracion mapas de riesgo,SI
